translatedText,text
ewu,threatened
idẹruba,threatening
deruba,threatens
irokeke,threats
idiwọ,thwart
idiwo,thwarted
idiwọ,thwarting
thwarts,thwarts
itiju,timid
timorous,timorous
o rẹwẹsi,tired
ori omu,tits
ehín,toothless
ya,torn
ìdálóró,torture
joró,tortured
ìyà,tortures
ijiya,torturing
olominira,totalitarian
ajẹsara,totalitarianism
tout,tout
touted,touted
touting,touting
touts,touts
ajalu,tragedy
ajalu,tragic
pakute,trap
idẹkùn,trapped
ibalokanje,trauma
ibanuje,traumatic
ẹlẹgbin,travesty
arekereke,treason
arekereke,treasonous
iwariri,trembling
iwariri,tremulous
tan,tricked
arekereke,trickery
wahala,trouble
wahala,troubled
wahala,troubles
tumo,tumor
twat,twat
ilosiwaju,ugly
itẹwẹgba,unacceptable
alaimoore,unappreciated
ti a ko fọwọsi,unapproved
nimọ,unaware
aigbagbọ,unbelievable
alaigbagbo,unbelieving
aidaniloju,uncertain
koyewa,unclear
korọrun,uncomfortable
aibikita,unconcerned
unconfirmed,unconfirmed
ti ko ni idaniloju,unconvinced
alaigbagbọ,uncredited
ti ko pinnu,undecided
kerekereke,underestimate
kereju,underestimated
underestimates,underestimates
underestimating,underestimating
dojuti,undermine
ti bajẹ,undermined
undermines,undermines
undermining,undermining
undeserving,undeserving
aigbagbe,undesirable
aibalẹ,uneasy
alainiṣẹ,unemployment
aiṣedeede,unequal
alaimoye,unethical
aiṣedeede,unfair
aifọwọyi,unfocused
ti ko ṣẹ,unfulfilled
alainidunnu,unhappy
alailera,unhealthy
unimpressed,unimpressed
alaimoye,unintelligent
alaiṣododo,unjust
ti ko nifẹ,unlovable
ti ko feran,unloved
ti ko ni iwuri,unmotivated
alamọdaju,unprofessional
awadi,unresearched
ti ko ni itẹlọrun,unsatisfied
ti ko ni aabo,unsecured
aifọkanbalẹ,unsettled
alailẹgbẹ,unsophisticated
riru,unstable
ko ni atilẹyin,unsupported
laimo,unsure
ti aifẹ,unwanted
ko yẹ,unworthy
inu bibi,upset
idamu,upsets
ibanuje,upsetting
uptight,uptight
amojuto,urgent
asan,useless
asan,uselessness
aiduro,vague
idajo,verdict
awọn idajọ,verdicts
ibinu,vexation
inira,vexing
buburu,vicious
olufaragba,victim
jiya,victimize
olufaragba,victimized
njiya,victimizes
njiya,victimizing
olufaragba,victims
buburu,vile
rufin,violate
ṣẹ,violated
rufin,violates
ṣẹ,violating
iwa -ipa,violence
iwa -ipa,violent
oníwàkiwà,virulent
vitriolic,vitriolic
vociferous,vociferous
ailagbara,vulnerability
ipalara,vulnerable
rin jade,walkout
ìrìn -àjò,walkouts
alarinkiri,wanker
ogun,war
ogun,warfare
kilọ,warn
kilo,warned
ìkìlọ,warning
ikilo,warnings
kilọ,warns
egbin,waste
wasted,wasted
jafara,wasting
iwariri,wavering
alailera,weak
ailera,weakness
agara,weary
sunkún,weep
ekun,weeping
eemọ,weird
fifọ funfun,whitewash
panṣaga,whore
buburu,wicked
opo,widowed
yiyọ kuro,withdrawal
woebegone,woebegone
ègbé,woeful
wọ,worn
aibalẹ,worried
dààmú,worry
idaamu,worrying
buru,worse
buru sii,worsen
buru sii,worsened
buru si,worsening
buru sii,worsens
buru,worst
lásán,worthless
ibinu,wrathful
ibajẹ,wreck
ti ko tọ,wrong
ti ṣe aṣiṣe,wronged
wtf,wtf
yocky,yucky
ologbon,zealot
awon ologbon,zealots
2-oju,2-faces
ajeji,abnormal
parun,abolish
irira,abominable
irira,abominably
irira,abominate
irira,abomination
oyun,abort
oyun,aborted
aborts,aborts
abrade,abrade
abrasive,abrasive
lojiji,abrupt
lojiji,abruptly
igbala,abscond
isansa,absence
alaini-lokan,absent-minded
òpònú,absurd
absurdity,absurdity
absurdly,absurdly
absurdness,absurdness
abysmal,abysmal
abysmally,abysmally
ọgbun,abyss
accost,accost
eegun,accursed
ẹsùn,accusingly
acerbate,acerbate
akeribiki,acerbic
àfọwọ́kọ,acerbically
irora,ached
awọn irora,aches
irora,achey
akiri,acrid
lairotẹlẹ,acridly
irọra,acridness
acrimoniously,acrimoniously
acrimony,acrimony
alaigbọran,adamant
ni igboya,adamantly
okudun,addict
mowonlara,addicted
afẹsodi,addicting
addicts,addicts
olugbaniran,admonisher
admonishingly,admonishingly
ikilọ,admonishment
ikilọ,admonition
panṣaga,adulterate
ṣe panṣaga,adulterated
agbere,adulteration
alagbere,adulterier
alatako,adversarial
alatako,adversary
ikolu,adverse
ipọnju,adversity
pọnju,afflict
ipọnju,affliction
ipọnju,afflictive
ẹgan,affront
irẹwẹsi,aggravation
ibinu,aggressiveness
onijagidijagan,aggressor
binu,aggrieve
ibinu,aggrieved
ibinu,aggrivation
awọn irora,agonies
ibanuje,agonizingly
irora,agony
ilẹ,aground
ail,ail
aisan,ailing
ailera,ailment
ti ko ni ero,aimless
itaniji,alarming
ni itaniji,alarmingly
yapa,alienate
ti o ya sọtọ,alienated
esun,allegation
esun,allegations
ẹsùn,allege
aleji,allergies
aleji,allergy
lofo,aloof
altercation,altercation
aiṣiyemeji,ambiguity
onka,ambiguous
ambivalence,ambivalence
ibùba,ambush
aṣiṣe,amiss
ge,amputate
anarchism,anarchism
anarchist,anarchist
anarchistic,anarchistic
rudurudu,anarchy
ẹjẹ,anemic
ni ibinu,angrily
ibinu,angriness
parun,annihilate
ìparun,annihilation
ibanuje,annoyances
didanubi,annoyingly
alaigbọran,anomalous
anomaly,anomaly
atako,antagonism
alatako,antagonist
ilodi si,antagonize
egboogi-,anti-
alatako Amerika,anti-american
egboogi-israeli,anti-israeli
egboogi-oojo,anti-occupation
egboogi-afikun,anti-proliferation
egboogi-semites,anti-semites
egboogi-awujo,anti-social
egboogi-wa,anti-us
egboogi-funfun,anti-white
antipathy,antipathy
igba atijọ,antiquated
antithetical,antithetical
aniyan,anxieties
aniyan,anxiously
aifọkanbalẹ,anxiousness
aibikita,apathetically
apocalypse,apocalypse
aforiji,apologist
awọn aforiji,apologists
apaniyan,appal
ibanuje,appall
iyalẹnu,appallingly
ibẹru,apprehension
awọn ibẹrubojo,apprehensions
ni itara,apprehensively
lainidii,arbitrary
arcane,arcane
archaic,archaic
alara lile,arduous
arduously,arduously
àríyànjiyàn,argumentative
igberaga,arrogance
igberaga,arrogantly
asinine,asinine
asininely,asininely
asinininity,asinininity
askance,askance
asperse,asperse
aspersion,aspersion
aspersions,aspersions
ikọlu,assail
apaniyan,assassin
apànìyàn,assassinate
ikọlu,assault
assult,assult
ṣina,astray
asunder,asunder
oniwa buburu,atrocious
ika,atrocities
iwa ika,atrocity
atrophy,atrophy
igboya,audacious
igboya,audaciously
ìgboyà,audaciousness
igboya,audacity
audiciously,audiciously
austere,austere
alaṣẹ,authoritarian
autocrat,autocrat
ijọba olominira,autocratic
owusuwusu,avalanche
awari,avarice
avaricious,avaricious
avariciously,avariciously
gbẹsan,avenge
korira,averse
ikorira,aversion
iyalẹnu,aweful
lasan,awfully
buruju,awfulness
àìrọrùn,awkwardness
ake,ax
kikoro,babble
pada-wọle,back-logged
igi-ẹhin,back-wood
igi-ẹhin,back-woods
ẹhin ẹhin,backache
awọn ẹhin,backaches
afẹyinti,backaching
ifunni ẹhin,backbite
ifaiyabalẹ,backbiting
sẹhin,backward
sẹhin,backwardness
igi ẹhin,backwood
awọn igi ẹhin,backwoods
idamu,baffle
daamu,baffled
idamu,bafflement
iyalẹnu,baffling
ìdẹ,bait
balk,balk
banal,banal
gbesele,banalize
eewọ,bane
ifilọlẹ,banishment
alaimoye,barbarian
ẹranko,barbaric
barbarically,barbarically
iwa ika,barbarity
barbarous,barbarous
lasan,barbarously
àgàn,barren
ti ko ni ipilẹ,baseless
bash,bash
bashed,bashed
alaigbọran,bashful
fifẹ,bashing
lù,battered
lilu,battering
batty,batty
ìgboyà,bearish
ẹranko,beastly
ibusun,bedlam
bedlamite,bedlamite
baje,befoul
ṣagbe,beg
alagbe,beggar
alagbe,beggarly
ṣagbe,begging
ẹlẹtan,beguile
belabor,belabor
belated,belated
beleaguer,beleaguer
gbagbọ,belie
alaigbọran,belittling
bellicose,bellicose
igboya,belligerence
oníjàgídíjàgan,belligerent
igboya,belligerently
kigbe,bemoan
nkigbe,bemoaning
ṣe inudidun,bemused
tẹ,bent
berate,berate
iku,bereavement
alaini,bereft
aṣeju,berserk
bebe,beseech
daamu,beset
dótì,besiege
besmirch,besmirch
bestial,bestial
awọn arekereke,betrayals
olurekọja,betrayer
kigbe,bewail
kiyesara,beware
dojuru,bewilder
dãmu,bewildered
iyalẹnu,bewildering
iyalẹnu,bewilderingly
idamu,bewilderment
bewitch,bewitch
irẹjẹ,biases
bicker,bicker
ariyanjiyan,bickering
idu-rigging,bid-rigging
awon alakikanju,bigotries
ikorira,bigotry
kikoro,bitchy
jijẹ,biting
bitingly,bitingly
kikoro,bitterness
blab,blab
olofofo,blabber
ifipabanilopo,blackmail
jẹbi,blameworthy
bland,bland
ẹlẹgàn,blandish
ọrọ odi,blaspheme
ọrọ odi,blasphemous
ọrọ odi,blasphemy
blasted,blasted
gbangba,blatant
ni gbangba,blatantly
blather,blather
ṣokunkun,bleak
alaigbọran,bleakly
ṣokunkun,bleakness
ẹjẹ,bleed
ẹjẹ,bleeding
awọn ẹjẹ,bleeds
abawọn,blemish
afọju,blinding
afọju,blindingly
afọju,blindside
roro,blister
roro,blistering
gbuuru,bloated
ìdènà,blockage
ori -ori,blockhead
itajesile,bloodshed
ongbẹ ẹjẹ,bloodthirsty
blotchy,blotchy
fọn,blow
blunder,blunder
blundering,blundering
blunders,blunders
kurukuru,blunt
blur,blur
gbigbọn,bluring
gaara,blurred
gaara,blurring
blurs,blurs
blurt,blurt
ẹlẹgbin,boggle
iro,bogus
sise,boil
farabale,boiling
ariwo,boisterous
bombu,bombard
bombu,bombardment
ìbúgbàù,bombastic
igbekun,bondage
bonkers,bonkers
alaidun,boredom
bores,bores
botch,botch
idaamu,bothering
ọwọn,bowdlerize
onigboya,braggart
agbéraga,bragger
opolo,brainless
fifọ ọpọlọ,brainwash
ẹgbin,brash
brashly,brashly
aibikita,brashness
brat,brat
bravado,bravado
akọni,brazen
igboya,brazenly
igboya,brazenness
irufin,breach
adehun,break
ya kuro,break-up
fifọ-soke,break-ups
ko ṣiṣẹ,breakdown
fifọ,breaking
fi opin si,breaks
ya kuro,breakup
awọn fifọ,breakups
abẹtẹlẹ,bribery
imi -ọjọ,brimstone
bristle,bristle
brittle,brittle
oníròbìnújẹ́ ọkàn,broken-hearted
ọmọ,brood
atẹlẹsẹ,browbeat
ọgbẹ,bruise
ọgbẹ,bruised
awọn ọgbẹ,bruises
ipalara,bruising
didan,brusque
ìka,brutal
ìkà,brutalising
ìwà ìkà,brutalities
iwa ika,brutality
ṣe ìkà,brutalize
ìkà,brutalizing
ìka,brutally
alaigbọran,brute
ìka,brutish
bs,bs
mura silẹ,buckle
kokoro,bug
kikopa,bugging
idamu,buggy
idun,bugs
tobi,bulkier
bulkiness,bulkiness
olopobobo,bulky
bulkyness,bulkyness
akọmalu--,bull----
akọmalu ****,bull****
afòòró ẹni,bullies
akọmalu,bullshyt
ipanilaya,bullyingly
bum,bum
ijalu,bump
bumped,bumped
bumping,bumping
bumpping,bumpping
bumps,bumps
bumpy,bumpy
igbo,bungle
bungler,bungler
bungling,bungling
ibusun,bunk
eru,burdensome
ẹru,burdensomely
sun,burn
sun,burned
sisun,burning
jona,burns
igbamu,bust
igboro,busts
nšišẹ eniyan,busybody
ẹran,butcher
ẹran ẹran,butchery
ariwo,buzzing
byzantine,byzantine
cackle,cackle
ajalu,calamities
ajalu,calamitous
àjálù,calamitously
ajalu,calamity
alaigbọran,callous
calumniate,calumniate
iṣiro,calumniation
awọn akole,calumnies
ẹlẹtan,calumnious
alaigbọran,calumniously
alaigbọran,calumny
akàn,cancerous
ẹranko,cannibal
cannibalize,cannibalize
capitulate,capitulate
capricious,capricious
capriciously,capriciously
capriciousness,capriciousness
wọ ọkọ,capsize
aibikita,carelessness
caricature,caricature
ipakupa,carnage
carp,carp
aworan efe,cartoonish
owo sisan,cash-strapped
kikorò,castigate
simẹnti,castrated
ajalu,cataclysm
cataclysmal,cataclysmal
ajalu,cataclysmic
cataclysmically,cataclysmically
ajalu,catastrophes
ajalu,catastrophically
ajalu,catastrophies
caustic,caustic
caustically,caustically
ṣọra,cautionary
iho,cave
ibawi,censure
chafe,chafe
iyangbo,chaff
nija,challenging
ibawi,chasten
ijiya,chastisement
iwiregbe,chatter
chatterbox,chatterbox
olowo poku,cheap
din owo,cheapen
olowo poku,cheaply
ireje,cheating
ṣayẹwo,checkered
cheesy,cheesy
chide,chide
biba,chill
tutu,chilly
chintzy,chintzy
choleric,choleric
gige,choppy
iṣẹ ṣiṣe,chore
onibaje,chronic
chunky,chunky
ariwo,clamor
ariwo,clamorous
tẹ,cliche
tẹ,cliched
akopọ,clique
pa,clog
clogged,clogged
clogs,clogs
awọsanma,cloud
kurukuru,clouding
kurukuru,cloudy
alaigbọran,clumsy
alaigbọran,clunky
isokuso,coarse
fi agbara mu,coerce
ipá,coercion
fi ipa mu,coercive
tutu,cold
tutu,coldly
ṣajọpọ,collude
ifowosowopo,collusion
ija,combative
ijona,combust
apanilerin,comical
commiserate,commiserate
wọpọ,commonplace
rudurudu,commotion
commotions,commotions
fejosun,complaining
ẹdun ọkan,complaint
ẹdun ọkan,complaints
eka,complex
idiju,complicated
ilolu,complication
complicit,complicit
ipá,compulsion
compulsive,compulsive
gba,concede
ti gba,conceded
igberaga,conceit
ìgbéraga,conceited
concen,concen
concens,concens
ibakcdun,concern
fiyesi,concerned
awọn ifiyesi,concerns
iyọọda,concession
awọn iyọọda,concessions
jẹbi,condemnable
irẹlẹ,condescend
onirẹlẹ,condescending
ni itẹlọrun,condescendingly
irẹlẹ,condescension
jẹwọ,confess
ijewo,confession
awọn ijẹwọ,confessions
ni ihamọ,confined
rogbodiyan,conflicted
daamu,confound
daamu,confounded
idamu,confounding
dojuko,confront
ijako,confrontation
ilodiwọn,confrontational
dapo,confuses
iporuru,confusion
iporuru,confusions
congested,congested
isokuso,congestion
konsi,cons
conscons,conscons
Konsafetifu,conservative
yori,conspicuous
ni gbangba,conspicuously
awọn igbero,conspiracies
apanirun,conspirator
apanirun,conspiratorial
gbìmọ,conspire
idaamu,consternation
kontaminesonu,contaminate
ti doti,contaminated
contaminates,contaminates
kontaminesonu,contaminating
kontaminesonu,contamination
ẹgan,contemptible
ariyanjiyan,contention
contort,contort
contortions,contortions
tako,contradict
ilodi,contradiction
ilodi,contradictory
ilodiwọn,contrariness
ilodi si,contravene
ṣe ilana,contrive
ti pinnu,contrived
àríyànjiyàn,controversy
convoluted,convoluted
ibajẹ,corrode
ipata,corrosion
ipata,corrosions
ibajẹ,corrosive
ibajẹ,corrupt
ti bajẹ,corrupted
ibajẹ,corrupting
iwa ibaje,corruption
ibajẹ,corrupts
ibajẹ,corruptted
iye owo,costlier
counter-productive,counter-productive
alaileso,counterproductive
awọn ọlọtẹ,coupists
ojukokoro,covetous
crabby,crabby
kiraki,crack
sisan,cracked
dojuijako,cracks
arekereke,craftily
arekereke,craftly
arekereke,crafty
híhá,cramped
cramping,cramping
cranky,cranky
inira,crappy
craps,craps
kọlu,crashed
awọn ijamba,crashes
jamba,crashing
crass,crass
craven,craven
cravenly,cravenly
ifẹkufẹ,craze
iyalenu,crazily
aṣiwere,craziness
creak,creak
creaking,creaking
creaks,creaks
alaigbagbọ,credulous
nrakò,creep
ti nrakò,creeping
creeps,creeps
ti irako,creepy
jijo,crept
kigbe,cringe
cringed,cringed
cringes,cringes
arọ,cripple
arọ,crippled
arọ,cripples
arọ,crippling
lominu ni,critical
alariwisi,criticisms
cronyism,cronyism
akàn,crook
wíwọ́,crooked
awọn ẹlẹtan,crooks
gbọran,crowded
opo eniyan,crowdedness
robi,crude
onibajẹ,crueler
ìkà,cruelest
ìkà,cruelly
ìkà,cruelness
ìkà,cruelties
isisile,crumble
isubu,crumbling
eruku,crummy
erupẹ,crumple
ti fọ,crumpled
crumples,crumples
ẹlẹṣẹ,culpable
ẹlẹṣẹ,culprit
cumbersome,cumbersome
awọn ẹgàn,cunts
agolo,cuplrit
eegun,cursed
awọn eegun,curses
kuru,curt
cuss,cuss
cussed,cussed
ọgbẹ ọgbẹ,cutthroat
d*mn,d*mn
ti bajẹ,damaged
biba,damaging
ẹlẹbi,damnable
lairotẹlẹ,damnably
idalẹjọ,damnation
ẹlẹṣẹ,damning
rọ,damper
ewu,dangerous
ewu,dangerousness
okunkun,dark
ṣokunkun,darken
ṣokunkun,darkened
ṣokunkun julọ,darker
dastard,dastard
dastardly,dastardly
daunt,daunt
ìdààmú,daunting
dauntingly,dauntingly
adura,dawdle
daze,daze
dazed,dazed
iku,deadbeat
oloro,deadly
apọju,deadweight
adití,deaf
ìyàn,dearth
debacle,debacle
irẹwẹsi,debase
irẹwẹsi,debasement
ẹlẹgbin,debaser
ariyanjiyan,debatable
debauch,debauch
oniwa ibajẹ,debaucher
iwa ibaje,debauchery
ailera,debilitate
ailera,debilitating
ailera,debility
gbese,debts
ibajẹ,decadence
decadent,decadent
Ibajẹ,decay
ibajẹ,decayed
arekereke,deceitfully
arekereke,deceitfulness
ẹlẹtan,deceiver
awọn ẹlẹtàn,deceivers
ẹlẹtan,deceptive
etan,deceptively
kede,declaim
kọ silẹ,decline
kọ silẹ,declines
dinku,declining
idinku,decrement
idinku,decrepit
irẹwẹsi,decrepitude
kọ,decry
itiju,defamation
awọn ẹgan,defamations
ibajẹ,defamatory
ailokiki,defame
alebuwọn,defective
igbeja,defensive
alaigbọran,defiance
alaigbọran,defiantly
aipe,deficiencies
aipe,deficiency
alaini,deficient
ẹlẹgbin,defile
ẹlẹgbin,defiler
idibajẹ,deform
dibajẹ,deformed
jìbìtì,defrauding
parun,defunct
ẹgan,defy
dibajẹ,degenerate
degenerately,degenerately
idibajẹ,degeneration
ibaje,degradation
abuku,degrading
irẹlẹ,degradingly
isọdọmọ eniyan,dehumanization
deign,deign
ibanuje,dejectedly
ibanuje,dejection
idaduro,delaying
idaduro,delays
aiṣedeede,delinquency
ẹlẹṣẹ,delinquent
ẹlẹgàn,delirious
delirium,delirium
arekereke,delude
tàn jẹ,deluded
iṣan omi,deluge
etan,delusion
itanjẹ,delusional
etan,delusions
irẹlẹ,demean
itiju,demeaning
ìparun,demise
wó lulẹ̀,demolish
apanirun,demolisher
ànjọ̀nú,demon
eṣu,demonic
ẹmi èṣu,demonize
ẹmi eṣu,demonized
àwọn ẹ̀mí èṣù,demonizes
ẹ̀mí èṣù,demonizing
irẹwẹsi,demoralize
irẹwẹsi,demoralizing
irẹwẹsi,demoralizingly
kiko,denial
ẹgan,denigrate
ipon,dense
ehin,dent
dented,dented
ehin,dents
dajọ,denunciate
ìdálẹ́bi,denunciation
ìdálẹ́bi,denunciations
parun,deplete
ìbànújẹ́,deplorable
ibanuje,deplorably
banujẹ,deplore
ibanuje,deploring
ibanuje,deploringly
ibajẹ,deprave
ibajẹ,depraved
depravedly,depravedly
yọ kuro,deprecate
ibanujẹ,depress
ibanujẹ,depressingly
ibanujẹ,depression
ibanujẹ,depressions
dina,deprive
finnufindo,deprived
ẹlẹtan,derisive
ni itara,derisively
itagiri,derisiveness
ẹlẹgàn,derogatory
sọ ara di aláìmọ́,desecrate
aṣálẹ̀,desert
asasala,desertion
gbẹ,desiccate
desiccated,desiccated
alaini,desititute
dahoro,desolate
desolately,desolately
idahoro,desolation
nireti,despairingly
àìnírètí,desperation
ẹlẹgàn,despicable
laibikita,despicably
gàn,despise
kẹgàn,despised
ikogun,despoil
apanirun,despoiler
irẹwẹsi,despondence
irẹwẹsi,despondency
aibanujẹ,despondently
despot,despot
despotic,despotic
ifẹkufẹ,despotism
iparun,destabilisation
yẹ,destains
alaini,destitute
ipadanu,destitution
apanirun,destroyer
desultory,desultory
dena,deter
bajẹ,deteriorate
ibajẹ,deteriorating
ibajẹ,deterioration
idena,deterrent
irira,detest
irira,detestable
irira,detestably
ìríra,detested
irira,detesting
ìríra,detests
dena,detract
detracted,detracted
detracting,detracting
iyọkuro,detraction
detracts,detracts
ipalara,detriment
ipalara,detrimental
pupo,devastates
pupo,devastatingly
iparun,devastation
yapa,deviate
iyapa,deviation
bìlísì,devil
esu,devilish
eṣu,devilishly
esu,devilment
esu,devilry
arekereke,devious
arekereke,deviously
arekereke,deviousness
alaini,devoid
diabolic,diabolic
diabolical,diabolical
diabolically,diabolically
iwọn ila opin,diametrically
diappointed,diappointed
diatribe,diatribe
diatribes,diatribes
apanirun,dictator
dictatorial,dictatorial
kú-lile,die-hard
kú,dies
awọn iṣoro,difficulties
iṣoro,difficulty
iyatọ,diffidence
dipidated,dilapidated
dilly-dally,dilly-dally
baibai,dim
dimmer,dimmer
din,din
dinging,ding
dings,dings
dinky,dinky
taara,direly
àtọgbẹ,direness
apo idoti,dirtbag
awọn apo idoti,dirtbags
idọti,dirts
mu ṣiṣẹ,disable
alaabo,disabled
disaccord,disaccord
alailanfani,disadvantageous
alailanfani,disadvantages
alailanfani,disaffect
aibanujẹ,disaffected
jẹwọ,disaffirm
koo,disagree
aiyedeede,disagreeable
iyapa,disagreeably
koo,disagreed
àríyànjiyàn,disagreeing
aiyede,disagreement
ko gba,disagrees
gba laaye,disallow
ti ko ni imọran,disapointed
aifọwọyi,disapointing
aifọwọyi,disapointment
itiniloju,disappointingly
idasilẹ,disapprobation
alaigbọwọ,disapproval
ko gba,disapprove
alaigbagbọ,disapproving
ohun ija,disarm
disarray,disarray
ajalu,disasterous
ajalu,disastrously
yọkuro,disavow
idasilẹ,disavowal
aigbagbọ,disbelief
alaigbagbọ,disbeliever
sẹ,disclaim
discombobulate,discombobulate
discomfit,discomfit
aiṣedeede,discomfititure
aibanujẹ,discomfort
yọ kuro,discompose
disconcert,disconcert
disconcerted,disconcerted
disconcerting,disconcerting
lainidii,disconcertingly
disconsolately,disconsolately
ainitẹlọrun,discontent
ainitẹlọrun,discontentedly
dawọ duro,discontinued
idaduro,discontinuity
alaigbọwọ,discontinuous
iyapa,discordance
iyapa,discordant
ẹdinwo,discountenance
ìrẹwẹsì,discourage
irẹwẹsi,discouragement
irẹwẹsi,discouraging
irẹwẹsi,discouragingly
alaibọwọ,discourteous
discurteously,discourteously
discoutinous,discoutinous
aiṣedeede,discredit
alaigbọran,discrepant
iyasoto,discriminate
iyasoto,discrimination
iyasoto,discriminatory
kẹgàn,disdained
ẹlẹgan,disdainful
lainidi,disdainfully
aigbagbe,disfavor
itiju,disgraceful
itiju,disgracefully
disgruntle,disgruntle
disgruntled,disgruntled
ìríra,disgustedly
ìríra,disgustful
ìríra,disgustfully
ìríra,disgustingly
aibanujẹ,dishearten
aibanujẹ,disheartening
aibanujẹ,dishearteningly
alaisododo,dishonestly
alaisododo,dishonesty
àbùkù,dishonor
alainibaba,dishonorable
alainibaba,dishonorablely
ibanuje,disillusion
ibanuje,disillusionment
disillusions,disillusions
iyasoto,disinclination
alaigbọran,disingenuous
alaigbọran,disingenuously
tuka,disintegrate
tuka,disintegrated
tuka,disintegrates
tituka,disintegration
ko nifẹ,disinterest
ko nifẹ,disinterested
ikorira,disliked
ikorira,dislikes
ikorira,disliking
dislocated,dislocated
alaisododo,disloyal
alaisododo,disloyalty
dismally,dismally
ailera,dismalness
aibanujẹ,dismay
ibanuje,dismaying
ibanuje,dismayingly
yiyọ kuro,dismissive
yọ kuro,dismissively
aigboran,disobedience
alaigbọran,disobedient
ṣàìgbọràn,disobey
alaigbọran,disoobedient
disordered,disordered
rudurudu,disorderly
alaigbọran,disorient
sẹ,disown
disparagingly,disparagingly
dispensable,dispensable
disirit,dispirit
ti yọ kuro,dispirited
dispiritedly,dispiritedly
dispiriting,dispiriting
yipo,displace
nipo,displaced
ko dun,displease
inira,displeasing
ibinu,displeasure
aiṣedeede,disproportionate
sẹ,disprove
ariyanjiyan,disputable
aibanujẹ,disquieting
aibanujẹ,disquietingly
aibanujẹ,disquietude
alaibikita,disregardful
disreputable,disreputable
aibuku,disrepute
alaibọwọ,disrespectable
alaibọwọ,disrespectablity
alaibọwọ,disrespectful
alaibọwọ,disrespectfully
aibọwọ,disrespectfulness
alaibọwọ,disrespecting
idalọwọduro,disrupt
diss,diss
dissapointed,dissapointed
dissappointed,dissappointed
alainilara,dissappointing
itẹlọrun,dissatisfaction
alaitẹlọrun,dissatisfactory
itẹlọrun,dissatisfies
itẹlọrun,dissatisfy
itẹlọrun,dissatisfying
dissed,dissed
titopọ,dissemble
dissembler,dissembler
iyapa,dissension
alatako,dissent
alatako,dissenter
iyapa,dissention
aiṣedede,disservice
disses,disses
iyapa,dissidence
alatako,dissident
alatako,dissidents
dissing,dissing
alasoso,dissocial
tuka,dissolute
itu,dissolution
dissonance,dissonance
dissonant,dissonant
lainidi,dissonantly
yiyọ kuro,dissuade
alaigbọran,dissuasive
distains,distains
ikorira,distaste
ainilara,distasteful
distastefully,distastefully
iporuru,distortion
distracting,distracting
ibanuje,distraught
distraughtly,distraughtly
ipọnju,distraughtness
ibanuje,distressingly
aigbagbọ,distrusting
idamu,disturbance
idamu,disturbingly
iyapa,disunity
yiyọ,disvalue
iyatọ,divergent
iyapa,divisive
iyapa,divisively
ìyapa,divisiveness
sisun,dizzing
dizzingly,dizzingly
doddering,doddering
dodgey,dodgey
dogged,dogged
doggedly,doggedly
dogmatic,dogmatic
doldrums,doldrums
alakoso,domineer
akoso,domineering
donside,donside
ọjọ iparun,doomsday
dope,dope
iyemeji,doubtfully
douchbag,douchbag
douchebags,douchebags
isalẹ,downbeat
onirẹlẹ,downer
isubu,downfall
isalẹ,downfallen
sokale,downgrade
pẹlu aibanujẹ,downheartedly
ibosile,downhill
downsides,downsides
irẹwẹsi,downturn
downturns,downturns
fa,drab
draconian,draconian
draconic,draconic
fifa,dragging
dragoon,dragoon
imugbẹ,drain
gbigba,draining
idominugere,drains
buru,drastic
lasan,drastically
drawback,drawback
drawbacks,drawbacks
ẹru,dreadfully
ẹru,dreadfulness
ṣan,dripped
nṣàn,dripping
drippy,drippy
drips,drips
drones,drones
sisọ silẹ,droop
awọn ọmọ ogun,droops
jabo sile,drop-out
idasilẹ-silẹ,drop-outs
jabo sile,dropout
ifasilẹ silẹ,dropouts
ogbele,drought
riru omi,drowning
ọmuti,drunkard
ọmuti,drunken
dubiously,dubiously
dubitable,dubitable
dullard,dullard
odi,dumbfound
idasonu,dumping
dunce,dunce
ọgbà ẹ̀wọ̀n,dungeon
awọn iho,dungeons
ekuru,dust
eruku,dusty
dinku,dwindling
ku,dying
afetigbọ eti,earsplitting
aiṣedeede,eccentric
aiṣedeede,eccentricity
aṣepari,effigy
idawọle,effrontery
alaigbọran,egocentric
egomania,egomania
igberaga,egotism
alaragbayida,egotistical
alaragbayida,egotistically
egregious,egregious
lọpọlọpọ,egregiously
idibo-rigger,election-rigger
imukuro,elimination
rirun,emaciated
emasculate,emasculate
itiju,embarrassingly
ti dina,embattled
wọ inu,embroil
lowo,embroiled
iloro,embroilment
tẹnumọ,emphatic
tẹnumọ,emphatically
ilodi si,encroach
ìkóra -ẹni -níjàánu,encroachment
ewu,endanger
fi agbara mu,enervate
alailagbara,enfeeble
enflame,enflame
bo,engulf
paṣẹ,enjoin
ikorira,enmity
idimu,entangle
idimu,entanglement
pakute,entrap
idimu,entrapment
ilara,enviously
ilara,enviousness
àjàkálẹ àrùn,epidemic
deede,equivocal
nu,erase
erode,erode
erodes,erodes
ogbara,erosion
aṣiṣe,err
aṣiṣe,errant
alaibamu,erratic
erratically,erratically
ni aṣiṣe,erroneously
eruptions,eruptions
escapade,escapade
yọ kuro,eschew
ajeji,estranged
sa fun,evade
yiyọ kuro,evasion
asasala,evasive
oluṣe buburu,evildoer
