word,translatedText
uncredited,ba a tantance ba
undecided,ba a yanke shawara ba
underestimate,rashin sanin cikakken farashi
underestimated,rashin sanin cikakken farashi
underestimates,rashin sanin cikakken farashi
underestimating,rashin sanin cikakken farashi
undermine,lalata
undermined,lalata
undermines,lalata
undermining,lalata
undeserving,wanda bai cancanta ba
undesirable,wanda ba'a so
uneasy,m
unemployment,rashin aikin yi
unequal,ba daidai ba
unethical,rashin da'a
unfair,rashin adalci
unfocused,mara hankali
unfulfilled,bai cika ba
unhappy,rashin farin ciki
unhealthy,mara lafiya
unimpressed,mara kyau
unintelligent,marasa hankali
unjust,azzalumai
unlovable,wanda ba a iya kaunarsa
unloved,ba'a kaunarsa
unmotivated,mara motsawa
unprofessional,maras sana'a
unresearched,ba a bincika ba
unsatisfied,rashin gamsuwa
unsecured,rashin tsaro
unsettled,ba a daidaita ba
unsophisticated,mara wayewa
unstable,m
unsupported,ba da tallafi
unsure,m
unwanted,maras so
unworthy,bai cancanta ba
upset,haushi
upsets,damuwa
upsetting,damuwa
uptight,tsayayye
urgent,gaggawa
useless,mara amfani
uselessness,rashin amfani
vague,m
verdict,hukunci
verdicts,hukunce-hukuncen
vexation,bacin rai
vexing,bacin rai
vicious,mugu
victim,wanda aka azabtar
victimize,azabtar
victimized,azabtar
victimizes,zalunci
victimizing,azabtarwa
victims,wadanda abin ya shafa
vile,munana
violate,keta
violated,keta
violates,keta
violating,keta
violence,tashin hankali
violent,tashin hankali
virulent,cutarwa
vitriolic,bitriolic
vociferous,mai surutu
vulnerability,yanayin rauni
vulnerable,m
walkout,tafiya
walkouts,walkouts
wanker,mai yawo
war,yaƙi
warfare,yaƙi
warn,yi gargaɗi
warned,gargadi
warning,gargadi
warnings,gargadi
warns,yayi kashedin
waste,sharar gida
wasted,bata
wasting,batawa
wavering,girgizawa
weak,mai rauni
weakness,rauni
weary,gajiya
weep,yi kuka
weeping,kuka
weird,m
whitewash,farin wanki
whore,karuwa
wicked,mugaye
widowed,bazawara
withdrawal,janyewa
woebegone,woebegone
woeful,masifa
worn,sawa
worried,damu
worry,damu
worrying,damuwa
worse,mafi muni
worsen,damuwa
worsened,kara tsananta
worsening,damuwa
worsens,damuwa
worst,mafi munin
worthless,mara daraja
wrathful,fushi
wreck,lalacewa
wrong,ba daidai ba
wronged,ba daidai ba
wtf,wtf
yucky,yucky
zealot,mai kishi
zealots,masu kishin addini
2-faces,2-fuskoki
abnormal,mahaukaci
abolish,warware
abominable,abin ƙyama
abominably,abin qazanta
abominate,ƙazanta
abomination,abin ƙyama
abort,zubar da ciki
aborted,zubar da ciki
aborts,zubar da ciki
abrade,rage
abrasive,shafe-shafe
abrupt,kwatsam
abruptly,ba zato ba tsammani
abscond,ɓoye
absence,rashi
absent-minded,ba-shiryayye
absurd,wauta
absurdity,wawanci
absurdly,wauta
absurdness,wauta
abysmal,abysmal
abysmally,abysmally
abyss,rami
accost,kara
accursed,la'ana
accusingly,zargi
acerbate,acerbate
acerbic,acerbic
acerbically,acerbically
ached,ciwo
aches,ciwo
achey,ciwo
acrid,acrid
acridly,acridly
acridness,acridness
acrimoniously,akashimurarin
acrimony,acrimony
adamant,m
adamantly,tsayayye
addict,shan tabar wiwi
addicted,kamu
addicting,jaraba
addicts,jaraba
admonisher,mai gargaɗi
admonishingly,wa'azantarwa
admonishment,wa'azi
admonition,wa'azi
adulterate,zina
adulterated,zina
adulteration,zina
adulterier,zina
adversarial,adawa
adversary,abokin gaba
adverse,illa
adversity,masifa
afflict,wahalar
affliction,wahala
afflictive,azaba
affront,cin fuska
aggravation,tsanantawa
aggressiveness,tashin hankali
aggressor,mai zalunci
aggrieve,azaba
aggrieved,damuwa
aggrivation,tashin hankali
agonies,tashin hankali
agonizingly,agonizingly
agony,azaba
aground,aground
ail,lafiya
ailing,mai ciwo
ailment,ciwo
aimless,mara manufa
alarming,firgita
alarmingly,da firgici
alienate,rabuwa
alienated,bare
allegation,zargi
allegations,zargi
allege,yi zargi
allergies,rashin lafiyan
allergy,rashin lafiyan
aloof,kau da kai
altercation,sabani
ambiguity,shubuha
ambiguous,shubuha
ambivalence,ambivalence
ambush,kwanto
amiss,rashin lafiya
amputate,yanke hannu
anarchism,rashin zaman lafiya
anarchist,rashin zaman lafiya
anarchistic,rashin zaman lafiya
anarchy,rashin zaman lafiya
anemic,karancin jini
angrily,a fusace
angriness,bacin rai
annihilate,halaka
annihilation,halakarwa
annoyances,bacin rai
annoyingly,mai ban haushi
anomalous,mara kyau
anomaly,anomaly
antagonism,adawa
antagonist,mai adawa
antagonize,antagonise
anti-,anti-
anti-american,amurkawa
anti-israeli,anti-israeli
anti-occupation,anti-zama
anti-proliferation,anti-yaduwa
anti-semites,anti-semites
anti-social,adawa da zamantakewa
anti-us,anti-mu
anti-white,anti-fari
antipathy,rashin tausayi
antiquated,tsoho
antithetical,antithetical
anxieties,damuwa
anxiously,cikin damuwa
anxiousness,damuwa
apathetically,rashin kulawa
apocalypse,Apocalypse
apologist,mai uzuri
apologists,masu uzuri
appal,yi kuka
appall,cikawa
appallingly,mamaki
apprehension,fargaba
apprehensions,fargaba
apprehensively,fargaba
arbitrary,sabani
arcane,arcane
archaic,tsufa
arduous,wahala
arduously,arduously
argumentative,mai jayayya
arrogance,girman kai
arrogantly,girman kai
asinine,asinine
asininely,asininly
asinininity,asinininanci
askance,askance
asperse,kwaskwarima
aspersion,ciwon kai
aspersions,aspersions
assail,kai hari
assassin,mai kisan kai
assassinate,kashe
assault,hari
assult,assult
astray,bata
asunder,rabu
atrocious,mai girman kai
atrocities,zalunci
atrocity,zalunci
atrophy,atrophy
audacious,m
audaciously,sakarai
audaciousness,karasowa
audacity,rashin ƙarfi
audiciously,dubawa
austere,wasiya
authoritarian,mai iko
autocrat,mai mulkin kai
autocratic,mulkin kai
avalanche,dusar kankara
avarice,son kai
avaricious,cikawa
avariciously,akiya
avenge,rama
averse,ƙi
aversion,kyama
aweful,mai ban tsoro
awfully,da ban tsoro
awfulness,rashin tsoro
awkwardness,rashin daidaito
ax,gatari
babble,babble
back-logged,baya-shiga
back-wood,baya-itace
back-woods,bishiyun baya
backache,ciwon baya
backaches,ciwon baya
backaching,koma baya
backbite,kashin baya
backbiting,yin gulma
backward,baya
backwardness,ci baya
backwood,koma baya
backwoods,koma baya
baffle,wasa
baffled,mamakin
bafflement,rudani
baffling,m
bait,koto
balk,balk
banal,banal
banalize,hana
bane,bango
banishment,korewa
barbarian,balarabe
barbaric,dabbanci
barbarically,dabbanci
barbarity,dabbanci
barbarous,mara kyau
barbarously,cikin ladabi
barren,bakarariya
baseless,mara tushe
bash,bash
bashed,bashed
bashful,bashful
bashing,bashing
battered,bugawa
battering,sintiri
batty,baty
bearish,bearish
beastly,dabba da dabba
bedlam,bedlam
bedlamite,kwanciya
befoul,zama mara kyau
beg,bara
beggar,maroki
beggarly,bara
begging,bara
beguile,yaudara
belabor,belabor
belated,belated
beleaguer,beleaguer
belie,ƙaryata
belittling,kaskantar da kai
bellicose,bellicose
belligerence,jayayya
belligerent,mai faɗa
belligerently,da faɗa
bemoan,baƙin ciki
bemoaning,baƙin ciki
bemused,yi dariya
bent,lankwasa
berate,berate
bereavement,rashi
bereft,rasuwa
berserk,giya
beseech,roƙo
beset,mamaye
besiege,kewaye shi
besmirch,gwatso
bestial,mafi kyawu
betrayals,cin amana
betrayer,mayaudari
bewail,yi makoki
beware,yi hattara
bewilder,rudani
bewildered,rudani
bewildering,m
bewilderingly,cikin rudani
bewilderment,rudani
bewitch,sihiri
biases,son zuciya
bicker,mai rikitarwa
bickering,kara
bid-rigging,ƙulla-magudi
bigotries,son kai
bigotry,son zuciya
bitchy,bitchy
biting,cizon
bitingly,cijewa
bitterness,haushi
blab,cika
blabber,gulma
blackmail,yi masa baƙar fata
blameworthy,abin zargi
bland,m
blandish,maras kyau
blaspheme,sabo
blasphemous,sabo
blasphemy,sabo
blasted,ƙararrawa
blatant,bayyananniya
blatantly,a fili
blather,kara
bleak,rauni
bleakly,bleakly
bleakness,rashin ƙarfi
bleed,zub da jini
bleeding,zub da jini
bleeds,yayi jini
blemish,aibi
blinding,makanta
blindingly,a makance
blindside,makantar da kai
blister,bororo
blistering,kumfa
bloated,m
blockage,toshewa
blockhead,blockhead
bloodshed,zub da jini
bloodthirsty,mai zubar da jini
blotchy,ƙwanƙwasa
blow,busa
blunder,ɓarna
blundering,ɓarna
blunders,blunders
blunt,m
blur,blur
bluring,bling
blurred,blur
blurring,bluring
blurs,blurs
blurt,blurt
boggle,boggle
bogus,na bogi
boil,tafasa
boiling,tafasa
boisterous,tsawa
bombard,bamabamai
bombardment,bombardment
bombastic,bam-bamai
bondage,kangin bauta
bonkers,masu cin nasara
boredom,rashin nishaɗi
bores,m
botch,botch
bothering,damuwa
bowdlerize,kwanciya
braggart,takama
bragger,takama
brainless,mara kwakwalwa
brainwash,wankin kwakwalwa
brash,brash
brashly,brashly
brashness,brashness
brat,'yar iska
bravado,bravado
brazen,tagulla
brazenly,da wauta
brazenness,brazenness
breach,warwarewarsu
break,fasa
break-up,fasa
break-ups,fasa
breakdown,fashewa
breaking,karyewa
breaks,karya
breakup,fasa
breakups,fashewa
bribery,cin hanci
brimstone,duwatsu
bristle,bristle
brittle,karaya
broken-hearted,karyayyar zuciya
brood,brood
browbeat,danshi
bruise,kurma
bruised,ƙuje
bruises,raunuka
bruising,bruising
brusque,brusque
brutal,m
brutalising,zaluntar
brutalities,mugunta
brutality,mugunta
brutalize,zaluntar
brutalizing,zaluntar
brutally,zalunci
brute,zalunci
brutish,m
bs,bs
buckle,daure
bug,bug
bugging,bugging
buggy,buggy
bugs,kwari
bulkier,mafi girma
bulkiness,bulkiness
bulky,ƙato
bulkyness,yawanci
bull----,sa ----
bull****,bijimi ****
bullies,masu zagi
bullshyt,sabarins
bullyingly,zalunci
bum,gasa
bump,yi karo
bumped,kara
bumping,cin karo
bumpping,dunƙulewa
bumps,kumburi
bumpy,m
bungle,daji
bungler,bungler
bungling,bunging
bunk,kankara
burdensome,nauyi
burdensomely,da nauyi
burn,ƙone
burned,ƙone
burning,konawa
burns,konewa
bust,fasa
busts,busts
busybody,mai shagala
butcher,mahauci
butchery,mayanka
buzzing,buzzing
byzantine,byzantine
cackle,sassaka
calamities,masifu
calamitous,bala'i
calamitously,bala'i
calamity,masifa
callous,mara kyau
calumniate,ƙarara
calumniation,kira
calumnies,karafan
calumnious,maimaitawa
calumniously,karafarini
calumny,maras amfani
cancerous,mai cutar kansa
cannibal,cin naman mutane
cannibalize,cin naman mutane
capitulate,ƙaramar magana
capricious,kamewa
capriciously,duwawu
capriciousness,kamun kai
capsize,kifewa
carelessness,rashin kulawa
caricature,caricature
carnage,kisan kai
carp,irin kifi
cartoonish,barkwanci
cash-strapped,tsabar kudi
castigate,jifa
castrated,zaba
cataclysm,masifa
cataclysmal,cataclysmal
cataclysmic,maijista
cataclysmically,cataclysmically
catastrophes,masifu
catastrophically,masifa
catastrophies,catastrophies
caustic,caustic
caustically,a hankali
cautionary,gargadi
cave,kogo
censure,la'anta
chafe,chafe
chaff,ƙaiƙayi
challenging,kalubale
chasten,azabtar
chastisement,azaba
chatter,hira
chatterbox,akwatinan hira
cheap,mai rahusa
cheapen,yi arha
cheaply,a arha
cheating,yaudara
checkered,checkecce
cheesy,cheesy
chide,chide
chill,huce
chilly,chill
chintzy,sabarini
choleric,ƙungiyar mawaƙa
choppy,sarari
chore,aiki
chronic,na kullum
chunky,chunky
clamor,iƙirari
clamorous,mai ban mamaki
cliche,danna
cliched,cliced
clique,yanki
clog,toshe
clogged,gidan ya toshe
clogs,clogs
cloud,girgije
clouding,girgije
cloudy,girgije
clumsy,m
clunky,maras kyau
coarse,m
coerce,tilasta
coercion,tilasci
coercive,tilastawa
cold,sanyi
coldly,cikin sanyi
collude,hada kai
collusion,haɗin kai
combative,gwagwarmaya
combust,combust
comical,mai ban dariya
commiserate,commiserate
commonplace,gama gari
commotion,tashin hankali
commotions,rikice-rikice
complaining,gunaguni
complaint,korafi
complaints,gunaguni
complex,hadaddun
complicated,rikitarwa
complication,wahala
complicit,wahalad da
compulsion,tilas
compulsive,tilastawa
concede,yarda
conceded,yarda
conceit,girman kai
conceited,girman kai
concen,hada
concens,ma'ana
concern,damuwa
concerned,damu
concerns,damuwa
concession,rangwame
concessions,rangwame
condemnable,la'ana
condescend,ƙasƙantar da kai
condescending,kanku
condescendingly,kankani
condescension,kwanciyar hankali
confess,furta
confession,ikirari
confessions,ikirari
confined,tsare
conflicted,rikici
confound,rikice
confounded,dame
confounding,rikicewa
confront,adawa
confrontation,adawa
confrontational,adawa
confuses,rudewa
confusion,rikicewa
confusions,rikicewa
congested,cunkoso
congestion,cunkoso
cons,fursunoni
conscons,baƙaƙe
conservative,ra'ayin mazan jiya
conspicuous,bayyananne
conspicuously,a bayyane
conspiracies,makirci
conspirator,mayaudari
conspiratorial,makirci
conspire,kulla makirci
consternation,damuwa
contaminate,gurbata
contaminated,gurbata
contaminates,gurɓata
contaminating,gurɓata
contamination,gurbatawa
contemptible,raini
contention,hujja
contort,ortaddamarwa
contortions,rikitarwa
contradict,musu
contradiction,musu
contradictory,musu
contrariness,alfasha
contravene,saba wa
contrive,yi nasara
contrived,ƙaddara
controversy,rigima
convoluted,rikicewa
corrode,lalata
corrosion,lalata
corrosions,lalata
corrosive,lalatattu
corrupt,lalatacce
corrupted,gurbace
corrupting,lalata
corruption,rashawa
corrupts,lalatattu
corruptted,lalatacce
costlier,mai tsada
counter-productive,counter-m
counterproductive,m
coupists,masu juyin mulki
covetous,kwadayi
crabby,kaguwa
crack,fasa
cracked,fashe
cracks,fasa
craftily,da dabara
craftly,da wayo
crafty,mai wayo
cramped,matsattse
cramping,matse ciki
cranky,cranky
crappy,mara dadi
craps,craps
crashed,fadi
crashes,hadarurruka
crashing,faduwa
crass,karas
craven,nema
cravenly,mai hankali
craze,hauka
crazily,wawanci
craziness,hauka
creak,creak
creaking,creaking
creaks,creaks
credulous,na kirki
creep,rarrafe
creeping,mai rarrafe
creeps,creeps
creepy,mai ban tsoro
crept,yi ratse
cringe,jin tsoro
cringed,jin tsoro
cringes,kwanto
cripple,gurguwa
crippled,gurgu
cripples,gurguwa
crippling,gurgunta
critical,m
criticisms,zargi
cronyism,sabani
crook,dan damfara
crooked,m
crooks,'yan damfara
crowded,cunkosu
crowdedness,cunkoson jama'a
crude,danye
crueler,ɗan faski
cruelest,mafi tsananin zalunci
cruelly,mugunta
cruelness,mugunta
cruelties,mugunta
crumble,marmashe
crumbling,rugujewa
crummy,crummy
crumple,marmashewa
crumpled,marmashe
crumples,crumples
culpable,m
culprit,mai laifi
cumbersome,cumbersome
cunts,katako
cuplrit,kofin
cursed,la'ana
curses,la'ana
curt,ɓata
cuss,cuss
cussed,cussed
cutthroat,ɗan katako
d*mn,d * mn
damaged,lalace
damaging,lalata
damnable,tsinewa
damnably,la'antar
damnation,la'ana
damning,la'anta
damper,damper
dangerous,mai hadari
dangerousness,hatsari
dark,duhu
darken,yi duhu
darkened,duhu
darker,duhu
dastard,dastard
dastardly,dastardly
daunt,daunt
daunting,ban tsoro
dauntingly,dawa
dawdle,dawdle
daze,rudu
dazed,mamaki
deadbeat,matattu
deadly,m
deadweight,mai nauyi
deaf,kurma
dearth,yunwa
debacle,lalacewa
debase,lalata
debasement,lalacewa
debaser,mai cire kuɗi
debatable,muhawara
debauch,debauch
debaucher,lalata
debauchery,lalata
debilitate,raunana
debilitating,mai kasala
debility,debility
debts,basusuka
decadence,lalatawa
decadent,lalacewa
decay,lalata
decayed,ruɓewa
deceitfully,yaudara
deceitfulness,yaudara
deceiver,mayaudari
deceivers,mayaudara
deceptive,yaudara
deceptively,yaudara
declaim,sanarwa
decline,ƙi
declines,ƙi
declining,ragewa
decrement,raguwa
decrepit,raguwa
decrepitude,raguwa
decry,yanke
defamation,bata suna
defamations,bata suna
defamatory,m
defame,bata suna
defective,m
defensive,kare
defiance,bijirewa
defiantly,ba da kai ba
deficiencies,nakasa
deficiency,rashi
deficient,rashi
defile,ƙazantu
defiler,ƙazanta
deform,nakasa
deformed,mara kyau
defrauding,zamba
defunct,daina aiki
defy,cin amana
degenerate,degenerate
degenerately,degenerately
degeneration,degeneration
degradation,ƙasƙanci
degrading,kaskanci
degradingly,mai kaskantarwa
dehumanization,lalata mutum
deign,deign
dejectedly,rashi
dejection,ƙin yarda
delaying,jinkirtawa
delays,jinkiri
delinquency,zalunci
delinquent,mai laifi
delirious,mai ban sha'awa
delirium,delirium
delude,yaudara
deluded,yaudara
deluge,ambaliyar ruwa
delusion,yaudara
delusional,yaudara
delusions,yaudara
demean,kaskantar da kai
demeaning,kaskantar da kai
demise,rasuwa
demolish,rushe
demolisher,rushewa
demon,aljan
demonic,aljannu
demonize,yi aljannu
demonized,aljannu
demonizes,aljannu
demonizing,yin aljannu
demoralize,karaya
demoralizing,lalata zuciya
demoralizingly,ta bata rai
denial,musu
denigrate,wulakanta
dense,mai yawa
dent,lanƙwasa
dented,dented
dents,dents
denunciate,la'anta
denunciation,la'ana
denunciations,la'anta
deplete,ya cika
deplorable,abin baƙin ciki
deplorably,mummunan aiki
deplore,bacin rai
deploring,turawa
deploringly,turawa
deprave,lalata
depraved,gurɓatacce
depravedly,lalaci
deprecate,rage daraja
depress,danniya
depressingly,cike da damuwa
depression,damuwa
depressions,depressions
deprive,hana
deprived,hana
derisive,samu
derisively,izgili
derisiveness,derisiveness
derogatory,wulakanci
desecrate,wulakanta
desert,hamada
desertion,ƙaura
desiccate,bushe
desiccated,bushewa
desititute,cancanta
desolate,kufai
desolately,babu komai
desolation,lalacewa
despairingly,yanke tsammani
desperation,yanke kauna
despicable,abin raini
despicably,abin raini
despise,raina
despised,raina
despoil,kwace
despoiler,ɓarnata
despondence,yanke ƙauna
despondency,yanke ƙauna
despondently,cikin damuwa
despot,mai iko
despotic,nuna iko
despotism,yanke hukunci
destabilisation,lalatawa
destains,yana jira
destitute,talakawa
destitution,fatara
destroyer,mai hallakarwa
desultory,zalinci
deter,hana
deteriorate,tabarbarewa
deteriorating,tabarbarewa
deterioration,tabarbarewa
deterrent,hana
detest,ƙyama
detestable,abin ƙyama
detestably,abin ƙyama
detested,abin ƙyama
detesting,ƙyama
detests,ƙyama
detract,rage hankali
detracted,lalacewa
detracting,detracting
detraction,lalatawa
detracts,rage hankali
detriment,cutarwa
detrimental,cutarwa
devastates,lalace
devastatingly,mai lalacewa
devastation,lalata
deviate,karkata
deviation,karkacewa
devil,shaidan
devilish,na shaidan
devilishly,shaidan
devilment,shaidan
devilry,shaidan
devious,yaudara
deviously,yaudara
deviousness,yaudara
devoid,maras amfani
diabolic,mai narkewa
diabolical,diabolical
diabolically,diabolically
diametrically,diametrically
diappointed,nishaɗi
diatribe,diatribe
diatribes,kayan abinci
dictator,mai mulkin kama-karya
dictatorial,kama-karya
die-hard,mutu-wuya
dies,ya mutu
difficulties,matsaloli
difficulty,wahala
diffidence,rarrabuwa
dilapidated,dilapidated
dilly-dally,dilly-dally
dim,rage
dimmer,dimmer
din,cin abinci
ding,ding
dings,dings
dinky,dinky
direly,direba
direness,ciwo
dirtbag,jakar datti
dirtbags,jakunkunan datti
dirts,dirti
disable,a kashe
disabled,naƙasassu
disaccord,rashin daidaito
disadvantageous,rashin amfani
disadvantages,rashin amfani
disaffect,disaffect
disaffected,ba a shafa ba
disaffirm,sallama
disagree,ban yarda ba
disagreeable,m
disagreeably,ban yarda ba
disagreed,bai yarda ba
disagreeing,rashin yarda
disagreement,rashin yarda
disagrees,bai yarda ba
disallow,hana
disapointed,sharewa
disapointing,rarrabuwa
disapointment,disapointment
disappointingly,takaici
disapprobation,rashin yarda
disapproval,rashin yarda
disapprove,ƙi yarda
disapproving,rashin yarda
disarm,kwance ɗamarar yaƙi
disarray,disarray
disasterous,mai lalacewa
disastrously,masarauta
disavow,bayarda
disavowal,disavowal
disbelief,kafirci
disbeliever,kafiri
disclaim,yarwa
discombobulate,discombobulate
discomfit,rashin dacewa
discomfititure,rashin dacewa
discomfort,rashin jin daɗi
discompose,rarraba
disconcert,disconcert
disconcerted,disconcer
disconcerting,disconcerting
disconcertingly,disconcertingly
disconsolately,disconsolately
discontent,rashin jin daɗi
discontentedly,rashin yarda
discontinued,katsewa
discontinuity,katsewa
discontinuous,katsewa
discordance,sabani
discordant,mai sabani
discountenance,ragi
discourage,karaya
discouragement,karaya
discouraging,karaya
discouragingly,karaya
discourteous,mara kyau
discourteously,kwatsam
discoutinous,rashin fahimta
discredit,zubar da mutunci
discrepant,mara hankali
discriminate,nuna wariya
discrimination,nuna wariya
discriminatory,nuna wariya
disdained,raina
disdainful,raini
disdainfully,raini
disfavor,rashin yarda
disgraceful,wulakanci
disgracefully,abin kunya
disgruntle,disgruntle
disgruntled,disgruntar
disgustedly,ƙyama
disgustful,abin ƙyama
disgustfully,abin ƙyama
disgustingly,abin ƙyama
dishearten,karaya
disheartening,karaya
dishearteningly,dishearteningly
dishonestly,rashin gaskiya
dishonesty,rashin gaskiya
dishonor,rashin daraja
dishonorable,rashin mutunci
dishonorablely,rashin mutunci
disillusion,rashin hankali
disillusionment,rashin tsammani
disillusions,rashin hankali
disinclination,rashin hankali
disingenuous,disingenuous
disingenuously,disingenuously
disintegrate,tarwatsewa
disintegrated,tarwatse
disintegrates,tarwatsewa
disintegration,wargajewa
disinterest,rashin sha'awa
disinterested,rashin sha'awa
disliked,ba a so
dislikes,baya so
disliking,rashin so
dislocated,dislocated
disloyal,rashin aminci
disloyalty,rashin aminci
dismally,dismally
dismalness,rashin lafiya
dismay,firgita
dismaying,damuwa
dismayingly,cikin damuwa
dismissive,sallamar
dismissively,sallamar
disobedience,rashin biyayya
disobedient,rashin biyayya
disobey,rashin biyayya
disoobedient,disoobedient
disordered,hargitsi
disorderly,rashin tsari
disorient,rikicewa
disown,ƙi
disparagingly,disparagingly
dispensable,wanda za'a iya rarrabawa
dispirit,dishirin
dispirited,watsar da
dispiritedly,zakaria
dispiriting,dishirin
displace,yi kaura
displaced,gudun hijira
displease,rashin jin daɗi
displeasing,m
displeasure,rashin jin daɗi
disproportionate,ba daidai ba
disprove,karyata
disputable,jayayya
disquieting,tashin hankali
disquietingly,cikin damuwa
disquietude,rashin damuwa
disregardful,raini
disreputable,abin zargi
disrepute,bata suna
disrespectable,rashin mutuntawa
disrespectablity,rashin girmamawa
disrespectful,rashin ladabi
disrespectfully,rashin girmamawa
disrespectfulness,rashin ladabi
disrespecting,rashin girmamawa
disrupt,rushewa
diss,rarraba
dissapointed,dissapointed
dissappointed,yankewa
dissappointing,yankewa
dissatisfaction,rashin gamsuwa
dissatisfactory,rashin gamsarwa
dissatisfies,rashin gamsuwa
dissatisfy,rashin gamsuwa
dissatisfying,rashin gamsarwa
dissed,dissed
dissemble,rarraba
dissembler,mai rarrabawa
dissension,rarrabuwa
dissent,rashin yarda
dissenter,mai rarrabawa
dissention,rashin yarda
disservice,rashin amfani
disses,kayan abinci
dissidence,rashin yarda
dissident,mai rarrabuwa
dissidents,masu adawa
dissing,dissing
dissocial,rarrabuwa
dissolute,narke
dissolution,rushewa
dissonance,dissonancewa
dissonant,dissonant
dissonantly,rashin fahimta
dissuade,ba da izini ba
dissuasive,mai rarrabuwa
distains,rike
distaste,ɓarna
distasteful,mai banƙyama
distastefully,disastefully
distortion,murdiya
distracting,dauke hankali
distraught,damuwa
distraughtly,cikin damuwa
distraughtness,damuwa
distressingly,cikin damuwa
distrusting,rashin amincewa
disturbance,damuwa
disturbingly,damuwa
disunity,rashin daidaituwa
disvalue,rage daraja
divergent,bambanta
divisive,rarrabuwa
divisively,rarrabuwa
divisiveness,rarrabuwa
dizzing,dizzing
dizzingly,dizzingly
doddering,doddering
dodgey,dodgey
dogged,kare
doggedly,karewa
dogmatic,m
doldrums,doldrums
domineer,mai mulki
domineering,mulkin mallaka
donside,bayarwa
doomsday,kiyama
dope,dope
doubtfully,shakka
douchbag,jakunkuna
douchebags,jakunkunan douche
downbeat,downbeat
downer,ƙasa
downfall,faduwa
downfallen,kasa
downgrade,wulakanta
downheartedly,a zuciye
downhill,gangarowa
downsides,faduwar gaba
downturn,raguwa
downturns,raguwa
drab,drab
draconian,draconian
draconic,draconic
dragging,jan
dragoon,dragoon
drain,lambatu
draining,draining
drains,magudanan ruwa
drastic,babba
drastically,cin zarafi
drawback,drawback
drawbacks,drawbacks
dreadfully,da fargaba
dreadfulness,fargaba
dripped,ya diga
dripping,digowa
drippy,bushewa
drips,drips
drones,jirage marasa matuka
droop,droop
droops,droops
drop-out,daina
drop-outs,faduwa
dropout,daina
dropouts,sauke karatu
drought,fari
drowning,nutsuwa
drunkard,mashayi
drunken,buguwa
dubiously,dubiously
dubitable,dubitable
dullard,dullard
dumbfound,bebaye
dumping,zubarwa
dunce,dunki
dungeon,kurkuku
dungeons,kurkuku
dust,kura
dusty,m
dwindling,raguwa
dying,mutuwa
earsplitting,kunne
eccentric,mai haɗari
eccentricity,eccentricity
effigy,madogara
effrontery,ɓarna
egocentric,son kai
egomania,egomania
egotism,girman kai
egotistical,kwatanci
egotistically,son kai
egregious,misregris
egregiously,miskiranci
election-rigger,magudin zabe
elimination,kawar
emaciated,kasala
emasculate,emasculate
embarrassingly,abin kunya
embattled,saka
embroil,saɗaɗa
embroiled,sakat
embroilment,sakaci
emphatic,ƙarfafawa
emphatically,karfafawa
encroach,cin amana
encroachment,cin amana
endanger,yin haɗari
enervate,kuzari
enfeeble,mai iya cikawa
enflame,enflame
engulf,tsunduma
enjoin,umarni
enmity,ƙiyayya
entangle,saɓani
entanglement,shaƙatawa
entrap,kamawa
entrapment,kamawa
enviously,hassada
enviousness,hassada
epidemic,annoba
equivocal,daidaitacce
erase,goge
erode,lalata
erodes,lalata
erosion,yashwa
err,kuskure
errant,kuskure
erratic,mara aiki
erratically,kuskure
erroneously,kuskure
eruptions,fashewa
escapade,escapade
eschew,eschew
estranged,ware
evade,guje wa
evasion,kaucewa
evasive,korewa
evildoer,sharri
evils,sharri
eviscerate,rarrabu
exacerbate,kara tsanantawa
exagerate,exagerate
exagerated,exagerated
exagerates,mai tafiya
exaggeration,ƙari
exasperate,m
exasperated,exasperated
exasperating,tsokana
exasperatingly,cike da zafin rai
exasperation,azaba
excessive,wuce kima
excessively,wuce gona da iri
excoriate,nishadantarwa
excruciating,azaba
excruciatingly,cikin hanzari
excuses,uzuri
execrate,kashe
exhaust,shaye shaye
exhaustion,gajiya
exhausts,shaye shaye
exhorbitant,mai nasiha
exhort,wa'azi
exile,hijira
exorbitant,wuce gona da iri
exorbitantance,wuce gona da iri
exorbitantly,da ƙari
expensive,tsada
expire,kare
expired,ya ƙare
explode,fashe
exploitation,amfani
explosive,m
expropriate,ɓata
expropriation,kwacewa
expulse,cin nasara
expunge,fadada
exterminate,wargazawa
extermination,wargajewa
extinguish,kashewa
extort,kwace
extortion,kwace
extraneous,na waje
extravagance,almubazzaranci
extravagant,almubazzaranci
extravagantly,almubazzaranci
extremism,tsattsauran ra'ayi
extremist,tsattsauran ra'ayi
extremists,masu tsattsauran ra'ayi
eyesore,idanu
f**k,f ** k
fabricate,ƙirƙiri
fabrication,ƙiren ƙarya
facetious,facetious
facetiously,facetiously
faint,suma
faithless,mara imani
fall,fada
fallacies,karya
fallacious,wawanci
fallaciously,cikin annashuwa
fallaciousness,wawanci
fallacy,rashin gaskiya
fallout,faduwa
falls,faduwa
false,ƙarya
falsehood,karya
falsely,na karya
falter,falter
faltered,ya fadi
famine,yunwa
famished,yunwa
fanatic,mai tsattsauran ra'ayi
fanatical,mai tsattsauran ra'ayi
fanatically,fanatically
fanaticism,tsattsauran ra'ayi
fanatics,masu tsattsauran ra'ayi
fanciful,fanciful
