translatedText,text
nchekwa ọkụ,energy-saving
na -etinye aka,engaging
na -emikpu,engrossing
kwalite,enhance
emeziwanye,enhanced
nkwalite,enhancement
na -akwalite,enhances
na -atọ ụtọ,enjoyable
dị ụtọ,enjoyably
enwe obi uto,enjoyed
obi uto,enjoyment
ihe ọmụma,enlightenment
dị ndụ,enliven
ennoble,ennoble
ezu,enough
enrapt,enrapt
gbara akwụkwọ,enraptured
baa ọgaranya,enrich
ịba ọgaranya,enrichment
nwee obi ụtọ,entertain
ndị na -atụrụ ndụ,entertains
obi ụtọ,enthrall
kpaliri mmasị,enthralled
obi ụtọ,enthuse
ịnụ ọkụ n'obi,enthusiasm
onye na -anụ ọkụ n'obi,enthusiast
na -anụ ọkụ n'obi,enthusiastically
rata,entice
rafuru,enticed
na -adọrọ adọrọ,enticing
na -adọrọ mmasị,enticingly
na -enweghị isi,entranced
na -adọrọ adọrọ,entrancing
nyefee,entrust
enviable,enviable
anyaukwu,enviably
anyaụfụ,envious
anyaụfụ,enviously
anyaụfụ,enviousness
anyaụfụ,envy
nha anya,equitable
ergonomical,ergonomical
na-enweghị ntụpọ,err-free
ihe omumu,erudite
eulogize,eulogize
na obi ụtọ,euphorically
ntule,evaluative
nha anya,evenly
ihe omume,eventful
ebighi ebi,everlasting
na -akpali akpali,evocative
ebuli elu,exalt
mbuli elu,exaltation
ebuli elu,exalted
dị elu,exaltedly
na -ebuli elu,exalting
na -ebuli elu,exaltingly
onye nlele,examplar
ihe nlele,examplary
ọmarịcha,excallent
gafere,exceed
gafere,exceeded
gafere,exceeding
nke ukwuu,exceedingly
gafere,exceeds
kacha mma,excel
chụpụrụ,exceled
dị mma,excelent
ọkaibe,excellant
kacha mma,excelled
ịdị mma,excellency
nke oma,excellently
karịrị,excels
pụrụiche,exceptional
pụrụiche,exceptionally
obi ụtọ,excitedly
mkpali,excitedness
na -akpali akpali,excites
na -akpali akpali,excitingly
mara mma,exellent
onye nlele,exemplar
nomi,exemplary
obi ụtọ,exhilarate
na -enye ọ .ụ,exhilaratingly
mkpori ndụ,exhilaration
gbasaa,expansive
ngwa ngwa,expeditiously
ọkachamara,expertly
ọmarịcha,exquisite
nke ọma,exquisitely
bulie,extol
bulie,extoll
n'ụzọ pụrụ iche,extraordinarily
puru iche,extraordinary
obi ụtọ,exuberance
obi ụtọ,exuberantly
aụrị,exult
aationụrị,exultation
na -aultụrị ọ .ụ,exultingly
anya-jide,eye-catch
anya na-adọtị,eye-catching
nkuchi anya,eyecatch
nku anya,eyecatching
ọmarịcha,fabulously
ikwado,facilitate
ziri ezi,fairly
ziri ezi,fairness
ikwesị ntụkwasị obi,faithfully
ikwesị ntụkwasị obi,faithfulness
ama ama,famed
ama ama,famous
ama ama,famously
onye ofufe,fancier
na -adọrọ mmasị,fancinating
fancy,fancy
ofufe,fanfare
Fans,fans
dị egwu,fantastically
na -adọrọ mmasị,fascinatingly
mmasị,fascination
ejiji,fashionable
n'ụzọ ejiji,fashionably
ngwa ngwa,fast
na-eto ngwa ngwa,fast-growing
ọsọ ọsọ,fast-paced
Ọsọ ọsọ,faster
ngwa ngwa,fastest
na-eto n'ike n'ike,fastest-growing
enweghị ntụpọ,faultless
fav,fav
fave,fave
mma,favorable
ihu oma,favour
n'atụghị egwu,fearlessly
ga -ekwe omume,feasible
ikekwe,feasibly
feat,feat
atụmatụ-ọgaranya,feature-rich
fecilitous,fecilitous
feisty,feisty
ekele,felicitate
ekele,felicitous
obi ụtọ,felicity
tụụrụ ime,fertile
gbasie ike,fervently
obi ike,fervidly
obi ike,fervor
ikwesị ntụkwasị obi,fidelity
oku,fiery
dị mma,fine-looking
mma,finely
mma,finer
kacha mma,finest
siri ike,firmer
klaasị mbụ,first-class
klaasị mbụ,first-in-class
ọkwa mbụ,first-rate
na -egbu maramara,flashy
okwu ire ụtọ,flatter
okwu ire ụtọ,flattering
na -atọ ụtọ,flatteringly
enweghị ntụpọ,flawless
enweghị ntụpọ,flawlessly
mgbanwe,flexibility
mgbanwe,flexible
na -eme nke ọma,flourish
na -eme nke ọma,flourishing
na -aga were were,fluent
fefee,flutter
obi ụtọ,fondly
nzuzu,foolproof
nke mbu,foremost
amuma ihe,foresight
dị egwu,formidable
obi ike,fortitude
daalu,fortuitous
ikekwe,fortuitously
dabara nke ọma,fortunately
uba,fortune
keisi,fragrant
nwere onwe,freed
nnwere onwe,freedoms
ọhụrụ,fresher
freshest,freshest
enyi,friendliness
gbagọrọ agbagọ,frolic
frugal,frugal
na -amị mkpụrụ,fruitful
mmezu,fulfillment
ọdịnihu,futurestic
ọdịnihu,futuristic
ịdị mma,gaiety
gaily,gaily
na -aba uru,gainful
na -erite uru,gainfully
nnukwu,galore
geekier,geekier
mara mma,geeky
mkpuru osisi,gem
bara nnukwu uru,gems
mmesapụ aka,generosity
mmesapụ aka,generously
onye maara ihe,genius
dị nwayọọ,gentle
dị nwayọọ,gentlest
ezigbo,genuine
onyinye,gifted
obi ụtọ,gladden
obi ụtọ,gladly
obi ụtọ,gladness
na -enwe ọleeụ,gleefully
enwu enwu,glimmer
na -enwu enwu,glimmering
glisten,glisten
na -enwu enwu,glistening
ewute,glitter
glitz,glitz
nye otuto,glorify
n'ebube,gloriously
nwuo,glow
na -enwu enwu,glowing
na -enwu enwu,glowingly
nke Chineke nyere,god-given
chi-eziga,god-send
yiri chi,godlike
ọlaedo,gold
ọlaedo,golden
mma,goodly
iheoma,goodwill
goood,goood
gooood,gooood
ọmarịcha,gorgeous
ọmarịcha,gorgeously
keugwu,graceful
keugwu,gracefully
amara,graciously
amara,graciousness
ịdị ebube,grandeur
ekele,gratefully
dị ụtọ,gratified
na -enwe afọ ojuju,gratifies
imeju,gratify
na -eju afọ,gratifying
na afọ ojuju,gratifyingly
ekele,gratitude
ịdị ukwuu,greatness
ọchị,grin
mgbawa ala,groundbreaking
nduzi,guidance
enweghi onye ikpe mara,guiltless
gum,gumption
gush,gush
mara mma,gusto
gutsy,gutsy
halcyon,halcyon
ala,hale
akara,hallmark
akara,hallmarks
nsọ,hallowed
aka,handier
na aka,handily
aka-ala,hands-down
mara mma,handsome
mara mma,handsomely
kemfe,handy
enwekwu obi ụtọ,happier
obi ụtọ,happily
uchu,hard-working
na -adịghị emerụ ahụ,harmless
nkwekorita,harmonious
na -ekwekọ,harmoniously
imekorita,harmonize
nkwekọrịta,harmony
okporo ụzọ,headway
gwọọ,heal
nke di ike,healthful
obi,hearten
na -agba ume,heartening
nke obi,heartily
na -enye obi ụtọ,heartwarming
nyere aka,helped
dike,heroically
dike,heroine
dike,heroize
heros,heros
ịdị mma Dị elu,high-quality
oke mmụọ,high-spirited
nsọ,holy
ofufe,homage
eziokwu,honesty
ugwu,honorable
hooray,hooray
na -ele ọbịa,hospitable
na -ekpo ọkụ,hot
achicha,hotcake
achicha,hotcakes
kacha ekpo ọkụ,hottest
obi mmadu,humane
ịdị umeala n'obi,humble
ịdị umeala n'obi,humility
ọchị,humorously
ezigbo,ideal
kwalite,idealize
kacha,ideally
arụsị,idol
ikpere arụsị,idolize
arụsị,idolized
adịghị mma,idyllic
nwuo,illuminate
ìhè,illuminati
na -enwu enwu,illuminating
nwuo,illumine
dị ebube,illustrious
ilu,ilu
imaculate,imaculate
ichetụ n'echiche,imaginative
idi ocha,immaculate
n'uju,immaculately
nnukwu,immense
eleghi mmadu anya n'ihu,impartial
eleghị mmadụ anya n'ihu,impartiality
eleghị mmadụ anya n'ihu,impartially
enweghị ọmịiko,impassioned
enweghị ntụpọ,impeccable
n'atụghị egwu,impeccably
mmasị,impressively
ịtụnanya,impressiveness
ndozi,improvements
dị ịtụnanya,incredible
dị ịtụnanya,incredibly
ji,indebted
nkeonwe,individualized
afọ ojuju,indulgence
na -enye afọ ojuju,indulgent
dị uchu,industrious
enweghị atụ,inestimable
enweghị atụ,inestimably
ọnụ,inexpensive
adịghị agha agha,infallibility
adighi agha agha,infallible
-adịghị agha agha,infallibly
nka,ingenious
dị akọ,ingeniously
nka,ingenuity
nka,ingenuous
n'ụzọ akọ,ingenuously
aka ya dị ọcha,innocuous
kpaliri,inpressed
nghọta,insightful
na nghọta,insightfully
ozugbo,instantly
na -ezi ihe,instructive
ngwa,instrumental
ngwakọta,integral
ike họọrọ,integrated
ọgụgụ isi,intelligence
nghọta,intelligible
mmekọrịta chiri anya,intimacy
mmekorita,intimate
aghụghọ,intrigue
na -akpali mmasị,intriguing
na -akpali mmasị,intriguingly
kensinammuo,intuitive
bara oke uru,invaluable
nke bara nnukwu uru,invaluablely
echepụta ihe,inventive
ume,invigorate
na -agba ume,invigorating
anwụ anwụ,invincibility
ihe a na -apughi imebi emebi,inviolable
imebi iwu,inviolate
enweghị atụ,irreplaceable
enweghị ike ịkọwa,irreproachable
enweghị ike iguzogide,irresistibly
enweghị nsogbu,issue-free
agba-ịda,jaw-droping
agba-ịda,jaw-dropping
olụrịa ọ .ụ,jollify
ọyoụ,joyously
n'ọubụ,jubilantly
obi ụtọ,jubilate
ọubiụ,jubilation
obi ụtọ,jubiliant
dị mma,judicious
ziri ezi,justly
kpomkwem,keenly
mmasị,keenness
ụmụaka-enyi na enyi,kid-friendly
obi oma,kindliness
obi oma,kindly
obi oma,kindness
onye maara ihe,knowledgeable
nnukwu-ike,large-capacity
ito,laud
ito eto,laudable
laudably,laudably
dị larịị,lavish
dị larịị,lavishly
na-erube isi n'iwu,law-abiding
iwu kwadoro,lawful
n'ụzọ iwu kwadoro,lawfully
ndu,lead
na -eduga,leading
na -edu,leads
dabere,lean
duru,led
akụkọ ifo,legendary
leverage,leverage
levity,levity
tọhapụ,liberate
ntọhapụ,liberation
nnwere onwe,liberty
dị mfe,light-hearted
Mkpa ọkụ,lighter
masịrị m,likable
na -amasị,liking
obi ọdụm,lionhearted
ezi uche,logical
na-anọ ogologo oge,long-lasting
dị mma,lovably
ịhụnanya,loveliness
onye hụrụ n'anya,lover
hụrụ n'anya,loves
ọnụ ala,low-cost
ọnụ ala,low-price
ọnụ ala,low-priced
obere ihe egwu,low-risk
ọnụ ala,lower-priced
mara mma,lucid
nke ọma,lucidly
kechioma,luckier
kachachioma,luckiest
ihu ọma,luckiness
na -enye ego,lucrative
mara mma,luminous
lush,lush
mara mma,luster
mara mma,lustrous
okomoko,luxuriant
ịba ọgaranya,luxuriate
okomoko,luxurious
dara oké ọnụ,luxuriously
okomoko,luxury
egwu,lyrical
anwansi,magic
kpokọtara,magical
dị ebube,magnanimous
n'ụzọ dị ukwuu,magnanimously
ịdị ebube,magnificence
dị ebube,magnificent
dị ebube,magnificently
dị ebube,majestic
ebube,majesty
na -ejikwa,manageable
na -agagharị,maneuverable
juru ya anya,marveled
juru ya anya,marvelled
magburu onwe ya,marvellous
dị ebube,marvelously
ebube,marvelousness
nna ukwu,master
magburu onwe ya,masterful
nke ọma,masterfully
nna ukwu,masters
mastery,mastery
enweghị atụ,matchless
tozuru oke,maturely
ntozu okè,maturity
echefu echefu,memorable
ebere,merciful
ebere,mercifully
ihe ruru eru,merit
meritorious,meritorious
obi ụtọ,merrily
na -atọ ụtọ,merriment
obi ụtọ,merriness
mesmerize,mesmerize
mesmerized,mesmerized
mesmerizes,mesmerizes
na -atọ ọchị,mesmerizing
na -emetụ n'ahụ,mesmerizingly
nlezianya,meticulous
nke ọma,meticulously
ike,mightily
dị ike,mighty
na-afụ ụfụ,mind-blowing
ọrụ ebube,miracles
ọrụ ebube,miraculous
n'ụzọ ọrụ ebube,miraculously
ọrụ ebube,miraculousness
ọgbara ọhụrụ,modern
obi umeala,modest
obi umeala,modesty
dị mkpa,momentous
nnukwu ihe,monumental
ihe ncheta,monumentally
ụkpụrụ omume,morality
ọtụtụ ebumnuche,multi-purpose
ịnyagharị,navigable
dị ọcha,neat
nke kachasi nma,neatest
nke oma,neatly
nke oma,nicely
mma,nicer
kacha mma,nicest
nimble,nimble
dị mma,nobly
enweghị mkpọtụ,noiseless
emeghị ihe ike,non-violence
na-adịghị eme ihe ike,non-violent
ọkachasị,notably
kwesịrị ịrịba ama,noteworthy
zụọ,nourish
na -edozi ahụ,nourishing
nri,nourishment
ihe ọhụrụ,novelty
na -azụlite,nurturing
oasis,oasis
ibu,obsession
ihe gbasara mmadụ,obsessions
inweta,obtainable
n'ihu ọha,openly
oghe,openness
kacha mma,optimal
ọgaranya,opulent
n'usoro,orderly
n'echiche,originality
gafere,outdo
gaferela,outdone
mara nke ọma,outperform
emechaghị nke ọma,outperformed
na -eme nke ọma,outperforming
na -eme nke ọma,outperforms
outshine,outshine
outshone,outshone
mara ihe,outsmart
pụtara ìhè,outstandingly
mpụta,outstrip
karịrị akarị,outwit
obi ụtọ,ovation
gafee,overtake
gafere,overtaken
na -agafe,overtakes
na -agafe,overtaking
gafere,overtook
overture,overture
enweghị mgbu,pain-free
enweghi mgbu,painless
enweghi mgbu,painlessly
obi ụtọ,palatial
mezie,pamper
mebiri,pampered
nke ọma,pamperedly
adịgboroja,pamperedness
ndị na -eme mkpọtụ,pampers
panoramic,panoramic
nke kachasi mkpa,paramount
ahuhu,passion
nke ukwuu,passionately
ndidi,patience
onye ndidi,patient
nwee ndidi,patiently
onye ịhụ mba n'anya,patriot
ịhụ mba n'anya,patriotic
na -eme udo,peaceable
ndị nche udo,peacekeepers
piich,peach
enweghị atụ,peerless
ose,pep
pep,pepped
pepping,pepping
pepi,peppy
ose,peps
izu oke,perfection
enwere ike,permissible
ntachi obi,perseverance
nọgidesie ike,persevere
ndị mmadụ,personages
ahaziri,personalized
ihe ịtụnanya,phenomenal
dị egwu,phenomenally
nsọpụrụ Chineke,piety
elu,pinnacle
ejije,playfully
dị ụtọ,pleasantly
na -amasị,pleases
na -atọ ụtọ,pleasing
dị ụtọ,pleasingly
na -atọ ụtọ,pleasurable
na -atọ ụtọ,pleasurably
hiri nne,plentiful
mgbakwunye,pluses
gbakwunyere,plush
pluss,plusses
uri,poetic
na -ede abụ,poeticize
na -akpasu iwe,poignant
dị jụụ,poise
dị njikere,poised
na -egbu maramara,polished
nkwanye ugwu,polite
nkwanye ugwu,politeness
mbughari,portable
posh,posh
ihe oma,positives
dị ike,powerfully
otuto,praiseworthy
dị mkpa,pre-eminent
dị oke ọnụ ahịa,precious
kpọmkwem,precise
kpomkwem,precisely
nke kachasi,preeminent
ahọrọ,prefer
ka mma,preferable
ọkacha mma,preferably
họọrọ,prefered
na -ahọrọ,preferes
na -ahọrọ,preferring
na -ahọrọ,prefers
nke mbụ,premier
ugwu,prestige
ugwu,prestigious
dị mma,prettily
adighi oke onu,priceless
nganga,pride
ụkpụrụ,principled
ihe ùgwù,privilege
ihe nrite,prize
enweghị nsogbu,problem-free
onye na-edozi nsogbu,problem-solver
dị egwu,prodigious
dị egwu,prodigiously
ihe efu,prodigy
na -arụpụta ihe,productive
na -arụpụta ihe,productively
maara nke ọma,proficient
nke ọma,proficiently
miri emi,profound
nke ukwuu,profoundly
ịba ụba,profuse
mmụba,profusion
na -aga n'ihu,progressive
dị ọtụtụ,prolific
ịbụ onye a ma ama,prominence
na -ekwe nkwa,promising
onye nkwalite,promoter
ozugbo,prompt
ozugbo,promptly
kwesịrị ekwesị,proper
nke ọma,properly
bara uru,propitious
dị mma,propitiously
Ọganihu,pros
nwee ọganihu,prosper
ọganihu,prosperity
prospros,prospros
nchedo,protection
nchedo,protective
gosiputara,proven
na -egosi,proves
nduzi,providence
na -egosi,proving
ike,prowess
akọ,prudence
onye maara ihe,prudent
jiri akọ,prudently
n'oge,punctual
dị ọcha,pure
dị ọcha,purify
nwere nzube,purposeful
dị egwu,quaint
tozuru oke,qualified
tozuo oke,qualify
ngwa ngwa,quicker
juu,quiet
dị jụụ,quieter
nchapụta,radiance
na -enwu enwu,radiant
ngwa ngwa,rapid
mmekọrịta,rapport
rapt,rapt
raptureous,raptureous
raptureously,raptureously
n'ike n'ike,rapturously
ezi uche,rational
agụba dị nkọ,razor-sharp
enwere ike iru,reachable
ogugu,readable
ngwa ngwa,readily
dị njikere,ready
mesighachi ike,reaffirm
nkwenye,reaffirmation
ezi uche,realistic
enwere ike ikwu,realizable
ezi uche,reasonable
ezi uche,reasonably
tụgharịrị uche,reasoned
mmesi obi ike,reassurance
nabatara,receptive
naputa,reclaim
tugharia,recomend
nkwanye,recommendation
nkwanye,recommendations
imezi,reconcile
imezi,reconciliation
ịtọ ntọala,record-setting
gbakee,recover
mgbake,recovery
mmezi,rectification
mezie,rectify
na -agbazi,rectifying
gbapụta,redeem
na -agbapụta,redeeming
mgbapụta,redemption
nụchaa,refine
nụchara anụcha,refined
nnụcha,refinement
ime mgbanwe,reform
emezigharị,reformed
na -eme mgbanwe,reforming
ndozigharị,reforms
tuondu,refresh
nweta ume ọhụrụ,refreshed
na -enye ume ọhụrụ,refreshing
nkwụghachi,refund
nkwụghachi,refunded
eze,regal
n'usoro,regally
nkwanye ugwu,regard
na -aicụrị ọ .ụ,rejoicingly
rejuvenate,rejuvenate
rejuvenated,rejuvenated
rejuvenating,rejuvenating
chegharịa,relent
a pụrụ ịdabere na ya,reliable
ntụkwasị obi,reliably
enyemaka,relief
obi uto,relish
dị ịtụnanya,remarkably
ọgwụgwọ,remedy
mgbaghara,remission
kwụọ ụgwọ,remunerate
mweghachi,renaissance
ọhụrụ,renewed
ama ama,renown
ama ama,renowned
replaceable,replaceable
nke kwesiri ekwesi,reputable
aha,reputation
resilient,resilient
daa ụda,resound
na -ada ụda,resounding
dị akọ,resourceful
ịdị nkọ,resourcefulness
nkwanye ugwu,respect
na -akwanyere ugwu,respectable
nkwanye ugwu,respectful
nkwanye ugwu,respectfully
izu ike,respite
dị ebube,resplendent
jiri ezi uche mee ihe,responsibly
nhazigharị,restructure
ahaziri,restructured
nhazigharị,restructuring
retractable,retractable
tigbuo egwu,revel
mkpughe,revelation
sọpụrụ,revere
nsọpụrụ,reverence
nsọpụrụ,reverent
nsọpụrụ,reverently
ịtụte,revitalize
mmaliteghachi,revival
onye na -eme mgbanwe,revolutionary
gbanwee,revolutionize
gbanwere,revolutionized
na -agbanwe agbanwe,revolutionizes
na -akwụghachi ụgwọ,rewardingly
baa ọgaranya,richer
n'ụba,richly
ịba ọgaranya,richness
ziri ezi,right
ziri ezi,righten
ezi omume,righteous
ziri ezi,righteously
ezi omume,righteousness
ziri ezi,rightful
n'ụzọ ziri ezi,rightfully
ziri ezi,rightly
izi ezi,rightness
enweghị ihe ize ndụ,risk-free
nkume-kpakpando,rock-star
nkume-kpakpando,rock-stars
rockstar,rockstar
nkume egwu,rockstars
ihunanya,romantic
ịhụnanya,romantically
nwee ịhụnanya,romanticize
ime ụlọ,roomier
sara mbara,roomy
Rosy,rosy
sagacity,sagacity
dị nwayọ,sagely
senti,saint
ịdị nsọ,saintliness
senti,saintly
ekele,salutary
ikele,salute
isi isi,sane
na -eju afọ,satisfactorily
na -eju afọ,satisfactory
na -eju afọ,satisfies
rijuo afọ,satisfy
na -eju afọ,satisfying
afọ juru,satisified
onye nchekwa,saver
ichekwa ego,savings
onye nzoputa,savior
maara ihe,savvy
sinik,scenic
enweghị nkebi,seamless
seasoned,seasoned
na ntukwasi -obi,securely
nhọrọ,selective
mkpebi onwe onye,self-determination
nkwanye ùgwù onwe onye,self-respect
afọ ojuju nke onwe,self-satisfaction
inwe afọ ojuju,self-sufficiency
inwe afọ ojuju,self-sufficient
mmetụta,sensation
sensational,sensational
mmetụta uche,sensationally
mmetụta,sensations
nwere ezi uche,sensible
nwere ezi uche,sensibly
na -enwe mmetụta ọsọ ọsọ,sensitive
iru ala,serenity
dị nkọ,sharp
dị nkọ,sharper
dị nkọ,sharpest
na -enwu enwu,shimmering
na -ama mma,shimmeringly
nwuo,shine
nke onwunwu,shiny
gbachi nkịtị,silent
dị mfe,simpler
kacha mfe,simplest
dị mfe,simplified
na -eme ka ọ dị mfe,simplifies
mee ka ọ dị mfe,simplify
na -eme ka ọ dị mfe,simplifying
nka,skill
nka,skilled
nka,skillful
nka,skillfully
slammin,slammin
mara mma,sleek
nke ọma,smartly
na -amụmụ ọnụ ọchị,smilingly
etie ihe,smitten
dị larịị,smooth
dị nro,smoother
dị nro,smoothes
dị larịị,smoothest
were were,smoothly
ngwa ngwa,snappy
anya mmiri,snazzy
na -akpakọrịta,sociable
adụ,soft
dị nro,softer
kasie obi,solace
na -arịọ arịrịọ,solicitous
ịrịọ arịrịọ,solicitously
dị jụụ,soothingly
mkpụrụ obi,soulful
dị mma,soundly
ịdị mma,soundness
saa mbara,spacious
dị egwu,spectacular
dị egwu,spectacularly
ngwa ngwa,speedily
ngwa ngwa,speedy
asụpe,spellbind
ịkọ asụpe,spellbinding
na -ekwu okwu ụgha,spellbindingly
asụpe,spellbound
ime mmụọ,spiritual
dị mma,splendidly
ịma mma,splendor
n'amaghị ama,spontaneous
egwuregwu,sporty
enweghị ntụpọ,spotless
nkwụsi ike,stability
kwụsie ike,stabilize
igwe anaghị agba nchara,stainless
kwụpụta,standout
ọkaibe,state-of-the-art
nke ọma,stately
ihe akpụrụ akpụ,statuesque
siri ike,staunch
siri ike,staunchly
isi ike,staunchness
kwụsiri ike,steadfastly
iguzosi ike,steadfastness
steadiest,steadiest
nkwụsi ike,steadiness
kwụrụ otu ebe,steady
kpakpando,stellar
kpakpando,stellarly
na -akpali akpali,stimulative
na -akpali akpali,stirringly
gbatịa,straighten
kwụ ọtọ,straightforward
edeziri,streamlined
na -egbu egbu,striking
dị egwu,strikingly
na -agba mbọ,striving
o juru m anya,stunned
dị egwu,stunningly
dị egwu,stupendous
nzuzu,stupendously
siri ike,sturdier
siri ike,sturdy
nkecha,stylish
nke ọma,stylishly
edozi,stylized
nke ọma,suavely
magburu onwe ya,sublime
inye aka,subsidize
nyere aka,subsidized
na -enyere aka,subsidizes
enyemaka,subsidizing
ihe dị mkpa,substantive
gaa nke ọma,succeed
gaa nke ọma,succeeded
na -aga nke ọma,succeeding
na -eme nke ọma,succeeds
ihe ịga nke ọma,succes
ihe ịga nke ọma,successes
nke ọma,successfully
ezu,suffice
ezuo,sufficed
ezuo,suffices
ezu,sufficient
zuru ezu,sufficiently
adabara,suitable
nke ọma,sumptuous
nke ọma,sumptuously
ịdị nkọ,sumptuousness
dị oke mma,superbly
ịdị elu,superiority
dị nro,supple
oke,supremacy
nke kachasi elu,supreme
nke kachasị,supremely
supurb,supurb
dị mma,supurbly
gafere,surmount
gafere,surpass
nyefee,surreal
lanarị,survival
nkwado,sustainability
adigide,sustainable
swank,swank
swankier,swankier
swankiest,swankiest
mara mma,swanky
na -ekpochapụ,sweeping
na -atọ ụtọ,sweeten
obi oma,sweetheart
dị ụtọ,sweetly
ụtọ,sweetness
ngwa ngwa,swiftness
talent,talent
ndị nwere nkà,talented
talent,talents
tụọ anya,tantalize
na -agbagwoju anya,tantalizing
na -agbagwoju anya,tantalizingly
nwaa,tempt
na -anwa anwa,tempting
na -anwa anwa,temptingly
siri ike,tenacious
siri ike,tenaciously
mkpebi siri ike,tenacity
dị nro,tenderly
dị egwu,terrifically
dị gịrịgịrị,thinner
echebara echiche,thoughtfully
iche echiche,thoughtfulness
ichekwa ego,thrift
na -echekwa ego,thrifty
mkpali,thrill
na -akpali akpali,thrilling
na -akpali akpali,thrillingly
mkpali,thrills
eme nke oma,thrive
na -eme nke ọma,thriving
mkpịsị aka-elu,thumb-up
ịmeela,thumbs-up
otighiti,tickle
idozi,tidy
na-asọpụrụ oge,time-honored
n'oge,timely
tingle,tingle
titillate,titillate
na -agụ egwu,titillating
nke ọma,titillatingly
ịdị n'otu,togetherness
na -anagide ihe,tolerable
enweghị ego,toll-free
ọkaibe,top-notch
nke kacha mma,top-quality
ọkaibe,topnotch
siri ike,tough
siri ike,tougher
nke siri ike,toughest
traction,traction
obi iru ala,tranquility
uzo,transparent
nke ukwuu,tremendously
nke ewu ewu,trendy
mmeri,triumphal
mmeri,triumphantly
enweghị isi,trivially
iko,trophy
enweghị nsogbu,trouble-free
opi,trump
opi,trumpet
ịtụkwasị obi,trusting
ntụkwasị obi,trustingly
ntụkwasị obi,trustworthiness
a pụrụ ịtụkwasị obi,trustworthy
ntụkwasị obi,trusty
eziokwu,truthful
n'eziokwu,truthfully
eziokwu,truthfulness
n'otu ntabi anya,twinkly
ultra-crisp,ultra-crisp
emebighị isi,unabashed
n'atụghị egwu,unabashedly
emetụtaghị ya,unaffected
enweghị atụ,unassailable
enweghị mmeri,unbeatable
ejighi oke,unbound
enweghị mgbagwoju anya,uncomplicated
enweghị onyonyo,unconditional
emebighị emebi,undamaged
enweghị atụ,undaunted
kwere nghọta,understandable
enweghị mgbagha,undisputable
enweghị mgbagha,undisputably
agbaghaghi,undisputed
enweghị ọnụ ọgụgụ,unencumbered
enweghị mgbagha,unequivocal
enweghị mgbagha,unequivocally
enweghị atụ,unfazed
na -enweghị afọ ojuju,unfettered
agaghị echefu echefu,unforgettable
ịdị n'otu,unity
akparaghị ókè,unlimited
enweghị atụ,unparalleled
enweghị mgbagha,unquestionable
obi abụọ adịghị ya,unquestionably
emeghieme,unreal
enweghị mgbochi,unrestricted
enweghị atụ,unrivaled
achọghị ọdịmma onwe onye nanị,unselfish
adịghị ada ada,unwavering
na -etolite,upbeat
upgradable,upgradable
nkwalite,upgradeable
kwalite,upgraded
na -akwado,upheld
kwadoo,uphold
bulie,uplift
na -ewuli elu,uplifting
na -ewuli elu,upliftingly
mbuli elu,upliftment
dị elu,upscale
usable,usable
enwere ike iji,useable
dị mfe ojiji,user-friendly
ọrụ-replaceable,user-replaceable
dimkpa,valiant
n'ike,valiantly
dike,valor
bara uru,valuable
iche iche,variety
na -asọpụrụ,venerate
ekwenye ekwenye,verifiable
eziokwu,veritable
vasatail,versatile
mgbanwe,versatility
dị egwu,vibrantly
mmeri,victorious
mmeri,victory
enwere ike ịhụ ya,viewable
ịmụrụ anya,vigilance
omume ọma,virtue
dị mma,virtuously
doro anya,vivid
kwuputa,vouch
vouchsafe,vouchsafe
na -ekpo ọkụ,warmer
obi oma,warmhearted
na -ekpo ọkụ,warmly
nke ọma,well
ezigbo backlit,well-backlit
nke ọma,well-balanced
na-akpa agwa nke ọma,well-behaved
ọdịmma,well-being
nke ọma,well-bred
ejikọrọ nke ọma,well-connected
gụrụ akwụkwọ nke ọma,well-educated
nke ọma,well-established
maara nke ọma,well-informed
nwere ezi ebumnuche,well-intentioned
maara nke ọma,well-known
mere nke ọma,well-made
ejikwa nke ọma,well-managed
na-akpa ezigbo agwa,well-mannered
nọ n'ọnọdụ dị mma,well-positioned
nabatara nke ọma,well-received
nke ọma,well-regarded
nke ọma,well-rounded
na-agba ọsọ nke ọma,well-run
ndị na-achọ ọdịmma,well-wishers
ọdịmma,wellbeing
onyei,whoa
site n'obi dum,wholeheartedly
mma,wholesome
onyee,whooa
wuo,whoooa
ike gwụrụ,wieldy
njikere,willing
nke obi,willingly
ikuku mmiri,windfall
mmeri,winnable
ndị mmeri,winners
amamihe,wisdom
mara ihe,wise
amamihe,wisely
amam -ihe,witty
ihe ijuanya,wonder
ebube,wonderfully
dị ebube,wonderous
dị ebube,wonderously
ihe ịtụnanya,wonders
dị ebube,wondrous
ọrụ,work
arụ ọrụ,workable
arụ ọrụ,worked
na -arụ ọrụ,works
ụwa ama ama,world-famous
bara uru,worth-while
kwesiri,worthiness
bara uru,worthwhile
wwee,wowed
na -egwu egwu,wowing
ewu,wows
yai,yay
ịnụ ọkụ n'obi,zeal
zenith,zenith
zest,zest
zippy,zippy
abba,abba
ekwuputara n'elu,abovementioned
zuru oke,absolute
mgbaghara,absolution
agụmakwụkwọ,academic
agụmakwụkwọ,academy
nke anabatara,acceptable
nnabata,acceptance
ulo,accommodation
nkwado,accompaniment
nkwekọrịta,accord
ịza ajụjụ,accountability
aza ajụjụ,accountable
