translatedText,word,emotion,emotion-intensity-score
gabatarwa,prologue,anticipation,0.453
kwando,basketball,anticipation,0.453
ladabi,elegance,anticipation,0.453
rashin iyaka,infinity,anticipation,0.453
karkace,flinch,anticipation,0.453
inganta,improve,anticipation,0.453
fifiko,supremacy,anticipation,0.453
sana'a,career,anticipation,0.453
rigakafi,prevention,anticipation,0.453
dawwama,perpetuity,anticipation,0.453
kusa,intimately,anticipation,0.453
na farko,inaugural,anticipation,0.453
cikakke,perfect,anticipation,0.445
zato,conjecture,anticipation,0.445
amincewa,confidence,anticipation,0.445
mai sa kai,volunteer,anticipation,0.445
gaskiya,veracity,anticipation,0.445
rana,sun,anticipation,0.445
annoba,epidemic,anticipation,0.445
fain,fain,anticipation,0.445
kewaye,surround,anticipation,0.445
raba,share,anticipation,0.445
mai dadi,sweet,anticipation,0.445
boyewa,concealment,anticipation,0.445
dacewa,fitting,anticipation,0.445
waliyyi,saint,anticipation,0.438
kiyayewa,conservation,anticipation,0.438
bangaskiya,faith,anticipation,0.438
shirya,prepared,anticipation,0.438
fasinja,passenger,anticipation,0.438
kumbura,ferment,anticipation,0.438
rabid,rabid,anticipation,0.438
girmamawa,respect,anticipation,0.438
sake haɗawa,recombination,anticipation,0.438
sake ginawa,reconstruction,anticipation,0.438
tsutsa,tickle,anticipation,0.438
likita,medical,anticipation,0.438
serial,serial,anticipation,0.438
alheri,goodness,anticipation,0.438
roƙo,plea,anticipation,0.438
camfi,superstitious,anticipation,0.438
lafiya,aloha,anticipation,0.438
mala'ika,angel,anticipation,0.438
sake ginawa,reconstruct,anticipation,0.438
mai ibada,devout,anticipation,0.438
zaman lafiya,peace,anticipation,0.43
tabulate,tabulate,anticipation,0.43
shigar,install,anticipation,0.43
kwanciyar hankali,serenity,anticipation,0.43
mai dabaru,strategist,anticipation,0.43
tafada,clap,anticipation,0.43
mai daraja,venerable,anticipation,0.43
dawwama,perpetuate,anticipation,0.43
m,luscious,anticipation,0.43
ba a tantance ba,unverified,anticipation,0.43
wurin dima jiki,spa,anticipation,0.43
kotun,tribunal,anticipation,0.43
labyrinth,labyrinth,anticipation,0.43
sadaka,charitable,anticipation,0.43
ibada,worship,anticipation,0.422
m,candid,anticipation,0.422
mai ganewa,recognizable,anticipation,0.422
ba a warware ba,unresolved,anticipation,0.422
rashin ƙarfi,volatility,anticipation,0.422
karewa,forestall,anticipation,0.422
hakuri,patience,anticipation,0.422
gyarawa,edification,anticipation,0.422
makirci,conspirator,anticipation,0.422
murmushi,grin,anticipation,0.422
oasis,oasis,anticipation,0.422
vista,vista,anticipation,0.422
m,adrift,anticipation,0.422
girmama,revere,anticipation,0.422
zaman lafiya,peaceful,anticipation,0.422
dariya,laughter,anticipation,0.422
auna,weigh,anticipation,0.414
kyakkyawa,pretty,anticipation,0.414
wanda aka tsare,detainee,anticipation,0.414
tsayayya,withstand,anticipation,0.414
nadawa,ordination,anticipation,0.414
ba,grant,anticipation,0.414
frisky,frisky,anticipation,0.414
akan lokaci,punctual,anticipation,0.414
masanin taurari,astrologer,anticipation,0.414
safiya,morn,anticipation,0.414
jarrabawa,probation,anticipation,0.414
kira,calls,anticipation,0.414
matsakaici,mediate,anticipation,0.414
ƙwarewa,proficiency,anticipation,0.414
craps,craps,anticipation,0.414
mai gudana,ongoing,anticipation,0.414
tunani,thought,anticipation,0.414
ci gaba,continue,anticipation,0.414
raira waƙa,sing,anticipation,0.411
outdo,outdo,anticipation,0.406
uwa,mother,anticipation,0.406
biyan kuɗi,subscribe,anticipation,0.406
renon,nurture,anticipation,0.406
girman kai,proud,anticipation,0.406
ta'aziyya,comfort,anticipation,0.406
debenture,debenture,anticipation,0.406
azabtar,punished,anticipation,0.406
tsawo,long,anticipation,0.406
abokin gaba,opponent,anticipation,0.406
liyafa,banquet,anticipation,0.406
walƙiya,twinkle,anticipation,0.406
mayen,wizard,anticipation,0.406
ungozoma,midwife,anticipation,0.406
kewaya,navigable,anticipation,0.406
ikirari,confession,anticipation,0.406
ci gaba,continuation,anticipation,0.406
hasken fitila,headlight,anticipation,0.406
prophylactic,prophylactic,anticipation,0.406
chicane,chicane,anticipation,0.406
jami'a,university,anticipation,0.406
yarjejeniyar,deal,anticipation,0.402
m,efficient,anticipation,0.398
wasika,lettered,anticipation,0.398
tafasa,simmer,anticipation,0.398
dogaro,reliance,anticipation,0.398
balm,balm,anticipation,0.398
guillotine,guillotine,anticipation,0.398
ɓarna,mortification,anticipation,0.398
tsarkaka,saintly,anticipation,0.398
waƙa,symphony,anticipation,0.398
saman,top,anticipation,0.398
wajibi,obliging,anticipation,0.398
mutuwa,death,anticipation,0.398
faɗakarwa,vigil,anticipation,0.398
shagala,distracting,anticipation,0.398
wakilci,representing,anticipation,0.398
bangaren shari'a,judiciary,anticipation,0.398
lalata,depraved,anticipation,0.391
hukunci,condemnation,anticipation,0.391
tabbaci,assurance,anticipation,0.391
maganin guba,antidote,anticipation,0.391
babu shakka,undoubted,anticipation,0.391
haƙiƙa,objective,anticipation,0.391
na uwa,maternal,anticipation,0.391
abyance,abeyance,anticipation,0.391
fasaha,art,anticipation,0.391
wanda bai cika ba,unfulfilled,anticipation,0.391
saba,familiarity,anticipation,0.391
dariya,chuckle,anticipation,0.391
tsarkake,sanctify,anticipation,0.391
diflomasiyya,diplomacy,anticipation,0.391
jinkiri,linger,anticipation,0.391
tsoka,poke,anticipation,0.391
dogara,trust,anticipation,0.391
allurar rigakafi,inoculation,anticipation,0.384
aiki,labor,anticipation,0.383
rago,ram,anticipation,0.383
waƙa,chant,anticipation,0.383
mai biyayya,dutiful,anticipation,0.383
banger,banger,anticipation,0.383
agaji,humanitarian,anticipation,0.383
jirgi,ship,anticipation,0.383
dogara,depend,anticipation,0.383
mai kyau,good,anticipation,0.383
masanin kimiyya,scientist,anticipation,0.383
ba a yanke shawara ba,undecided,anticipation,0.383
sauƙaƙe,simplify,anticipation,0.383
hap,hap,anticipation,0.383
waƙar yabo,hymn,anticipation,0.383
kasawa,failing,anticipation,0.383
filin wasa,playground,anticipation,0.383
hankali,discretion,anticipation,0.383
agogo,clock,anticipation,0.375
na wucin gadi,interim,anticipation,0.375
jama'a,public,anticipation,0.375
Sterling,sterling,anticipation,0.375
dandano,savor,anticipation,0.375
maimaitawa,recurrent,anticipation,0.375
a hankali,gradual,anticipation,0.375
dutse,mountain,anticipation,0.375
waƙa,track,anticipation,0.375
shimfiɗar jariri,cradle,anticipation,0.375
m,interminable,anticipation,0.375
mai kewaya,navigator,anticipation,0.375
sonar,sonar,anticipation,0.367
umarni,instructions,anticipation,0.367
darasi,lesson,anticipation,0.367
madawwama,abide,anticipation,0.367
m,musical,anticipation,0.367
tsayi,towering,anticipation,0.367
boye,concealed,anticipation,0.367
kumburi,whim,anticipation,0.367
shawo,convince,anticipation,0.367
mashi,spear,anticipation,0.367
biennial,biennial,anticipation,0.367
rawar jiki,shiver,anticipation,0.367
ka'idar,theory,anticipation,0.359
biya diyya,offset,anticipation,0.359
kafara,atone,anticipation,0.359
tiyoloji,theology,anticipation,0.359
m,undying,anticipation,0.359
rashin kunya,timidity,anticipation,0.359
m,plump,anticipation,0.359
masu sauraro,audience,anticipation,0.357
daraja,nobility,anticipation,0.352
fassara,localize,anticipation,0.352
paragon,paragon,anticipation,0.352
bugu,edition,anticipation,0.352
dangi,kindred,anticipation,0.352
na abinci,dietary,anticipation,0.352
rufewa,closure,anticipation,0.352
kullum,daily,anticipation,0.352
gona,farm,anticipation,0.352
shago,store,anticipation,0.352
cramp,cramp,anticipation,0.352
keɓewa,consecration,anticipation,0.352
mara waya,wireless,anticipation,0.344
aiki,errand,anticipation,0.344
yin zuzzurfan tunani,meditate,anticipation,0.344
mutable,mutable,anticipation,0.344
ya tube,stripped,anticipation,0.344
wayar hannu,mobile,anticipation,0.344
ilmin kimiya na kayan tarihi,archaeology,anticipation,0.344
wanda ba a iya lissafi,unaccountable,anticipation,0.336
aboki,buddy,anticipation,0.336
rashin nasara,unbeaten,anticipation,0.336
ƙwayar cuta,germ,anticipation,0.336
yan'uwan juna,brotherly,anticipation,0.336
rage,lessen,anticipation,0.336
gaskiya,pare,anticipation,0.336
tsarki,chastity,anticipation,0.328
majalisa,council,anticipation,0.328
mai haƙuri,patient,anticipation,0.328
mallaka,possess,anticipation,0.328
digress,digress,anticipation,0.328
na boko,secular,anticipation,0.328
kintinkiri,ribbon,anticipation,0.328
kurciya,dove,anticipation,0.328
ƙanshi,olfactory,anticipation,0.328
m,immature,anticipation,0.32
zato,fancy,anticipation,0.32
zubar,disposed,anticipation,0.32
heft,heft,anticipation,0.32
filafili,paddle,anticipation,0.32
rufewa,cove,anticipation,0.32
akai -akai,regularity,anticipation,0.32
matsakanci,mediator,anticipation,0.32
mai kiyayewa,preservative,anticipation,0.32
bincika,scrutinize,anticipation,0.32
kashe -kashe,infanticide,anticipation,0.32
musu,denying,anticipation,0.312
manazarci,analyst,anticipation,0.312
ba a buga ba,unpublished,anticipation,0.312
coci,church,anticipation,0.312
m,grim,anticipation,0.312
bugle,bugle,anticipation,0.312
niƙa,mill,anticipation,0.305
firist,priesthood,anticipation,0.305
fadin,broadside,anticipation,0.305
shari'a,judicial,anticipation,0.305
yau,saliva,anticipation,0.297
thermocouple,thermocouple,anticipation,0.297
damuwa,dismay,anticipation,0.297
hula,cap,anticipation,0.297
malami,instructor,anticipation,0.297
gajiya,exhaustion,anticipation,0.297
na haraji,tributary,anticipation,0.297
dauri,shackle,anticipation,0.289
cataract,cataract,anticipation,0.289
saba,wont,anticipation,0.289
kurma,bruise,anticipation,0.289
visor,visor,anticipation,0.289
adiresoshin,addresses,anticipation,0.289
marasa gida,homeless,anticipation,0.289
m,discreet,anticipation,0.289
cibiyar sadarwa,network,anticipation,0.289
rashin biyayya,noncompliance,anticipation,0.289
masanin taurari,astronomer,anticipation,0.281
makwabci,neighbor,anticipation,0.281
karkata,skewed,anticipation,0.281
hukunci,sentence,anticipation,0.273
picket,picket,anticipation,0.273
rashin balaga,immaturity,anticipation,0.273
kirim,cream,anticipation,0.273
shaidan,devil,anticipation,0.273
latent,latent,anticipation,0.273
tsarki,holiness,anticipation,0.273
lull,lull,anticipation,0.266
dabi'u,morals,anticipation,0.266
na al'ada,habitual,anticipation,0.266
unguwa,neighborhood,anticipation,0.266
nauyi,weight,anticipation,0.258
wallahi,bye,anticipation,0.258
gaba,forearm,anticipation,0.25
wawa,clown,anticipation,0.25
gabobin jiki,organ,anticipation,0.25
faɗi,quote,anticipation,0.242
gama gari,commonplace,anticipation,0.242
mulkin kama -karya,dictatorship,anticipation,0.234
treadmill,treadmill,anticipation,0.234
jirgi,board,anticipation,0.234
dogo,rail,anticipation,0.234
itace,tree,anticipation,0.227
sundial,sundial,anticipation,0.227
inna,paralysis,anticipation,0.211
tsutsa,worm,anticipation,0.203
siminti,cement,anticipation,0.203
kungiya,organization,anticipation,0.203
m,lagging,anticipation,0.18
tsaka tsaki,neutral,anticipation,0.148
cin naman mutane,cannibalism,disgust,0.953
yankewa,mutilation,disgust,0.93
lalata,incest,disgust,0.914
cin zarafi,molestation,disgust,0.914
fyade,rape,disgust,0.906
gonorrhea,gonorrhea,disgust,0.906
mai cin nama,cannibal,disgust,0.898
rubewa,rot,disgust,0.891
gawa,corpse,disgust,0.883
najasa,excrement,disgust,0.883
kisan gilla,massacre,disgust,0.883
barf,barf,disgust,0.875
yanka,slaughter,disgust,0.875
mayanka,slaughterhouse,disgust,0.867
ƙazanta,filth,disgust,0.859
magudanar ruwa,sewerage,disgust,0.859
rashin aure,incestuous,disgust,0.859
girman kai,bigot,disgust,0.859
rancid,rancid,disgust,0.859
annoba,plague,disgust,0.852
infestation,infestation,disgust,0.852
kisan kiyashi,holocaust,disgust,0.852
masu shan jini,bloodthirsty,disgust,0.852
tsutsa,maggot,disgust,0.844
rotting,rotting,disgust,0.844
najasa,feces,disgust,0.844
najasa,fecal,disgust,0.844
kisan kai,murder,disgust,0.839
kashe -kashe,infanticide,disgust,0.836
bautar,enslaved,disgust,0.836
kisan kai,homicide,disgust,0.836
mahaukaci,asshole,disgust,0.836
karkatattu,perverted,disgust,0.828
gore,gore,disgust,0.828
yanka,slaughtering,disgust,0.828
excretion,excretion,disgust,0.828
azabtarwa,torture,disgust,0.828
gurbata,contaminate,disgust,0.821
gudawa,diarrhoea,disgust,0.82
mai kisan kai,murderer,disgust,0.82
taki,manure,disgust,0.82
gori,gory,disgust,0.82
abin ƙyama,repugnant,disgust,0.82
'yan ta'adda,terrorist,disgust,0.82
shirme,shit,disgust,0.82
wulakanci,desecration,disgust,0.82
m,grotesque,disgust,0.82
tawaye,revolting,disgust,0.82
karkatattu,pervert,disgust,0.82
yankewa,dismemberment,disgust,0.812
amai,vomit,disgust,0.812
lambatu,sewer,disgust,0.812
bauta,slavery,disgust,0.812
najasa,faeces,disgust,0.812
gawa,cadaver,disgust,0.812
kisan kai,manslaughter,disgust,0.812
zubar jini,hemorrhage,disgust,0.805
abin ƙyama,repulsive,disgust,0.805
karkatattu,perverse,disgust,0.805
mai ciwo,diseased,disgust,0.797
ƙazanta,filthy,disgust,0.797
lalata,depravity,disgust,0.797
najasa,sewage,disgust,0.797
gawa,carcass,disgust,0.795
rugujewa,decompose,disgust,0.789
dung,dung,disgust,0.789
m,parasite,disgust,0.789
m,horrific,disgust,0.789
mai kisan kai,murderous,disgust,0.789
puke,puke,disgust,0.789
kwari,vermin,disgust,0.789
rubewa,decayed,disgust,0.789
yanke jiki,mutilated,disgust,0.789
herpes,herpes,disgust,0.789
m,gruesome,disgust,0.789
kumburin ciki,flatulence,disgust,0.781
slime,slime,disgust,0.781
girman kai,monstrosity,disgust,0.781
banza,crap,disgust,0.781
zazzabin cizon sauro,malaria,disgust,0.781
annoba,pestilence,disgust,0.781
kashe -kashe,carnage,disgust,0.781
m,insidious,disgust,0.773
tura,pus,disgust,0.773
dakin ajiye gawa,morgue,disgust,0.773
abin ƙyama,loathsome,disgust,0.773
herpesvirus kamuwa da cuta,herpesvirus,disgust,0.773
kuturta,leprosy,disgust,0.773
mai guba,toxic,disgust,0.773
tayar da hankali,revulsion,disgust,0.766
anthrax,anthrax,disgust,0.766
regurgitation,regurgitation,disgust,0.766
zalunci,cruel,disgust,0.766
abin ƙyama,repugnance,disgust,0.766
kyamar baki,xenophobia,disgust,0.766
karuwa,whore,disgust,0.766
kwanciya,lynch,disgust,0.766
rarrabuwa,dissection,disgust,0.759
karkacewa,perversion,disgust,0.758
mucous,mucous,disgust,0.758
mugunta,evil,disgust,0.758
zalunci,cruelty,disgust,0.758
mai kamuwa da cuta,infectious,disgust,0.758
kankara,canker,disgust,0.758
unguwa,slum,disgust,0.758
phlegm,phlegm,disgust,0.758
bazuwar,decomposition,disgust,0.75
mugu,sinister,disgust,0.75
m,corrupting,disgust,0.75
leeches,leeches,disgust,0.75
wari,stinking,disgust,0.742
rashin lafiya,sickening,disgust,0.742
datti,soiled,disgust,0.742
deranged,deranged,disgust,0.742
gamsai,mucus,disgust,0.742
bile,bile,disgust,0.742
abin ƙyama,abhorrence,disgust,0.742
aljani,demon,disgust,0.742
abin ƙyama,abomination,disgust,0.742
na aljanu,demonic,disgust,0.742
septic,septic,disgust,0.742
rashin lafiya,sicken,disgust,0.734
mugunta,foul,disgust,0.734
ciwon daji,cancer,disgust,0.734
ta'addanci,terrorism,disgust,0.734
zalunci,atrocity,disgust,0.734
giciye,crucifixion,disgust,0.734
abin ƙyama,despicable,disgust,0.734
kiba,obese,disgust,0.734
degeneracy,degeneracy,disgust,0.734
tunkudewa,repulsion,disgust,0.727
zina,adultery,disgust,0.727
grisly,grisly,disgust,0.727
datti,dirty,disgust,0.727
gurbatawa,contamination,disgust,0.727
enema,enema,disgust,0.727
diabolical,diabolical,disgust,0.727
kwayan cuta,bacterium,disgust,0.727
ciwon ciki,dysentery,disgust,0.727
cututtuka,morbidity,disgust,0.727
datti,garbage,disgust,0.719
ƙyama,disgust,disgust,0.719
gawa,autopsy,disgust,0.719
hanji,bowels,disgust,0.719
yaduwa,contagion,disgust,0.719
ciki,entrails,disgust,0.719
tsutsa,muck,disgust,0.719
babba,gross,disgust,0.719
m,vulgar,disgust,0.719
tabarbarewa,deterioration,disgust,0.719
m,pungent,disgust,0.719
lalata,lewd,disgust,0.719
mugu,vicious,disgust,0.719
nakasasshe,disfigured,disgust,0.719
dabbanci,barbaric,disgust,0.719
zubar da jini,bloodshed,disgust,0.714
guba,poisoned,disgust,0.711
ɓarna,mortification,disgust,0.711
gaba,gag,disgust,0.711
tashin zuciya,nausea,disgust,0.711
gurbata,pollute,disgust,0.711
azzalumi,tyrant,disgust,0.711
tashin hankali,violent,disgust,0.711
mugu,wretched,disgust,0.711
siriri,slimy,disgust,0.703
guba,poisoning,disgust,0.703
m,hateful,disgust,0.703
m,nasty,disgust,0.703
asiri,secretion,disgust,0.703
gira,grope,disgust,0.703
lalata,slut,disgust,0.703
m,noxious,disgust,0.703
datti,grime,disgust,0.703
lalata,depraved,disgust,0.703
tashin zuciya,nauseate,disgust,0.703
abin ƙyama,disgusting,disgust,0.703
alfasha,vulgarity,disgust,0.703
batsa,porn,disgust,0.703
maƙarƙashiya,constipation,disgust,0.703
son zuciya,despotism,disgust,0.703
kyanda,measles,disgust,0.696
wuta,hellish,disgust,0.695
datti,scum,disgust,0.695
hanji,intestinal,disgust,0.695
ƙiyayya,hate,disgust,0.695
kiba,obesity,disgust,0.695
wart,wart,disgust,0.695
mai yaɗuwa,contagious,disgust,0.695
kashe kansa,suicidal,disgust,0.695
sharar gida,waste,disgust,0.695
mugu,wretch,disgust,0.695
zagi,abuse,disgust,0.695
cuta,disease,disgust,0.688
gurbata,contaminated,disgust,0.688
zuw,ooze,disgust,0.688
smut,smut,disgust,0.688
cin amanar kasa,treason,disgust,0.688
rabid,rabid,disgust,0.688
tsutsar ciki,heartworm,disgust,0.688
mafi kyau,bestial,disgust,0.68
gurbatawa,pollution,disgust,0.68
m,freakish,disgust,0.68
marasa rai,soulless,disgust,0.68
abin ƙyama,abominate,disgust,0.68
ƙwayar cuta,germ,disgust,0.68
nakasasshe,deformed,disgust,0.68
maƙiyin Kristi,antichrist,disgust,0.68
abin ƙyama,abhorrent,disgust,0.68
kwalara,cholera,disgust,0.68
rashin lafiya,sickness,disgust,0.68
jahannama,hell,disgust,0.68
m,grimy,disgust,0.68
abin ƙyama,detest,disgust,0.68
ƙiyayya,hatred,disgust,0.68
ya lalace,dilapidated,disgust,0.672
m,hideous,disgust,0.672
m,loathful,disgust,0.672
mulkin kama -karya,dictatorship,disgust,0.672
batsa,obscene,disgust,0.672
m,inhuman,disgust,0.672
ƙiyayya,loathing,disgust,0.672
m,greasy,disgust,0.672
cice,cess,disgust,0.67
shaidan,devil,disgust,0.664
masochism,masochism,disgust,0.664
abin ƙyama,abominable,disgust,0.664
m,deadly,disgust,0.664
tashin zuciya,nauseous,disgust,0.664
nakasa,deformity,disgust,0.664
alade,swine,disgust,0.664
bidi'a,heretic,disgust,0.664
nuna bambanci,discrimination,disgust,0.664
cin hanci da rashawa,corruption,disgust,0.656
mai guba,poisonous,disgust,0.656
tsoro,horror,disgust,0.656
goo,goo,disgust,0.656
son zuciya,prejudiced,disgust,0.656
guba,poison,disgust,0.656
girma,mange,disgust,0.656
zalunci,oppression,disgust,0.656
m,horrible,disgust,0.656
kwayoyin cuta,bacteria,disgust,0.656
mutuwa,death,disgust,0.656
zubar da ciki,abortion,disgust,0.656
bandaki,latrines,disgust,0.656
m,nefarious,disgust,0.656
wanda aka zalunta,victimized,disgust,0.656
datti,trash,disgust,0.656
mai fansa,vindictive,disgust,0.648
tsoro,horrid,disgust,0.648
m,immoral,disgust,0.648
ƙiyayya,detestation,disgust,0.648
waje,outhouse,disgust,0.648
karkiya,bitch,disgust,0.648
mugu,ugly,disgust,0.648
laka,sludge,disgust,0.648
datti,trashy,disgust,0.648
lalata,indecency,disgust,0.641
m,horrifying,disgust,0.641
wulakanci,derogatory,disgust,0.641
kuraje,pimple,disgust,0.641
mai laxative,laxative,disgust,0.641
malfeasance,malfeasance,disgust,0.641
cystic,cystic,disgust,0.641
maras kyau,unsightly,disgust,0.641
mugu,villainous,disgust,0.641
laifi,criminality,disgust,0.641
zagi,spew,disgust,0.641
gangarawa,slop,disgust,0.641
asiri,secrete,disgust,0.633
zalunci,oppressive,disgust,0.633
bera,rat,disgust,0.633
mai zunubi,sinful,disgust,0.633
son zuciya,queasy,disgust,0.633
mai aikatawa,perpetrator,disgust,0.633
karuwanci,prostitution,disgust,0.633
mildew,mildew,disgust,0.633
ranar alkiyama,doomsday,disgust,0.633
mai girman kai,bigoted,disgust,0.633
miki,ulcer,disgust,0.633
mamaki,aghast,disgust,0.625
fitina,persecution,disgust,0.625
cin abinci,gluttony,disgust,0.625
stool,stools,disgust,0.625
dastardly,dastardly,disgust,0.625
zunubi,sin,disgust,0.625
kumburin ciki,bloated,disgust,0.625
abin ƙyama,contemptible,disgust,0.625
mugunta,ghastly,disgust,0.625
cuckold,cuckold,disgust,0.625
wahala,suffering,disgust,0.625
ƙasƙanci,degrading,disgust,0.625
naman gwari,fungus,disgust,0.625
batsa,obscenity,disgust,0.625
wulakanci,disgraceful,disgust,0.625
shaidan,devilish,disgust,0.625
kuzari,louse,disgust,0.617
diaper,diaper,disgust,0.617
yaudara,deceit,disgust,0.617
mutuwa,dying,disgust,0.617
cutar,infect,disgust,0.617
m,crusty,disgust,0.617
guillotine,guillotine,disgust,0.617
auren mata fiye da daya,polygamy,disgust,0.617
ƙiyayya,loathe,disgust,0.617
rashin lafiya,sickly,disgust,0.617
m,atrocious,disgust,0.617
mai,fat,disgust,0.617
lokaci,termite,disgust,0.617
mugu,malicious,disgust,0.617
ganimar,spoil,disgust,0.617
tetanus,tetanus,disgust,0.617
cin amana,betrayal,disgust,0.617
makure,strangle,disgust,0.617
ciwo,wench,disgust,0.617
sabotage,sabotage,disgust,0.609
zubar jini,bleeding,disgust,0.609
da karfi,violently,disgust,0.609
ƙiren ƙarya,slander,disgust,0.609
nakasa,deform,disgust,0.609
abin ƙyama,abhor,disgust,0.609
maƙiya,hostile,disgust,0.609
ghetto,ghetto,disgust,0.609
gidan karuwai,brothel,disgust,0.609
dafi,venomous,disgust,0.609
zuci,drool,disgust,0.609
farauta,poaching,disgust,0.602
mayaudari,traitor,disgust,0.602
hag,hag,disgust,0.602
mummuna,ugliness,disgust,0.602
kafiri,infidel,disgust,0.602
hauka,lunacy,disgust,0.602
ba a wanke ba,unwashed,disgust,0.602
musty,musty,disgust,0.602
haram,illicit,disgust,0.602
fadama,swampy,disgust,0.602
hanawa,deprivation,disgust,0.602
kurkuku,imprisonment,disgust,0.602
bandaki,toilet,disgust,0.594
slug,slug,disgust,0.594
bala'i,catastrophe,disgust,0.594
maye,intoxicated,disgust,0.594
mahaukaci,lunatic,disgust,0.594
annoba,epidemic,disgust,0.594
kumburi,blister,disgust,0.594
hanji,gut,disgust,0.594
korewa,repelling,disgust,0.594
ɗan daba,thug,disgust,0.594
ƙiyayya,hostility,disgust,0.594
yaudara,deceitful,disgust,0.594
dafi,venom,disgust,0.594
mai zunubi,sinner,disgust,0.594
mahauci,butcher,disgust,0.594
lurid,lurid,disgust,0.594
damuwa,queasiness,disgust,0.594
zullumi,misery,disgust,0.594
ya lalace,deteriorated,disgust,0.586
m,appalling,disgust,0.586
m,dreadful,disgust,0.586
incubus,incubus,disgust,0.586
bandaki,lavatory,disgust,0.586
tursasawa,harass,disgust,0.586
karuwa,prostitute,disgust,0.586
marar tsarki,unclean,disgust,0.586
labarin batsa,pornography,disgust,0.586
makirci,conspirator,disgust,0.578
wulakanci,humiliating,disgust,0.578
lalata,ruinous,disgust,0.578
kururuwa,squeamish,disgust,0.578
jinkiri,retard,disgust,0.578
zalunci,larceny,disgust,0.578
munafuki,hypocrite,disgust,0.578
m,offensive,disgust,0.578
fitarwa,expulsion,disgust,0.578
ƙuma,flea,disgust,0.578
kurji,rash,disgust,0.578
marasa aminci,unfaithful,disgust,0.578
fiend,fiend,disgust,0.578
rashin lafiya,sick,disgust,0.578
mangle,mangle,disgust,0.578
lalata,debauchery,disgust,0.578
girgiza kai,quagmire,disgust,0.578
maciji,serpent,disgust,0.57
zalunci,oppress,disgust,0.57
mayaudari,treacherous,disgust,0.57
banza,bastard,disgust,0.57
m,devastating,disgust,0.57
tofa,spit,disgust,0.57
dank,dank,disgust,0.57
kukan karnuka,dogsick,disgust,0.57
m,messy,disgust,0.57
fadama,swamp,disgust,0.57
bulala,flog,disgust,0.57
raina,despise,disgust,0.57
m,egregious,disgust,0.57
m,sloppy,disgust,0.562
marasa tausayi,ruthless,disgust,0.562
dan iska,scoundrel,disgust,0.562
m,sordid,disgust,0.562
shaye -shaye,alcoholism,disgust,0.562
yin zunubi,sinning,disgust,0.562
karuwa,harlot,disgust,0.562
hauka,insanity,disgust,0.562
m,awful,disgust,0.562
mai cutarwa,harmful,disgust,0.562
abokin gaba,enemy,disgust,0.562
azzalumai,tyrannical,disgust,0.562
sata,stealing,disgust,0.562
wulakanci,humiliation,disgust,0.562
m,terrible,disgust,0.562
maciji,snake,disgust,0.562
loo,loo,disgust,0.562
m,indecent,disgust,0.562
arsenic,arsenic,disgust,0.555
rashin iyawa,insufferable,disgust,0.555
matsoraci,coward,disgust,0.555
atrophy,atrophy,disgust,0.555
mai kisan kai,slayer,disgust,0.555
ware,segregate,disgust,0.555
m,odious,disgust,0.555
flabby,flabby,disgust,0.555
dabbanci,beastly,disgust,0.555
barazana,threatening,disgust,0.555
fashi,robbery,disgust,0.555
ba'a,ridicule,disgust,0.555
m,distaste,disgust,0.555
mugunta,wickedness,disgust,0.555
na jini,bloody,disgust,0.555
maras kyau,unattractive,disgust,0.555
hada baki,collusion,disgust,0.555
varicella,varicella,disgust,0.555
nuna bambanci,discriminating,disgust,0.555
ogre,ogre,disgust,0.547
kai hari,attacking,disgust,0.547
vesicular,vesicular,disgust,0.547
tsinema,anathema,disgust,0.547
mugu,malevolent,disgust,0.547
barawo,thief,disgust,0.547
sacewa,pillage,disgust,0.547
purgatory,purgatory,disgust,0.547
ɓarawo,burglar,disgust,0.547
m,deleterious,disgust,0.547
tilastawa,coercion,disgust,0.547
numfashi,suffocating,disgust,0.547
m,bitterly,disgust,0.547
slur,slur,disgust,0.547
abin bakin ciki,miserable,disgust,0.547
hukunci,condemnation,disgust,0.547
salo,sty,disgust,0.547
mashayi,drunken,disgust,0.539
makaryaci,liar,disgust,0.539
mai kishi,jealous,disgust,0.539
bugawa,thrash,disgust,0.539
rashin hankali,sloth,disgust,0.539
kafirci,infidelity,disgust,0.539
alade,pig,disgust,0.539
mai kwadayi,greedy,disgust,0.539
kin amincewa,repudiation,disgust,0.539
m,repellant,disgust,0.539
m,fatty,disgust,0.539
wulakanci,disgrace,disgust,0.539
daure,imprisoned,disgust,0.539
gob,gob,disgust,0.539
zagi,sneer,disgust,0.539
kunya,shame,disgust,0.539
m,lethal,disgust,0.536
lalace,ruined,disgust,0.531
neurotic,neurotic,disgust,0.531
mai fasa -kwauri,smuggler,disgust,0.531
mai halakarwa,destructive,disgust,0.531
lahani,blemish,disgust,0.531
rataye,hanging,disgust,0.531
mai kutsawa,intrusive,disgust,0.531
ya bushe,withered,disgust,0.531
sabo,blasphemous,disgust,0.531
ƙarya,lying,disgust,0.531
mai zafi,painful,disgust,0.531
hydrocephalus,hydrocephalus,disgust,0.531
ɓarna,aberration,disgust,0.531
ƙasƙantar da kai,condescension,disgust,0.531
rashin haƙuri,intolerant,disgust,0.531
konewa,burnt,disgust,0.531
wargajewa,disintegrate,disgust,0.531
faɗa,brawl,disgust,0.531
mugu,travesty,disgust,0.531
