translatedText,word,emotion,emotion-intensity-score
hell,hell,disgust,0.68
dị njọ,grimy,disgust,0.68
ihe arụ,detest,disgust,0.68
ịkpọasị,hatred,disgust,0.68
na -emebi emebi,dilapidated,disgust,0.672
ihe ojoo,hideous,disgust,0.672
na -asọ oyi,loathful,disgust,0.672
ọchịchị aka ike,dictatorship,disgust,0.672
okwu rụrụ arụ,obscene,disgust,0.672
obi ọjọọ,inhuman,disgust,0.672
na -asọ oyi,loathing,disgust,0.672
kegriiz,greasy,disgust,0.672
cess,cess,disgust,0.67
ekwensu,devil,disgust,0.664
masochism,masochism,disgust,0.664
ihe arụ,abominable,disgust,0.664
na -egbu egbu,deadly,disgust,0.664
afọ ọsịsa,nauseous,disgust,0.664
nrụrụ,deformity,disgust,0.664
ezì,swine,disgust,0.664
onye jụrụ okwukwe,heretic,disgust,0.664
ịkpa oke,discrimination,disgust,0.664
nrụrụ aka,corruption,disgust,0.656
nsi,poisonous,disgust,0.656
egwu,horror,disgust,0.656
goo,goo,disgust,0.656
ajọ mbunobi,prejudiced,disgust,0.656
nsi,poison,disgust,0.656
nri,mange,disgust,0.656
mmegbu,oppression,disgust,0.656
jọgburu onwe ya,horrible,disgust,0.656
nje bacteria,bacteria,disgust,0.656
ọnwụ,death,disgust,0.656
ite ime,abortion,disgust,0.656
ụlọ mposi,latrines,disgust,0.656
adịghị mma,nefarious,disgust,0.656
mebiri,victimized,disgust,0.656
ahihia,trash,disgust,0.656
imegwara,vindictive,disgust,0.648
egwu,horrid,disgust,0.648
omume rụrụ arụ,immoral,disgust,0.648
ihe -árú,detestation,disgust,0.648
ụlọ,outhouse,disgust,0.648
nkịta,bitch,disgust,0.648
jọrọ njọ,ugly,disgust,0.648
unyi,sludge,disgust,0.648
ihe mkpofu,trashy,disgust,0.648
omume rụrụ arụ,indecency,disgust,0.641
na -emenye ụjọ,horrifying,disgust,0.641
okwu mkparị,derogatory,disgust,0.641
imi,pimple,disgust,0.641
na -egbu mgbu,laxative,disgust,0.641
malfeasance,malfeasance,disgust,0.641
ihe omimi,cystic,disgust,0.641
adịghị mma n'anya,unsightly,disgust,0.641
onye ọjọọ,villainous,disgust,0.641
mpụ,criminality,disgust,0.641
gbasie,spew,disgust,0.641
slop,slop,disgust,0.641
zoro ezo,secrete,disgust,0.633
mmegbu,oppressive,disgust,0.633
oke,rat,disgust,0.633
mmehie,sinful,disgust,0.633
adị jụụ,queasy,disgust,0.633
onye na -eme ihe,perpetrator,disgust,0.633
akwụna,prostitution,disgust,0.633
mildew,mildew,disgust,0.633
ụbọchị mbibi,doomsday,disgust,0.633
mpako,bigoted,disgust,0.633
ọnyá afọ,ulcer,disgust,0.633
tụrụ m n'anya,aghast,disgust,0.625
mkpagbu,persecution,disgust,0.625
iribiga nri ókè,gluttony,disgust,0.625
stool,stools,disgust,0.625
dastardly,dastardly,disgust,0.625
mmehie,sin,disgust,0.625
etuto,bloated,disgust,0.625
eleda anya,contemptible,disgust,0.625
egwu,ghastly,disgust,0.625
egwu,cuckold,disgust,0.625
ahụhụ,suffering,disgust,0.625
na -eweda ala,degrading,disgust,0.625
ero,fungus,disgust,0.625
ihe rụrụ arụ,obscenity,disgust,0.625
ihe ihere,disgraceful,disgust,0.625
ekwensu,devilish,disgust,0.625
igwu,louse,disgust,0.617
akwa nhicha,diaper,disgust,0.617
aghụghọ,deceit,disgust,0.617
na -anwụ anwụ,dying,disgust,0.617
oria,infect,disgust,0.617
crusty,crusty,disgust,0.617
guillotine,guillotine,disgust,0.617
ịlụ karịa otu nwanyị,polygamy,disgust,0.617
na -asọ oyi,loathe,disgust,0.617
na -arịa ọrịa,sickly,disgust,0.617
obi ojoo,atrocious,disgust,0.617
abụba,fat,disgust,0.617
nkeji oge,termite,disgust,0.617
obi ojoo,malicious,disgust,0.617
imebi,spoil,disgust,0.617
tetanus,tetanus,disgust,0.617
nrara,betrayal,disgust,0.617
nyagbu,strangle,disgust,0.617
mgbu,wench,disgust,0.617
sabotage,sabotage,disgust,0.609
ọbara ọgbụgba,bleeding,disgust,0.609
n'ike,violently,disgust,0.609
nkwutọ,slander,disgust,0.609
nkwarụ,deform,disgust,0.609
akparị,abhor,disgust,0.609
onye iro,hostile,disgust,0.609
ghetto,ghetto,disgust,0.609
ụlọ akwụna,brothel,disgust,0.609
nsi,venomous,disgust,0.609
ịda mba,drool,disgust,0.609
n'ịchụ nta,poaching,disgust,0.602
onye sabo,traitor,disgust,0.602
igwe,hag,disgust,0.602
ihe ojoo,ugliness,disgust,0.602
onye ekweghi ekwe,infidel,disgust,0.602
nzuzu,lunacy,disgust,0.602
asachapụghị ya,unwashed,disgust,0.602
musty,musty,disgust,0.602
iwu akwadoghị,illicit,disgust,0.602
apiti,swampy,disgust,0.602
mwepu,deprivation,disgust,0.602
mkporo,imprisonment,disgust,0.602
ụlọ mposi,toilet,disgust,0.594
slug,slug,disgust,0.594
ọdachi,catastrophe,disgust,0.594
mmanya na -egbu,intoxicated,disgust,0.594
onye ara,lunatic,disgust,0.594
ntiwapụ ọrịa,epidemic,disgust,0.594
ọnya,blister,disgust,0.594
gootu,gut,disgust,0.594
na -asọgharị,repelling,disgust,0.594
onye ohi,thug,disgust,0.594
iro,hostility,disgust,0.594
aghụghọ,deceitful,disgust,0.594
nsi,venom,disgust,0.594
onye mmehie,sinner,disgust,0.594
onye na-egbu anụ,butcher,disgust,0.594
nzuzu,lurid,disgust,0.594
mgbagwoju anya,queasiness,disgust,0.594
nhụsianya,misery,disgust,0.594
njọ,deteriorated,disgust,0.586
dị egwu,appalling,disgust,0.586
dị egwu,dreadful,disgust,0.586
incubus,incubus,disgust,0.586
ụlọ mposi,lavatory,disgust,0.586
mmanye egwu,harass,disgust,0.586
akwụna,prostitute,disgust,0.586
adịghị ọcha,unclean,disgust,0.586
ihe na -akpali agụụ mmekọahụ,pornography,disgust,0.586
onye nkata,conspirator,disgust,0.578
na -emechu ihu,humiliating,disgust,0.578
mbibi,ruinous,disgust,0.578
na -ama jijiji,squeamish,disgust,0.578
laa azụ,retard,disgust,0.578
okwu nzuzu,larceny,disgust,0.578
onye ihu abụọ,hypocrite,disgust,0.578
mkpasu iwe,offensive,disgust,0.578
nchụpụ,expulsion,disgust,0.578
ahuhu,flea,disgust,0.578
ọkụ ọkụ,rash,disgust,0.578
ekwesịghị ntụkwasị obi,unfaithful,disgust,0.578
fiend,fiend,disgust,0.578
na -arịa ọrịa,sick,disgust,0.578
mangle,mangle,disgust,0.578
ịkwa iko,debauchery,disgust,0.578
ịma jijiji,quagmire,disgust,0.578
agwo,serpent,disgust,0.57
mmegbu,oppress,disgust,0.57
onye aghụghọ,treacherous,disgust,0.57
Enwe nne enwe nna,bastard,disgust,0.57
na -emebi ihe,devastating,disgust,0.57
gbụpụ ọnụ mmiri,spit,disgust,0.57
dank,dank,disgust,0.57
nkịta nkịta,dogsick,disgust,0.57
imetosi,messy,disgust,0.57
apiti,swamp,disgust,0.57
tie ihe,flog,disgust,0.57
nleda anya,despise,disgust,0.57
dị egwu,egregious,disgust,0.57
slopi,sloppy,disgust,0.562
obi tara mmiri,ruthless,disgust,0.562
onye njo,scoundrel,disgust,0.562
siri ike,sordid,disgust,0.562
aismụrụma,alcoholism,disgust,0.562
na -emehie,sinning,disgust,0.562
akwụna,harlot,disgust,0.562
ara,insanity,disgust,0.562
jọgburu onwe ya,awful,disgust,0.562
na -emerụ ahụ,harmful,disgust,0.562
onye iro,enemy,disgust,0.562
aka ike,tyrannical,disgust,0.562
na -ezu ohi,stealing,disgust,0.562
mmechuihu,humiliation,disgust,0.562
egwu,terrible,disgust,0.562
agwo,snake,disgust,0.562
loo,loo,disgust,0.562
adighi nma,indecent,disgust,0.562
arsenic,arsenic,disgust,0.555
enweghi ike ime,insufferable,disgust,0.555
onye ụjọ,coward,disgust,0.555
atrophy,atrophy,disgust,0.555
ogbu mmadu,slayer,disgust,0.555
iche,segregate,disgust,0.555
jọgburu onwe ya,odious,disgust,0.555
ihe nzuzu,flabby,disgust,0.555
anụ ọhịa,beastly,disgust,0.555
egwu,threatening,disgust,0.555
ohi,robbery,disgust,0.555
ịkwa emo,ridicule,disgust,0.555
ịkpọasị,distaste,disgust,0.555
ajọ omume,wickedness,disgust,0.555
ọbara,bloody,disgust,0.555
na -adighi mma,unattractive,disgust,0.555
nchịkọta,collusion,disgust,0.555
varicella,varicella,disgust,0.555
ịkpa oke,discriminating,disgust,0.555
ogre,ogre,disgust,0.547
na -awakpo,attacking,disgust,0.547
vesicular,vesicular,disgust,0.547
anathema,anathema,disgust,0.547
na -eme ihe ọjọọ,malevolent,disgust,0.547
onye ohi,thief,disgust,0.547
ịkwakọrọ ihe,pillage,disgust,0.547
pọgatrị,purgatory,disgust,0.547
onye ohi,burglar,disgust,0.547
na -emebi emebi,deleterious,disgust,0.547
mmanye,coercion,disgust,0.547
na -eku ume,suffocating,disgust,0.547
ilu,bitterly,disgust,0.547
slur,slur,disgust,0.547
nhụsianya,miserable,disgust,0.547
ikpe,condemnation,disgust,0.547
ụdị,sty,disgust,0.547
mmanya na -egbu,drunken,disgust,0.539
onye ugha,liar,disgust,0.539
ekworo,jealous,disgust,0.539
thrash,thrash,disgust,0.539
nzuzu,sloth,disgust,0.539
ekwesịghị ntụkwasị obi,infidelity,disgust,0.539
ezi,pig,disgust,0.539
onye anyaukwu,greedy,disgust,0.539
ịjụ,repudiation,disgust,0.539
onye nchighari,repellant,disgust,0.539
abuba,fatty,disgust,0.539
mmechuihu,disgrace,disgust,0.539
mkporo,imprisoned,disgust,0.539
gob,gob,disgust,0.539
njakịrị,sneer,disgust,0.539
ihere,shame,disgust,0.539
na -egbu egbu,lethal,disgust,0.536
mebiri emebi,ruined,disgust,0.531
akwara,neurotic,disgust,0.531
onye na -agba ọgwụ mgbochi,smuggler,disgust,0.531
na -ebibi ihe,destructive,disgust,0.531
nkwarụ,blemish,disgust,0.531
nghọta,hanging,disgust,0.531
intrusive,intrusive,disgust,0.531
akpọnwụwo,withered,disgust,0.531
nkwulu,blasphemous,disgust,0.531
ịgha ụgha,lying,disgust,0.531
na -egbu mgbu,painful,disgust,0.531
hydrocephalus,hydrocephalus,disgust,0.531
aberration,aberration,disgust,0.531
obi umeala,condescension,disgust,0.531
anagideghi ihe,intolerant,disgust,0.531
nsure ọkụ,burnt,disgust,0.531
tisasịa,disintegrate,disgust,0.531
ọgụ,brawl,disgust,0.531
travesty,travesty,disgust,0.531
ebubo,accusation,disgust,0.523
mkpofu,rubbish,disgust,0.523
gbarụrụ agbarụ,blighted,disgust,0.523
mkporo,incarceration,disgust,0.523
nlelị,derogation,disgust,0.523
nne ukwu,mistress,disgust,0.523
ihere,disgraced,disgust,0.523
ekweghị ibe nọrọ,intolerance,disgust,0.523
na -akparị,disparaging,disgust,0.523
ịkpa oke,avarice,disgust,0.523
ihe ojoo,grim,disgust,0.516
foduru,remains,disgust,0.516
egwu egwu,cringe,disgust,0.516
daemon,daemon,disgust,0.516
mite,mite,disgust,0.516
udele,vulture,disgust,0.516
isi ísì,stink,disgust,0.516
izu ohi,rob,disgust,0.516
sump,sump,disgust,0.516
weda ala,degrade,disgust,0.516
wayo,defraud,disgust,0.516
arara nye,betray,disgust,0.516
ihe ojoo,deplorable,disgust,0.516
ikpe,convict,disgust,0.516
nlelị,dishonor,disgust,0.516
mkpochapu,eradication,disgust,0.516
gootu,gutter,disgust,0.516
na -ata ahụhụ,tortious,disgust,0.516
ihere,sham,disgust,0.509
delirium,delirium,disgust,0.508
abaghị uru,worthless,disgust,0.508
ojuju,rejection,disgust,0.508
dị egwu,dreadfully,disgust,0.508
onye nga,prisoner,disgust,0.508
iri nri,glut,disgust,0.508
pesti,pest,disgust,0.508
ọdachi,disaster,disgust,0.508
iwe,resentment,disgust,0.508
na -esi isi,smelling,disgust,0.508
nzuzu,idiocy,disgust,0.508
iweda ala,belittle,disgust,0.508
nsogbu,distress,disgust,0.508
isi mgbaka,schizophrenia,disgust,0.508
na -akpasu iwe,distasteful,disgust,0.508
bọmbụ,bombed,disgust,0.508
blob,blob,disgust,0.508
dị njọ,crude,disgust,0.508
enweghi ngwọta,incurable,disgust,0.508
igwu wayo,cheat,disgust,0.508
juru ebe nile,endemic,disgust,0.508
adịghị ọcha,impurity,disgust,0.5
impeach,impeach,disgust,0.5
anyaukwu,greed,disgust,0.5
apịtị,mire,disgust,0.5
duress,duress,disgust,0.5
ilu,bitterness,disgust,0.5
ntụpọ,blight,disgust,0.5
unyi,dirt,disgust,0.5
chụpụ,banish,disgust,0.5
mmejọ,offense,disgust,0.5
iri ngarị,bribery,disgust,0.5
tirade,tirade,disgust,0.5
okwu mkparị,polemic,disgust,0.5
ekworo,jealousy,disgust,0.5
ịkwa emo,derision,disgust,0.5
iti mkpu,screaming,disgust,0.5
taboo,taboo,disgust,0.5
nkpa olu,shackle,disgust,0.5
dị nkọ,flagrant,disgust,0.5
izu ohi,theft,disgust,0.5
goblin,goblin,disgust,0.5
ikpere arụsị,idolatry,disgust,0.5
okwu ojoo,malign,disgust,0.492
nlaazu,recession,disgust,0.492
ọzara,gorge,disgust,0.492
enweghị nkwanye ùgwù,disreputable,disgust,0.492
onye iberibe,idiot,disgust,0.492
onye ohi,robber,disgust,0.492
mkpọka,wreck,disgust,0.492
obụpde,boil,disgust,0.492
ịma jijiji,squirm,disgust,0.492
lera,leer,disgust,0.492
na -arịa ọrịa,ill,disgust,0.492
enweghị mgbagha,unconscionable,disgust,0.492
nwere,possessed,disgust,0.484
ọgbaghara,mess,disgust,0.484
unyi,stain,disgust,0.484
anwansi,occult,disgust,0.484
imefusị ihe,wasteful,disgust,0.484
nsogbu,affliction,disgust,0.484
mpako,mutiny,disgust,0.484
nappy,nappy,disgust,0.484
servile,servile,disgust,0.484
onye mejọrọ,offender,disgust,0.484
ido onwe onye n'okpuru,subjugation,disgust,0.484
ara,mad,disgust,0.484
na -ewe iwe,raging,disgust,0.484
nlelị,contempt,disgust,0.484
ibu iro,animosity,disgust,0.484
iwu iwu,contraband,disgust,0.484
enweghị nkwanye ùgwù,disrespectful,disgust,0.484
anagideghi,unbearable,disgust,0.484
snara,snarl,disgust,0.484
enweghị mgbaghara,inexcusable,disgust,0.484
nkwutọ,defamation,disgust,0.484
mmegide,aversation,disgust,0.484
tramp,tramp,disgust,0.484
onye iro,nepotism,disgust,0.484
mmebi iwu,illegality,disgust,0.477
ịkwa emo,mockery,disgust,0.477
enweghị mmasị,uncaring,disgust,0.477
dị njọ,dismal,disgust,0.477
omume rụrụ arụ,immorality,disgust,0.477
nkwarụ,palsy,disgust,0.477
adighi nma,unpleasant,disgust,0.477
mbibi,suppression,disgust,0.477
na -emegide,antagonistic,disgust,0.477
onye omekome,criminal,disgust,0.477
ọmịiko,pathetic,disgust,0.477
ịkwa emo,mocking,disgust,0.469
ọgwụ ọchụ,repellent,disgust,0.469
njo,aggravation,disgust,0.469
na -ewe oke iwe,furious,disgust,0.469
livid,livid,disgust,0.469
wollow,wallow,disgust,0.469
e ji kpachie oghere,grating,disgust,0.469
nchụpụ,banishment,disgust,0.469
ụkwara,cough,disgust,0.469
ajirija,perspiration,disgust,0.469
ịda ogbenye,poverty,disgust,0.469
were iwe,angry,disgust,0.469
iwe,outrage,disgust,0.469
shoddy,shoddy,disgust,0.469
banshee,banshee,disgust,0.469
mpako,arrogant,disgust,0.469
wayo,fraudulent,disgust,0.461
ududo,spider,disgust,0.461
apịtị,muddy,disgust,0.461
iberibe,scar,disgust,0.461
dị egwu,spurious,disgust,0.461
kwakọrọ ihe,plunder,disgust,0.461
prick,prick,disgust,0.461
akpachapụghị anya,recklessness,disgust,0.461
nduhie,deceive,disgust,0.461
agbagọ,distorted,disgust,0.461
onye nzuzu,fool,disgust,0.461
quack,quack,disgust,0.461
mbibi,perdition,disgust,0.461
mkparị,insulting,disgust,0.461
enweghi ezi omume,unjustifiable,disgust,0.461
inwe mwute,deplore,disgust,0.461
emeghị ihe n'eziokwu,dishonest,disgust,0.453
aphid,aphid,disgust,0.453
nsogbu,bane,disgust,0.453
cur,cur,disgust,0.453
dire,dire,disgust,0.453
antipathy,antipathy,disgust,0.453
enweghị mmasị,disingenuous,disgust,0.453
ihere,stigma,disgust,0.453
nlelị,disparage,disgust,0.453
ihe a na -apụghị ichetụ n'echiche,unthinkable,disgust,0.453
iwe,indignation,disgust,0.453
kewapụ,alienate,disgust,0.453
mkpochapu,elimination,disgust,0.453
zere,eschew,disgust,0.453
ịchọ ọdịmma onwe onye,selfish,disgust,0.453
ugha,lie,disgust,0.445
caries,caries,disgust,0.445
opium,opium,disgust,0.445
recalcitrant,recalcitrant,disgust,0.445
isi,smell,disgust,0.445
nsọpụrụ,pious,disgust,0.445
odida,bankruptcy,disgust,0.445
ajọ omume,iniquity,disgust,0.445
onye anyaukwu,egotistical,disgust,0.445
efu,vacuous,disgust,0.445
ikpo,piles,disgust,0.445
anwụnta,mosquito,disgust,0.445
obi nkoropụ,despair,disgust,0.445
garish,garish,disgust,0.445
imefusị,wasted,disgust,0.445
na -asọ oyi,obnoxious,disgust,0.438
enweghị ebe obibi,homeless,disgust,0.438
tie mkpu,scream,disgust,0.438
ihe na -adịghị mma,abnormal,disgust,0.438
ihere,ashamed,disgust,0.438
mkparị,abject,disgust,0.438
nnyapade,sticky,disgust,0.438
enweghị olileanya,hopelessness,disgust,0.438
onye nga,inmate,disgust,0.438
zere,shun,disgust,0.438
ezi,hog,disgust,0.438
ịkpọasị,aversion,disgust,0.438
ọbịa,alien,disgust,0.438
ọbụbụ ọnụ,cursing,disgust,0.43
mpekere,debris,disgust,0.43
ekwesighi,undesirable,disgust,0.43
okwu ugha,falsity,disgust,0.43
oghom,adverse,disgust,0.43
aghụghọ,trickery,disgust,0.43
nkewa,separatist,disgust,0.43
iwu akwadoghị,illegal,disgust,0.43
ekweghị ekwe,incredulous,disgust,0.43
obi ọjọọ,callous,disgust,0.43
ịkatọ,denounce,disgust,0.43
amoosu,witch,disgust,0.43
ihe okike,creature,disgust,0.43
nnupu isi,defiance,disgust,0.43
pall,pall,disgust,0.43
ihere,shameless,disgust,0.43
ọbụbụ ọnụ,curse,disgust,0.43
reflux,reflux,disgust,0.43
mara mma,lusty,disgust,0.43
enweghị ntụkwasị obi,mistrust,disgust,0.422
onye na -elekọta mmadụ,socialist,disgust,0.422
adịghị ọcha,impure,disgust,0.422
dị mpako,pompous,disgust,0.422
na -ese okwu,contentious,disgust,0.422
mma,bum,disgust,0.422
ida,collapse,disgust,0.422
njupụta,swarm,disgust,0.422
mejọọ,offend,disgust,0.422
keajiaji,hairy,disgust,0.422
enweghi uto,tasteless,disgust,0.422
akpachapụghị anya,carelessness,disgust,0.422
gush,gush,disgust,0.422
onye isi ike,delinquent,disgust,0.422
dị egwu,ferocious,disgust,0.422
na -amụ nwa,infantile,disgust,0.422
imefusị,wasting,disgust,0.422
mkparị,affront,disgust,0.422
nicotine,nicotine,disgust,0.422
iwepụ,slush,disgust,0.422
bovine,bovine,disgust,0.422
nkatọ,denunciation,disgust,0.422
onye nzuzu,idiotic,disgust,0.422
ọrịa hypertrophy,hypertrophy,disgust,0.422
edozighi,untidy,disgust,0.422
tarnish,tarnish,disgust,0.422
amonia,ammonia,disgust,0.422
ihe ọjọọ,badness,disgust,0.422
ahịhịa,vegetative,disgust,0.414
adịghị mma,unfavorable,disgust,0.414
eleghara anya,neglected,disgust,0.414
drivel,drivel,disgust,0.414
vampire,vampire,disgust,0.414
iwu akwadoghị,illegitimate,disgust,0.414
onye ịgba akwụkwọ,litigious,disgust,0.414
socialism,socialism,disgust,0.414
nkwụsị,displacency,disgust,0.414
gbara ụka,sour,disgust,0.414
anwuru,murky,disgust,0.414
emeghị ihe n'eziokwu,dishonesty,disgust,0.414
inupụrụ isi,disobey,disgust,0.414
ichughachiazu,repel,disgust,0.406
amaghi ihe,ignorant,disgust,0.406
obi ojoo,unkind,disgust,0.406
ụgha,bogus,disgust,0.406
iwe,displeasure,disgust,0.406
ikpe,prosecution,disgust,0.406
ndị na -enweghị ekele,ungrateful,disgust,0.406
iwu akwadoghị,unlawful,disgust,0.406
ntụtụ,shoplifting,disgust,0.406
egwu,phony,disgust,0.406
nkwụsị,discontinuity,disgust,0.406
onye ajuru aju,outcast,disgust,0.406
ghagha ụgha,falsify,disgust,0.406
ime ihe ọjọọ,wrongdoing,disgust,0.406
enweghị mmasị,dislike,disgust,0.406
ewe iwe,disgruntled,disgust,0.406
recidivism,recidivism,disgust,0.406
na -etipịa,crushing,disgust,0.398
ahụhụ,woe,disgust,0.398
na -akawanye njọ,worsening,disgust,0.398
nleda anya,disdain,disgust,0.398
adighi ike,unruly,disgust,0.398
na -ekwekọghị n'okike,unnatural,disgust,0.398
adịghị ike,paucity,disgust,0.398
rigor,rigor,disgust,0.398
nzuzu,senseless,disgust,0.398
amphetamines,amphetamines,disgust,0.398
ịgbaghari,subvert,disgust,0.398
ntamu,stingy,disgust,0.398
loon,loon,disgust,0.398
asị,averse,disgust,0.398
odida,failure,disgust,0.398
rie,lick,disgust,0.398
ahụhụ,woefully,disgust,0.398
mkparị,insult,disgust,0.393
chụpụ,expel,disgust,0.391
akpị,scorpion,disgust,0.391
diatribe,diatribe,disgust,0.391
ọgba aghara,averseness,disgust,0.391
ntaramahụhụ,punishment,disgust,0.391
nke dị nsọ,farcical,disgust,0.391
nkatọ,critter,disgust,0.391
mmebi,damage,disgust,0.391
obi tara mmiri,hardened,disgust,0.391
muf,muff,disgust,0.391
ọjọọ,bad,disgust,0.391
onye na -emegide mmadụ,antisocial,disgust,0.391
tara ahụhụ,punished,disgust,0.391
nleda anya,disrelish,disgust,0.391
nganga,presumptuous,disgust,0.383
ịgba alụkwaghịm,divorce,disgust,0.383
na -agwụ ike,teeming,disgust,0.383
ihe nzuzu,shabby,disgust,0.383
àjà,sacrifices,disgust,0.383
ikpe ọmụma,guilt,disgust,0.383
amaghi akwukwo,illiterate,disgust,0.383
orc,orc,disgust,0.383
ndakpọ olileanya,disappoint,disgust,0.383
ihu abụọ,hypocritical,disgust,0.383
zuru oke,fulsome,disgust,0.383
onye gbara oso,fugitive,disgust,0.383
ịkwa iko,plagiarism,disgust,0.383
esemokwu,discord,disgust,0.383
nzuzu,surly,disgust,0.383
enweghị uche,irrational,disgust,0.383
akwa arịrị,lament,disgust,0.383
nchụpụ,eviction,disgust,0.383
adder,adder,disgust,0.383
anaconda,anaconda,disgust,0.383
akwa emo,scoff,disgust,0.375
nkewa,alienation,disgust,0.375
taa ụta,blame,disgust,0.375
ekwesighi,unworthy,disgust,0.375
gbahapụrụ,dislocated,disgust,0.375
na -akụda mmụọ,depressing,disgust,0.375
ujo,shock,disgust,0.375
omume ọjọọ,misconduct,disgust,0.375
mgbakasị,irritation,disgust,0.375
nsogbu,plight,disgust,0.375
nkwarụ,defective,disgust,0.375
na -akpasu iwe,irritating,disgust,0.375
ụgha,hoax,disgust,0.367
n'efu,vainly,disgust,0.367
enweghi ike,powerless,disgust,0.367
kagbuo,revoke,disgust,0.367
wimp,wimp,disgust,0.367
adighi mma,unhealthy,disgust,0.367
olulu,pitfall,disgust,0.367
cad,cad,disgust,0.367
wimpy,wimpy,disgust,0.367
ịma jijiji,shuddering,disgust,0.367
yipụ,stripped,disgust,0.367
mwepu,exclusion,disgust,0.367
toad,toad,disgust,0.367
ndakpọ olileanya,disillusionment,disgust,0.367
gbuo egbu,squelch,disgust,0.367
mmanye,coerce,disgust,0.367
na -afụ ụfụ,hurtful,disgust,0.367
ikwu eziokwu,blatant,disgust,0.367
Ụchụ,damn,disgust,0.359
nnupu isi,rebellion,disgust,0.359
ihe nzuzu,oddity,disgust,0.359
enweghị isi,ineptitude,disgust,0.359
tufuo,dispose,disgust,0.359
gbahapụrụ,deserted,disgust,0.359
adabaghi,incompatible,disgust,0.359
nnupụisi,disobedience,disgust,0.359
ahụhụ,bug,disgust,0.359
ejighi n'aka,uncertain,disgust,0.352
akparamagwa,misbehavior,disgust,0.352
adịghị mma,inept,disgust,0.352
dị egwu,fierce,disgust,0.352
compost,compost,disgust,0.352
obi,obi,disgust,0.352
ezighi ezi,wrongful,disgust,0.352
nkụda mmụọ,frustrate,disgust,0.352
anuahade,crushed,disgust,0.352
mkpari,ridiculous,disgust,0.352
ọkàiwu,lawyer,disgust,0.352
iwe,displeased,disgust,0.352
mgbasa,dismissal,disgust,0.352
anụ ahụ,flesh,disgust,0.352
ịgba akwụkwọ,litigate,disgust,0.352
na -adịghị,untoward,disgust,0.352
ihe nchoputa,censor,disgust,0.352
ịcha,cutting,disgust,0.352
gbajie,flinch,disgust,0.352
ajụghị,disapprove,disgust,0.344
ibelata,depreciate,disgust,0.344
anya mmiri,tearful,disgust,0.344
aghara aghara,unsettled,disgust,0.336
ukwu,lumpy,disgust,0.336
na -ese okwu,bickering,disgust,0.336
enweghị mmasị,disinclination,disgust,0.336
obi mgbawa,heartsick,disgust,0.336
ikpe,lawsuit,disgust,0.336
agbacha agbacha,discoloration,disgust,0.336
echeghị echiche,thoughtless,disgust,0.336
ekweghi,disallowed,disgust,0.336
enweghị ntụkwasị obi,distrust,disgust,0.336
ntamu,grumble,disgust,0.336
exigent,exigent,disgust,0.336
daft,daft,disgust,0.336
iwe iwe,annoy,disgust,0.336
enweghi afọ ojuju,discontent,disgust,0.336
enweghị mmasị,disliked,disgust,0.336
ihie,blunder,disgust,0.336
ewepu,excluded,disgust,0.328
nzuzu,sly,disgust,0.328
enweghi ike,instability,disgust,0.328
iwe iwe,exasperation,disgust,0.328
na -akpali akpali,provoking,disgust,0.328
gbochie,inhibit,disgust,0.328
enweghị ike ịchịkwa,unmanageable,disgust,0.328
hydrophobia,hydrophobia,disgust,0.328
na -eti mkpu,whine,disgust,0.328
cacophony,cacophony,disgust,0.328
ndakpọ olileanya,disappointed,disgust,0.328
onye hụrụ ihe onwunwe n'anya,materialist,disgust,0.328
iwe,grievance,disgust,0.328
nke na -adịghị eju afọ,unsatisfactory,disgust,0.328
na -eduhie,misleading,disgust,0.321
iwe,annoyance,disgust,0.32
na -asụ ude,groan,disgust,0.32
nkọcha,reproach,disgust,0.32
ejichi,confined,disgust,0.32
jụpụ,disclaim,disgust,0.32
ntụ ntụ,soot,disgust,0.32
ahaghị nhata,unequal,disgust,0.32
akwa,rags,disgust,0.32
na -adịghị anabata,disapproving,disgust,0.32
ihe mberede,mishap,disgust,0.32
arụrụ arụ,disservice,disgust,0.32
humbug,humbug,disgust,0.32
belatara,depreciated,disgust,0.312
ozizi,theism,disgust,0.312
adaghị,disincline,disgust,0.312
burke,burke,disgust,0.312
afo,stomach,disgust,0.312
dị oke ọnụ,overpriced,disgust,0.312
nkatọ,criticize,disgust,0.312
imi,sneeze,disgust,0.312
ala,soil,disgust,0.312
ekwesighi,inappropriate,disgust,0.312
enweghị uche,inconsiderate,disgust,0.312
mkpu,bang,disgust,0.305
enweghị mmasị,disliking,disgust,0.305
enyi na enyi,unfriendly,disgust,0.305
shack,shack,disgust,0.305
zoro ezo,latent,disgust,0.305
ndiiche,disparity,disgust,0.305
enweghị akaụntụ,unaccountable,disgust,0.305
mkpasu iwe,grumpy,disgust,0.305
gall,gall,disgust,0.305
inadmissible,inadmissible,disgust,0.305
coop,coop,disgust,0.304
ọnya,soreness,disgust,0.297
nzuko,congress,disgust,0.297
ndakpọ olileanya,disappointment,disgust,0.297
na -eti mkpu,growling,disgust,0.297
eleghara anya,disregarded,disgust,0.297
igbu oge,delay,disgust,0.297
ịba mba,scold,disgust,0.297
onye aghụghọ,rogue,disgust,0.297
azu azu,backwards,disgust,0.297
owu na -ama,lonely,disgust,0.297
ama ama,notoriety,disgust,0.289
nettle,nettle,disgust,0.289
flop,flop,disgust,0.289
