translatedText,word,emotion,emotion-intensity-score
gore,gore,disgust,0.828
pipa,slaughtering,disgust,0.828
iyọkuro,excretion,disgust,0.828
ìdálóró,torture,disgust,0.828
kontaminesonu,contaminate,disgust,0.821
igbe gbuuru,diarrhoea,disgust,0.82
apànìyàn,murderer,disgust,0.82
maalu,manure,disgust,0.82
gory,gory,disgust,0.82
irira,repugnant,disgust,0.82
apanilaya,terrorist,disgust,0.82
nik,shit,disgust,0.82
ibajẹ,desecration,disgust,0.82
ẹlẹgẹ,grotesque,disgust,0.82
sote,revolting,disgust,0.82
agabagebe,pervert,disgust,0.82
dismemberment,dismemberment,disgust,0.812
eebi,vomit,disgust,0.812
idoti,sewer,disgust,0.812
ẹrú,slavery,disgust,0.812
imi,faeces,disgust,0.812
oku,cadaver,disgust,0.812
ipaniyan,manslaughter,disgust,0.812
isun ẹjẹ,hemorrhage,disgust,0.805
ikorira,repulsive,disgust,0.805
arekereke,perverse,disgust,0.805
aisan,diseased,disgust,0.797
ẹlẹgbin,filthy,disgust,0.797
iwa ibajẹ,depravity,disgust,0.797
omi idọti,sewage,disgust,0.797
okú,carcass,disgust,0.795
decompose,decompose,disgust,0.789
igbe,dung,disgust,0.789
parasite,parasite,disgust,0.789
oburewa,horrific,disgust,0.789
apànìyàn,murderous,disgust,0.789
puke,puke,disgust,0.789
kokoro,vermin,disgust,0.789
ibajẹ,decayed,disgust,0.789
ti bajẹ,mutilated,disgust,0.789
herpes,herpes,disgust,0.789
buruju,gruesome,disgust,0.789
ifun titobi,flatulence,disgust,0.781
slime,slime,disgust,0.781
monstrosity,monstrosity,disgust,0.781
inira,crap,disgust,0.781
iba,malaria,disgust,0.781
ajakale -arun,pestilence,disgust,0.781
ipakupa,carnage,disgust,0.781
alaigbọran,insidious,disgust,0.773
pus,pus,disgust,0.773
ile igboku,morgue,disgust,0.773
irira,loathsome,disgust,0.773
herpesvirus,herpesvirus,disgust,0.773
ẹtẹ,leprosy,disgust,0.773
majele,toxic,disgust,0.773
ifilọlẹ,revulsion,disgust,0.766
anthrax,anthrax,disgust,0.766
atunṣe,regurgitation,disgust,0.766
ìka,cruel,disgust,0.766
ìríra,repugnance,disgust,0.766
xenophobia,xenophobia,disgust,0.766
panṣaga,whore,disgust,0.766
lynch,lynch,disgust,0.766
ipinya,dissection,disgust,0.759
arekereke,perversion,disgust,0.758
mucous,mucous,disgust,0.758
ibi,evil,disgust,0.758
ìkà,cruelty,disgust,0.758
àkóràn,infectious,disgust,0.758
akàn,canker,disgust,0.758
igboro,slum,disgust,0.758
akàn,phlegm,disgust,0.758
jijera,decomposition,disgust,0.75
ẹlẹṣẹ,sinister,disgust,0.75
ibajẹ,corrupting,disgust,0.75
leeches,leeches,disgust,0.75
rùn,stinking,disgust,0.742
aisan,sickening,disgust,0.742
ẹgbin,soiled,disgust,0.742
ti bajẹ,deranged,disgust,0.742
mucus,mucus,disgust,0.742
bile,bile,disgust,0.742
irira,abhorrence,disgust,0.742
ànjọ̀nú,demon,disgust,0.742
irira,abomination,disgust,0.742
eṣu,demonic,disgust,0.742
septic,septic,disgust,0.742
ṣàìsàn,sicken,disgust,0.734
ahon,foul,disgust,0.734
akàn,cancer,disgust,0.734
ipanilaya,terrorism,disgust,0.734
iwa ika,atrocity,disgust,0.734
agbelebu,crucifixion,disgust,0.734
ẹlẹgàn,despicable,disgust,0.734
sanra,obese,disgust,0.734
degeneracy,degeneracy,disgust,0.734
ifaseyin,repulsion,disgust,0.727
agbere,adultery,disgust,0.727
grisly,grisly,disgust,0.727
idọti,dirty,disgust,0.727
kontaminesonu,contamination,disgust,0.727
enema,enema,disgust,0.727
diabolical,diabolical,disgust,0.727
kokoro arun,bacterium,disgust,0.727
dysentery,dysentery,disgust,0.727
aisan,morbidity,disgust,0.727
idoti,garbage,disgust,0.719
ìríra,disgust,disgust,0.719
autopsy,autopsy,disgust,0.719
ifun,bowels,disgust,0.719
itankale,contagion,disgust,0.719
awọn ifun inu,entrails,disgust,0.719
muck,muck,disgust,0.719
nla,gross,disgust,0.719
ẹlẹgàn,vulgar,disgust,0.719
ibajẹ,deterioration,disgust,0.719
pungent,pungent,disgust,0.719
ifẹkufẹ,lewd,disgust,0.719
buburu,vicious,disgust,0.719
alaabo,disfigured,disgust,0.719
ẹranko,barbaric,disgust,0.719
itajesile,bloodshed,disgust,0.714
majele,poisoned,disgust,0.711
imudaniloju,mortification,disgust,0.711
gag,gag,disgust,0.711
ríru,nausea,disgust,0.711
ẹlẹgbin,pollute,disgust,0.711
alade,tyrant,disgust,0.711
iwa -ipa,violent,disgust,0.711
aburu,wretched,disgust,0.711
tẹẹrẹ,slimy,disgust,0.703
majele,poisoning,disgust,0.703
korira,hateful,disgust,0.703
ẹgbin,nasty,disgust,0.703
yomijade,secretion,disgust,0.703
táràrà,grope,disgust,0.703
ọlẹ,slut,disgust,0.703
aibanujẹ,noxious,disgust,0.703
eruku,grime,disgust,0.703
ibajẹ,depraved,disgust,0.703
ríru,nauseate,disgust,0.703
ìríra,disgusting,disgust,0.703
iwa palapala,vulgarity,disgust,0.703
ere onihoho,porn,disgust,0.703
àìrígbẹyà,constipation,disgust,0.703
ifẹkufẹ,despotism,disgust,0.703
akàn,measles,disgust,0.696
apaadi,hellish,disgust,0.695
ẹgbin,scum,disgust,0.695
ifun inu,intestinal,disgust,0.695
ikorira,hate,disgust,0.695
isanraju,obesity,disgust,0.695
wart,wart,disgust,0.695
tó leè ranni,contagious,disgust,0.695
igbẹmi ara ẹni,suicidal,disgust,0.695
egbin,waste,disgust,0.695
ibanuje,wretch,disgust,0.695
ilokulo,abuse,disgust,0.695
aisan,disease,disgust,0.688
ti doti,contaminated,disgust,0.688
ooze,ooze,disgust,0.688
lilu,smut,disgust,0.688
arekereke,treason,disgust,0.688
rabid,rabid,disgust,0.688
kokoro inu,heartworm,disgust,0.688
bestial,bestial,disgust,0.68
idoti,pollution,disgust,0.68
freakish,freakish,disgust,0.68
alaini -ẹmi,soulless,disgust,0.68
irira,abominate,disgust,0.68
kokoro,germ,disgust,0.68
dibajẹ,deformed,disgust,0.68
Dajjal,antichrist,disgust,0.68
irira,abhorrent,disgust,0.68
onigba-,cholera,disgust,0.68
aisan,sickness,disgust,0.68
apaadi,hell,disgust,0.68
ibanuje,grimy,disgust,0.68
irira,detest,disgust,0.68
ikorira,hatred,disgust,0.68
dipidated,dilapidated,disgust,0.672
itiju,hideous,disgust,0.672
irira,loathful,disgust,0.672
apanirun,dictatorship,disgust,0.672
ohun aibikita,obscene,disgust,0.672
alainibaba,inhuman,disgust,0.672
ikorira,loathing,disgust,0.672
ọra,greasy,disgust,0.672
cess,cess,disgust,0.67
bìlísì,devil,disgust,0.664
masochism,masochism,disgust,0.664
irira,abominable,disgust,0.664
oloro,deadly,disgust,0.664
ríru,nauseous,disgust,0.664
idibajẹ,deformity,disgust,0.664
ẹlẹ́dẹ̀,swine,disgust,0.664
aladugbo,heretic,disgust,0.664
iyasoto,discrimination,disgust,0.664
iwa ibaje,corruption,disgust,0.656
majele,poisonous,disgust,0.656
ibanuje,horror,disgust,0.656
goo,goo,disgust,0.656
ikorira,prejudiced,disgust,0.656
majele,poison,disgust,0.656
akopọ,mange,disgust,0.656
inilara,oppression,disgust,0.656
oburewa,horrible,disgust,0.656
kokoro arun,bacteria,disgust,0.656
iku,death,disgust,0.656
iṣẹyun,abortion,disgust,0.656
ìgbọ̀nsẹ̀,latrines,disgust,0.656
nefarious,nefarious,disgust,0.656
olufaragba,victimized,disgust,0.656
idọti,trash,disgust,0.656
ẹsan,vindictive,disgust,0.648
horrid,horrid,disgust,0.648
alaimo,immoral,disgust,0.648
irira,detestation,disgust,0.648
outhouse,outhouse,disgust,0.648
bishi,bitch,disgust,0.648
ilosiwaju,ugly,disgust,0.648
erupẹ,sludge,disgust,0.648
idoti,trashy,disgust,0.648
aiṣedeede,indecency,disgust,0.641
ibanuje,horrifying,disgust,0.641
ẹlẹgàn,derogatory,disgust,0.641
pimple,pimple,disgust,0.641
laxative,laxative,disgust,0.641
aiṣedeede,malfeasance,disgust,0.641
cystic,cystic,disgust,0.641
airi,unsightly,disgust,0.641
buburu,villainous,disgust,0.641
odaran,criminality,disgust,0.641
gbo,spew,disgust,0.641
tẹẹrẹ,slop,disgust,0.641
ikọkọ,secrete,disgust,0.633
aninilara,oppressive,disgust,0.633
eku,rat,disgust,0.633
elese,sinful,disgust,0.633
irẹwẹsi,queasy,disgust,0.633
oluṣe,perpetrator,disgust,0.633
panṣaga,prostitution,disgust,0.633
imuwodu,mildew,disgust,0.633
ọjọ iparun,doomsday,disgust,0.633
agbéraga,bigoted,disgust,0.633
adaijina,ulcer,disgust,0.633
ijaya,aghast,disgust,0.625
inunibini,persecution,disgust,0.625
àjẹkì,gluttony,disgust,0.625
ìgbẹ,stools,disgust,0.625
dastardly,dastardly,disgust,0.625
ese,sin,disgust,0.625
gbuuru,bloated,disgust,0.625
ẹgan,contemptible,disgust,0.625
ibanuje,ghastly,disgust,0.625
cuckold,cuckold,disgust,0.625
ijiya,suffering,disgust,0.625
abuku,degrading,disgust,0.625
fungus,fungus,disgust,0.625
ohun airi,obscenity,disgust,0.625
itiju,disgraceful,disgust,0.625
esu,devilish,disgust,0.625
louse,louse,disgust,0.617
iledìí,diaper,disgust,0.617
ẹtan,deceit,disgust,0.617
ku,dying,disgust,0.617
ko arun,infect,disgust,0.617
erupẹ,crusty,disgust,0.617
guillotine,guillotine,disgust,0.617
ilobirin pupọ,polygamy,disgust,0.617
korira,loathe,disgust,0.617
aisan,sickly,disgust,0.617
oniwa buburu,atrocious,disgust,0.617
sanra,fat,disgust,0.617
igba,termite,disgust,0.617
irira,malicious,disgust,0.617
Bàjẹ,spoil,disgust,0.617
tetanus,tetanus,disgust,0.617
Júdà,betrayal,disgust,0.617
pa,strangle,disgust,0.617
wench,wench,disgust,0.617
sabotage,sabotage,disgust,0.609
ẹjẹ,bleeding,disgust,0.609
agbara,violently,disgust,0.609
ìbanilórúkọjẹ́,slander,disgust,0.609
idibajẹ,deform,disgust,0.609
korira,abhor,disgust,0.609
alatako,hostile,disgust,0.609
adugbo,ghetto,disgust,0.609
panṣaga,brothel,disgust,0.609
oró,venomous,disgust,0.609
rọ,drool,disgust,0.609
iwapa,poaching,disgust,0.602
ẹlẹtan,traitor,disgust,0.602
hag,hag,disgust,0.602
ilosiwaju,ugliness,disgust,0.602
alaigbagbọ,infidel,disgust,0.602
aṣiwere,lunacy,disgust,0.602
ti a ko wẹ,unwashed,disgust,0.602
musty,musty,disgust,0.602
arufin,illicit,disgust,0.602
swampy,swampy,disgust,0.602
alaini,deprivation,disgust,0.602
ẹwọn,imprisonment,disgust,0.602
igbonse,toilet,disgust,0.594
slug,slug,disgust,0.594
ajalu,catastrophe,disgust,0.594
ọmuti,intoxicated,disgust,0.594
aṣiwere,lunatic,disgust,0.594
àjàkálẹ àrùn,epidemic,disgust,0.594
roro,blister,disgust,0.594
ifun,gut,disgust,0.594
repelling,repelling,disgust,0.594
onijagidijagan,thug,disgust,0.594
igbogunti,hostility,disgust,0.594
arekereke,deceitful,disgust,0.594
oró,venom,disgust,0.594
elese,sinner,disgust,0.594
ẹran,butcher,disgust,0.594
lurid,lurid,disgust,0.594
irẹwẹsi,queasiness,disgust,0.594
ibanujẹ,misery,disgust,0.594
ti bajẹ,deteriorated,disgust,0.586
ibanuje,appalling,disgust,0.586
adẹtẹ,dreadful,disgust,0.586
incubus,incubus,disgust,0.586
ile igbọnsẹ,lavatory,disgust,0.586
wahala,harass,disgust,0.586
panṣaga,prostitute,disgust,0.586
alaimọ,unclean,disgust,0.586
iwokuwo,pornography,disgust,0.586
apanirun,conspirator,disgust,0.578
itiju,humiliating,disgust,0.578
iparun,ruinous,disgust,0.578
squeamish,squeamish,disgust,0.578
idaduro,retard,disgust,0.578
alaigbọran,larceny,disgust,0.578
agabagebe,hypocrite,disgust,0.578
ibinu,offensive,disgust,0.578
imukuro,expulsion,disgust,0.578
eegbọn,flea,disgust,0.578
sisu,rash,disgust,0.578
alaisododo,unfaithful,disgust,0.578
fiend,fiend,disgust,0.578
aisan,sick,disgust,0.578
mangle,mangle,disgust,0.578
iwa ibaje,debauchery,disgust,0.578
riri,quagmire,disgust,0.578
ejo,serpent,disgust,0.57
aninilara,oppress,disgust,0.57
arekereke,treacherous,disgust,0.57
Ọmọ ale,bastard,disgust,0.57
apanirun,devastating,disgust,0.57
tutọ,spit,disgust,0.57
dank,dank,disgust,0.57
aja aja,dogsick,disgust,0.57
idoti,messy,disgust,0.57
ira,swamp,disgust,0.57
nà,flog,disgust,0.57
gàn,despise,disgust,0.57
egregious,egregious,disgust,0.57
ọlẹ,sloppy,disgust,0.562
aláìláàánú,ruthless,disgust,0.562
ẹlẹgbin,scoundrel,disgust,0.562
alakikanju,sordid,disgust,0.562
ìmukúmu,alcoholism,disgust,0.562
elese,sinning,disgust,0.562
panṣaga,harlot,disgust,0.562
aṣiwere,insanity,disgust,0.562
buruju,awful,disgust,0.562
ipalara,harmful,disgust,0.562
ota,enemy,disgust,0.562
alagidi,tyrannical,disgust,0.562
jiji,stealing,disgust,0.562
itiju,humiliation,disgust,0.562
ẹru,terrible,disgust,0.562
ejo,snake,disgust,0.562
loo,loo,disgust,0.562
aiṣedeede,indecent,disgust,0.562
arsenic,arsenic,disgust,0.555
alailagbara,insufferable,disgust,0.555
ojo,coward,disgust,0.555
atrophy,atrophy,disgust,0.555
apaniyan,slayer,disgust,0.555
lọtọ,segregate,disgust,0.555
ẹlẹgbin,odious,disgust,0.555
flabby,flabby,disgust,0.555
ẹranko,beastly,disgust,0.555
idẹruba,threatening,disgust,0.555
ole jija,robbery,disgust,0.555
ipaya,ridicule,disgust,0.555
ikorira,distaste,disgust,0.555
iwa buburu,wickedness,disgust,0.555
itajesile,bloody,disgust,0.555
alailera,unattractive,disgust,0.555
ifowosowopo,collusion,disgust,0.555
varicella,varicella,disgust,0.555
iyasoto,discriminating,disgust,0.555
ogre,ogre,disgust,0.547
kọlu,attacking,disgust,0.547
vesicular,vesicular,disgust,0.547
eegun,anathema,disgust,0.547
aṣebiakọ,malevolent,disgust,0.547
olè,thief,disgust,0.547
ikogun,pillage,disgust,0.547
purgatory,purgatory,disgust,0.547
adigunjale,burglar,disgust,0.547
ẹlẹgàn,deleterious,disgust,0.547
ipá,coercion,disgust,0.547
imukuro,suffocating,disgust,0.547
kikorò,bitterly,disgust,0.547
slur,slur,disgust,0.547
ibanuje,miserable,disgust,0.547
ìdálẹ́bi,condemnation,disgust,0.547
ara,sty,disgust,0.547
ọmuti,drunken,disgust,0.539
opuro,liar,disgust,0.539
owú,jealous,disgust,0.539
ipọnju,thrash,disgust,0.539
ọlẹ,sloth,disgust,0.539
aigbagbọ,infidelity,disgust,0.539
ẹlẹdẹ,pig,disgust,0.539
ojukokoro,greedy,disgust,0.539
ikorira,repudiation,disgust,0.539
apanirun,repellant,disgust,0.539
ọra,fatty,disgust,0.539
itiju,disgrace,disgust,0.539
ewon,imprisoned,disgust,0.539
gob,gob,disgust,0.539
ẹlẹgàn,sneer,disgust,0.539
itiju,shame,disgust,0.539
apaniyan,lethal,disgust,0.536
ti baje,ruined,disgust,0.531
neurotic,neurotic,disgust,0.531
alagbata,smuggler,disgust,0.531
apanirun,destructive,disgust,0.531
abawọn,blemish,disgust,0.531
adiye,hanging,disgust,0.531
intrusive,intrusive,disgust,0.531
gbẹ,withered,disgust,0.531
ọrọ odi,blasphemous,disgust,0.531
irọ,lying,disgust,0.531
irora,painful,disgust,0.531
hydrocephalus,hydrocephalus,disgust,0.531
aberration,aberration,disgust,0.531
irẹlẹ,condescension,disgust,0.531
alaigbọran,intolerant,disgust,0.531
sun,burnt,disgust,0.531
tuka,disintegrate,disgust,0.531
ija,brawl,disgust,0.531
ẹlẹgbin,travesty,disgust,0.531
ẹsùn,accusation,disgust,0.523
idoti,rubbish,disgust,0.523
ti bajẹ,blighted,disgust,0.523
atimole,incarceration,disgust,0.523
itagbangba,derogation,disgust,0.523
oluwa,mistress,disgust,0.523
itiju,disgraced,disgust,0.523
ifarada,intolerance,disgust,0.523
disparaging,disparaging,disgust,0.523
awari,avarice,disgust,0.523
koro,grim,disgust,0.516
ku,remains,disgust,0.516
kigbe,cringe,disgust,0.516
daemon,daemon,disgust,0.516
mite,mite,disgust,0.516
igún,vulture,disgust,0.516
rùn,stink,disgust,0.516
jale,rob,disgust,0.516
sump,sump,disgust,0.516
irẹlẹ,degrade,disgust,0.516
jìbìtì,defraud,disgust,0.516
fi hàn,betray,disgust,0.516
ìbànújẹ́,deplorable,disgust,0.516
ẹlẹṣẹ,convict,disgust,0.516
àbùkù,dishonor,disgust,0.516
imukuro,eradication,disgust,0.516
goôta,gutter,disgust,0.516
onitara,tortious,disgust,0.516
itiju,sham,disgust,0.509
delirium,delirium,disgust,0.508
lásán,worthless,disgust,0.508
ijusile,rejection,disgust,0.508
ẹru,dreadfully,disgust,0.508
ẹlẹwọn,prisoner,disgust,0.508
ikun,glut,disgust,0.508
kokoro,pest,disgust,0.508
ajalu,disaster,disgust,0.508
ìkóríra,resentment,disgust,0.508
olfato,smelling,disgust,0.508
iwa omugo,idiocy,disgust,0.508
kereju,belittle,disgust,0.508
ipọnju,distress,disgust,0.508
schizophrenia,schizophrenia,disgust,0.508
alainilara,distasteful,disgust,0.508
bombu,bombed,disgust,0.508
blob,blob,disgust,0.508
robi,crude,disgust,0.508
alailera,incurable,disgust,0.508
iyanjẹ,cheat,disgust,0.508
gbongbo,endemic,disgust,0.508
alaimọ,impurity,disgust,0.5
impeach,impeach,disgust,0.5
ojukokoro,greed,disgust,0.5
ẹrẹ,mire,disgust,0.5
iponju,duress,disgust,0.5
kikoro,bitterness,disgust,0.5
aburu,blight,disgust,0.5
idoti,dirt,disgust,0.5
yọ kuro,banish,disgust,0.5
ẹṣẹ,offense,disgust,0.5
abẹtẹlẹ,bribery,disgust,0.5
tirade,tirade,disgust,0.5
ariyanjiyan,polemic,disgust,0.5
owú,jealousy,disgust,0.5
ẹgan,derision,disgust,0.5
ikigbe,screaming,disgust,0.5
taboo,taboo,disgust,0.5
ẹwọn,shackle,disgust,0.5
asia,flagrant,disgust,0.5
ole,theft,disgust,0.5
goblin,goblin,disgust,0.5
ibọriṣa,idolatry,disgust,0.5
buburu,malign,disgust,0.492
ipadasẹhin,recession,disgust,0.492
ọgbun,gorge,disgust,0.492
disreputable,disreputable,disgust,0.492
omugo,idiot,disgust,0.492
adigunjale,robber,disgust,0.492
ibajẹ,wreck,disgust,0.492
sise,boil,disgust,0.492
gbon,squirm,disgust,0.492
leer,leer,disgust,0.492
aisan,ill,disgust,0.492
unconscionable,unconscionable,disgust,0.492
ti gba,possessed,disgust,0.484
idotin,mess,disgust,0.484
idoti,stain,disgust,0.484
òkùnkùn,occult,disgust,0.484
egbin,wasteful,disgust,0.484
ipọnju,affliction,disgust,0.484
ipaniyan,mutiny,disgust,0.484
nappy,nappy,disgust,0.484
servile,servile,disgust,0.484
ẹlẹṣẹ,offender,disgust,0.484
ìtẹríba,subjugation,disgust,0.484
asiwere,mad,disgust,0.484
ibinu,raging,disgust,0.484
ẹgan,contempt,disgust,0.484
ikorira,animosity,disgust,0.484
kontrabura,contraband,disgust,0.484
alaibọwọ,disrespectful,disgust,0.484
ti ko le farada,unbearable,disgust,0.484
ipọnju,snarl,disgust,0.484
alaigbọwọ,inexcusable,disgust,0.484
itiju,defamation,disgust,0.484
ikorira,aversation,disgust,0.484
tramp,tramp,disgust,0.484
ojulumọ,nepotism,disgust,0.484
arufin,illegality,disgust,0.477
ẹgan,mockery,disgust,0.477
aibikita,uncaring,disgust,0.477
dismal,dismal,disgust,0.477
ìṣekúṣe,immorality,disgust,0.477
palsy,palsy,disgust,0.477
alainidunnu,unpleasant,disgust,0.477
imukuro,suppression,disgust,0.477
alatako,antagonistic,disgust,0.477
odaran,criminal,disgust,0.477
ìbànújẹ́,pathetic,disgust,0.477
ṣe ẹlẹyà,mocking,disgust,0.469
onibaje,repellent,disgust,0.469
irẹwẹsi,aggravation,disgust,0.469
ibinu,furious,disgust,0.469
livid,livid,disgust,0.469
rọ,wallow,disgust,0.469
grating,grating,disgust,0.469
ifilọlẹ,banishment,disgust,0.469
Ikọaláìdúró,cough,disgust,0.469
igbala,perspiration,disgust,0.469
osi,poverty,disgust,0.469
binu,angry,disgust,0.469
ibinu,outrage,disgust,0.469
shoddy,shoddy,disgust,0.469
banshee,banshee,disgust,0.469
agberaga,arrogant,disgust,0.469
arekereke,fraudulent,disgust,0.461
alantakun,spider,disgust,0.461
pẹtẹpẹtẹ,muddy,disgust,0.461
aleebu,scar,disgust,0.461
eletan,spurious,disgust,0.461
ikogun,plunder,disgust,0.461
prick,prick,disgust,0.461
aibikita,recklessness,disgust,0.461
tan,deceive,disgust,0.461
daru,distorted,disgust,0.461
aṣiwere,fool,disgust,0.461
quack,quack,disgust,0.461
ègbé,perdition,disgust,0.461
itiju,insulting,disgust,0.461
alaiṣedede,unjustifiable,disgust,0.461
banujẹ,deplore,disgust,0.461
alaisododo,dishonest,disgust,0.453
aphid,aphid,disgust,0.453
eewọ,bane,disgust,0.453
cur,cur,disgust,0.453
dire,dire,disgust,0.453
antipathy,antipathy,disgust,0.453
alaigbọran,disingenuous,disgust,0.453
àbùkù,stigma,disgust,0.453
disparage,disparage,disgust,0.453
airotẹlẹ,unthinkable,disgust,0.453
ibinu,indignation,disgust,0.453
yapa,alienate,disgust,0.453
imukuro,elimination,disgust,0.453
yọ kuro,eschew,disgust,0.453
amotaraeninikan,selfish,disgust,0.453
luba,lie,disgust,0.445
caries,caries,disgust,0.445
opium,opium,disgust,0.445
alaigbagbọ,recalcitrant,disgust,0.445
orun,smell,disgust,0.445
olooto,pious,disgust,0.445
gbese,bankruptcy,disgust,0.445
aiṣedede,iniquity,disgust,0.445
alaragbayida,egotistical,disgust,0.445
ofo,vacuous,disgust,0.445
piles,piles,disgust,0.445
efon,mosquito,disgust,0.445
ibanuje,despair,disgust,0.445
ẹṣọ,garish,disgust,0.445
wasted,wasted,disgust,0.445
obnoxious,obnoxious,disgust,0.438
aini ile,homeless,disgust,0.438
paruwo,scream,disgust,0.438
ajeji,abnormal,disgust,0.438
tiju,ashamed,disgust,0.438
itiju,abject,disgust,0.438
alalepo,sticky,disgust,0.438
ainireti,hopelessness,disgust,0.438
ẹlẹwọn,inmate,disgust,0.438
yago fun,shun,disgust,0.438
ẹlẹdẹ,hog,disgust,0.438
ikorira,aversion,disgust,0.438
alejò,alien,disgust,0.438
eegun,cursing,disgust,0.43
idoti,debris,disgust,0.43
aigbagbe,undesirable,disgust,0.43
iro,falsity,disgust,0.43
ikolu,adverse,disgust,0.43
arekereke,trickery,disgust,0.43
oluyapa,separatist,disgust,0.43
arufin,illegal,disgust,0.43
alaigbagbọ,incredulous,disgust,0.43
alaigbọran,callous,disgust,0.43
ibaniwi,denounce,disgust,0.43
ajẹ,witch,disgust,0.43
eda,creature,disgust,0.43
alaigbọran,defiance,disgust,0.43
pall,pall,disgust,0.43
itiju,shameless,disgust,0.43
eegun,curse,disgust,0.43
reflux,reflux,disgust,0.43
ifẹkufẹ,lusty,disgust,0.43
aigbagbọ,mistrust,disgust,0.422
sosialisiti,socialist,disgust,0.422
alaimọ,impure,disgust,0.422
igberaga,pompous,disgust,0.422
àríyànjiyàn,contentious,disgust,0.422
bum,bum,disgust,0.422
subu,collapse,disgust,0.422
ọpọlọpọ,swarm,disgust,0.422
ṣẹ,offend,disgust,0.422
onirun,hairy,disgust,0.422
adun,tasteless,disgust,0.422
aibikita,carelessness,disgust,0.422
gush,gush,disgust,0.422
ẹlẹṣẹ,delinquent,disgust,0.422
oniwa,ferocious,disgust,0.422
ìkókó,infantile,disgust,0.422
jafara,wasting,disgust,0.422
ẹgan,affront,disgust,0.422
eroja taba,nicotine,disgust,0.422
slush,slush,disgust,0.422
agbọn,bovine,disgust,0.422
ìdálẹ́bi,denunciation,disgust,0.422
omugo,idiotic,disgust,0.422
hypertrophy,hypertrophy,disgust,0.422
alaimọ,untidy,disgust,0.422
tarnish,tarnish,disgust,0.422
amonia,ammonia,disgust,0.422
buburu,badness,disgust,0.422
eweko,vegetative,disgust,0.414
aigbagbe,unfavorable,disgust,0.414
igbagbe,neglected,disgust,0.414
ṣiṣan,drivel,disgust,0.414
Fanpaya,vampire,disgust,0.414
arufin,illegitimate,disgust,0.414
ẹjọ,litigious,disgust,0.414
socialism,socialism,disgust,0.414
aiṣedeede,displacency,disgust,0.414
ekan,sour,disgust,0.414
ṣokunkun,murky,disgust,0.414
alaisododo,dishonesty,disgust,0.414
ṣàìgbọràn,disobey,disgust,0.414
ifesi,repel,disgust,0.406
alaimọ,ignorant,disgust,0.406
alaanu,unkind,disgust,0.406
iro,bogus,disgust,0.406
ibinu,displeasure,disgust,0.406
ibanirojọ,prosecution,disgust,0.406
alaimoore,ungrateful,disgust,0.406
arufin,unlawful,disgust,0.406
ìtajà,shoplifting,disgust,0.406
airoju,phony,disgust,0.406
idaduro,discontinuity,disgust,0.406
alaibikita,outcast,disgust,0.406
ṣe iro,falsify,disgust,0.406
aiṣododo,wrongdoing,disgust,0.406
korira,dislike,disgust,0.406
disgruntled,disgruntled,disgust,0.406
atunkọ,recidivism,disgust,0.406
fifun pa,crushing,disgust,0.398
egbé,woe,disgust,0.398
buru si,worsening,disgust,0.398
kẹgàn,disdain,disgust,0.398
alaigbọran,unruly,disgust,0.398
atubotan,unnatural,disgust,0.398
ailagbara,paucity,disgust,0.398
lile,rigor,disgust,0.398
aironu,senseless,disgust,0.398
amphetamines,amphetamines,disgust,0.398
yiyipada,subvert,disgust,0.398
olójúkòkòrò,stingy,disgust,0.398
loon,loon,disgust,0.398
korira,averse,disgust,0.398
ikuna,failure,disgust,0.398
lá,lick,disgust,0.398
ègbé,woefully,disgust,0.398
itiju,insult,disgust,0.393
le jade,expel,disgust,0.391
ak sck.,scorpion,disgust,0.391
diatribe,diatribe,disgust,0.391
averseness,averseness,disgust,0.391
ijiya,punishment,disgust,0.391
farcical,farcical,disgust,0.391
alariwisi,critter,disgust,0.391
bibajẹ,damage,disgust,0.391
àiya,hardened,disgust,0.391
muff,muff,disgust,0.391
buburu,bad,disgust,0.391
alatako,antisocial,disgust,0.391
jiya,punished,disgust,0.391
disrelish,disrelish,disgust,0.391
ìkùgbù,presumptuous,disgust,0.383
ikọsilẹ,divorce,disgust,0.383
ti o kunju,teeming,disgust,0.383
itiju,shabby,disgust,0.383
ẹbọ,sacrifices,disgust,0.383
ẹṣẹ,guilt,disgust,0.383
alaimọwe,illiterate,disgust,0.383
orc,orc,disgust,0.383
jakulẹ,disappoint,disgust,0.383
agabagebe,hypocritical,disgust,0.383
kikun,fulsome,disgust,0.383
asasala,fugitive,disgust,0.383
ipaniyan,plagiarism,disgust,0.383
iyapa,discord,disgust,0.383
surly,surly,disgust,0.383
alaigbọran,irrational,disgust,0.383
ṣọfọ,lament,disgust,0.383
yiyọ kuro,eviction,disgust,0.383
paramọlẹ,adder,disgust,0.383
anaconda,anaconda,disgust,0.383
ẹgan,scoff,disgust,0.375
iyapa,alienation,disgust,0.375
ibawi,blame,disgust,0.375
ko yẹ,unworthy,disgust,0.375
dislocated,dislocated,disgust,0.375
ibanujẹ,depressing,disgust,0.375
mọnamọna,shock,disgust,0.375
aiṣedeede,misconduct,disgust,0.375
híhún,irritation,disgust,0.375
ipọnju,plight,disgust,0.375
alebuwọn,defective,disgust,0.375
hihun,irritating,disgust,0.375
itanjẹ,hoax,disgust,0.367
lásán,vainly,disgust,0.367
lapa,powerless,disgust,0.367
fagilee,revoke,disgust,0.367
wimp,wimp,disgust,0.367
