tweet_id,Annotator1,Annotator2,Annotator3,AgreementCount,created_at,class
1186678672218034200,NEUTRAL,POSITIVE,NEUTRAL,2,2019-10-22T16:20:17Z,NA
1186662816612262e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-22T15:17:17Z,Monolingual
1188329903369928700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-27T05:41:41Z,NA
1186924343881801700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-23T08:36:30Z,NA
1187032916477522e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-23T15:47:55Z,NA
1186764990499512300,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-22T22:03:17Z,Code-mix
118671410853777e4,MIXED,MIXED,POSITIVE,2,2019-10-22T18:41:06Z,NA
1186717286750707700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-22T18:53:43Z,NA
1186735939449688e3,NEGATIVE,MIXED,MIXED,2,2019-10-22T20:07:51Z,Code-mix
1186763582152818700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-22T21:57:41Z,Code-mix
1187094856511811600,NEUTRAL,NEUTRAL,POSITIVE,2,2019-10-23T19:54:03Z,Code-mix
1186978742805172200,POSITIVE,NEGATIVE,POSITIVE,2,2019-10-23T12:12:39Z,Monolingual
1186992006960169e3,NEUTRAL,POSITIVE,NEUTRAL,2,2019-10-23T13:05:22Z,NA
1187068809540198400,NEGATIVE,POSITIVE,POSITIVE,2,2019-10-23T18:10:33Z,NA
1187125135649771500,POSITIVE,POSITIVE,POSITIVE,3,2019-10-23T21:54:22Z,Monolingual
1187101612533268500,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-23T20:20:54Z,Monolingual
1187297557409685500,POSITIVE,POSITIVE,POSITIVE,3,2019-10-24T09:19:31Z,Code-mix
1187365958794535e3,POSITIVE,POSITIVE,POSITIVE,3,2019-10-24T13:51:19Z,Monolingual
1187477842793291800,MIXED,NEGATIVE,MIXED,2,2019-10-24T21:15:54Z,NA
1188078915627159600,POSITIVE,POSITIVE,POSITIVE,3,2019-10-26T13:04:21Z,Monolingual
1187872862356590600,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-25T23:25:34Z,NA
1187755646747328500,NEUTRAL,NEUTRAL,POSITIVE,2,2019-10-25T15:39:48Z,NA
1188017521544315e3,NEUTRAL,NEGATIVE,NEUTRAL,2,2019-10-26T09:00:24Z,Code-mix
1187752884101877800,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-25T15:28:49Z,NA
1187810192496517e3,NEUTRAL,NEUTRAL,POSITIVE,2,2019-10-25T19:16:32Z,Code-mix
1188040099499597800,POSITIVE,POSITIVE,POSITIVE,3,2019-10-26T10:30:07Z,Monolingual
1187800723498655700,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-25T18:38:55Z,Code-mix
1187881895993983e3,NEUTRAL,NEUTRAL,POSITIVE,2,2019-10-26T00:01:28Z,NA
118780362506786e4,POSITIVE,POSITIVE,POSITIVE,3,2019-10-25T18:50:27Z,Monolingual
1187997020461637600,POSITIVE,POSITIVE,POSITIVE,3,2019-10-26T07:38:56Z,Monolingual
1187805320644628500,NEGATIVE,NEGATIVE,NEUTRAL,2,2019-10-25T18:57:11Z,Monolingual
1187814932743704600,POSITIVE,POSITIVE,POSITIVE,3,2019-10-25T19:35:23Z,Monolingual
1188018939344932900,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-26T09:06:02Z,Monolingual
1188070606157353e3,NEUTRAL,NEGATIVE,MIXED,0,2019-10-26T12:31:20Z,NA
1188223153920712700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-26T22:37:30Z,NA
1187837663925227500,NEGATIVE,NEGATIVE,MIXED,2,2019-10-25T21:05:42Z,Code-mix
1188434191878361e3,NEUTRAL,NEUTRAL,POSITIVE,2,2019-10-27T12:36:06Z,Code-mix
1188089492328124400,NEGATIVE,NEUTRAL,NEGATIVE,2,2019-10-26T13:46:23Z,Monolingual
1187969715035136e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-26T05:50:26Z,Code-mix
1188147377884016600,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-26T17:36:24Z,NA
1187873173141971e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-25T23:26:48Z,NA
1187849002731085800,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-25T21:50:46Z,Monolingual
1188067114030162e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-26T12:17:27Z,Monolingual
1188063094179848200,NEGATIVE,NEUTRAL,MIXED,0,2019-10-26T12:01:29Z,NA
1188229218141909e3,POSITIVE,POSITIVE,POSITIVE,3,2019-10-26T23:01:36Z,Monolingual
1188100857126109200,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-26T14:31:32Z,NA
1188099682016342e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-26T14:26:52Z,Code-mix
1188420425325469700,NEGATIVE,POSITIVE,NEUTRAL,0,2019-10-27T11:41:23Z,NA
1188504678847467500,NEUTRAL,NEUTRAL,MIXED,2,2019-10-27T17:16:11Z,NA
1188391209858928600,INDETERMINATE,NEGATIVE,NEGATIVE,2,2019-10-27T09:45:18Z,Code-mix
1188503413702697e3,POSITIVE,MIXED,POSITIVE,2,2019-10-27T17:11:09Z,Code-mix
1188399337623249e3,NEGATIVE,NEUTRAL,NEUTRAL,2,2019-10-27T10:17:36Z,NA
1188590108859084800,POSITIVE,POSITIVE,POSITIVE,3,2019-10-27T22:55:39Z,Monolingual
1192221507562492e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-06T23:25:32Z,NA
1188954940292718600,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-28T23:05:22Z,Monolingual
11888026291299e5,MIXED,MIXED,NEGATIVE,2,2019-10-28T13:00:08Z,NA
1188762865748054e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-28T10:22:07Z,Monolingual
1188722018037964800,POSITIVE,MIXED,POSITIVE,2,2019-10-28T07:39:49Z,Monolingual
1188776689310093300,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-28T11:17:03Z,Code-mix
1188855974834122800,MIXED,MIXED,NEGATIVE,2,2019-10-28T16:32:06Z,NA
1200141405210984400,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-28T19:56:23Z,Monolingual
1188953708383686700,POSITIVE,POSITIVE,POSITIVE,3,2019-10-28T23:00:28Z,Monolingual
1188965943663353900,POSITIVE,POSITIVE,NEGATIVE,2,2019-10-28T23:49:05Z,NA
1188830048733794300,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-28T14:49:05Z,NA
1188906532668346400,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-28T19:53:00Z,NA
118889034073813e4,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-28T18:48:40Z,Monolingual
1188849022720794600,POSITIVE,POSITIVE,POSITIVE,3,2019-10-28T16:04:29Z,Monolingual
1189061575161897e3,NEGATIVE,NEUTRAL,NEUTRAL,2,2019-10-29T06:09:05Z,NA
1189125980411060200,NEGATIVE,NEGATIVE,MIXED,2,2019-10-29T10:25:01Z,Code-mix
1188926510280986600,MIXED,NEGATIVE,MIXED,2,2019-10-28T21:12:23Z,NA
1189069836405469200,NEGATIVE,NEGATIVE,POSITIVE,2,2019-10-29T06:41:55Z,Monolingual
1188888116637163500,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-28T18:39:50Z,Monolingual
1188893248816930800,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-28T19:00:13Z,Monolingual
1188909382098149400,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-28T20:04:20Z,Monolingual
1188917076871798800,MIXED,NEGATIVE,POSITIVE,0,2019-10-28T20:34:54Z,NA
1189073525488914400,MIXED,MIXED,POSITIVE,2,2019-10-29T06:56:35Z,NA
1189090216730124300,POSITIVE,POSITIVE,POSITIVE,3,2019-10-29T08:02:54Z,Monolingual
1189433316484812800,NEUTRAL,NEGATIVE,NEUTRAL,2,2019-10-30T06:46:15Z,NA
1189128959944024e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-29T10:36:51Z,NA
1.1891571433893601e+18,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-29T12:28:51Z,NA
1189315973947580400,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-29T22:59:59Z,Monolingual
1189175633668165600,NEUTRAL,POSITIVE,POSITIVE,2,2019-10-29T13:42:19Z,Code-mix
118945705961762e4,POSITIVE,NEUTRAL,POSITIVE,2,2019-10-30T08:20:36Z,Monolingual
1189238798355435500,INDETERMINATE,NEUTRAL,NEUTRAL,2,2019-10-29T17:53:19Z,Code-mix
1189262195391107e3,POSITIVE,POSITIVE,POSITIVE,3,2019-10-29T19:26:17Z,Code-mix
1189494817908318200,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-30T10:50:38Z,Monolingual
1189615105132126200,NEUTRAL,POSITIVE,POSITIVE,2,2019-10-30T18:48:37Z,Monolingual
1189552586162167800,POSITIVE,POSITIVE,POSITIVE,3,2019-10-30T14:40:12Z,Monolingual
1189647490410307600,MIXED,POSITIVE,POSITIVE,2,2019-10-30T20:57:18Z,Monolingual
1189595875179401200,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-30T17:32:12Z,Monolingual
1189602248566956e3,POSITIVE,POSITIVE,POSITIVE,3,2019-10-30T17:57:32Z,Monolingual
1189798853236666400,POSITIVE,POSITIVE,POSITIVE,3,2019-10-31T06:58:46Z,Monolingual
1189785943391252500,MIXED,POSITIVE,POSITIVE,2,2019-10-31T06:07:28Z,Monolingual
1189971089578958800,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-31T18:23:11Z,NA
1189636139168206800,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-30T20:12:12Z,NA
1189872426659827700,NEUTRAL,NEUTRAL,POSITIVE,2,2019-10-31T11:51:07Z,Code-mix
1189831584582647800,POSITIVE,POSITIVE,POSITIVE,3,2019-10-31T09:08:50Z,Monolingual
1189878388837748700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-31T12:14:49Z,NA
1191002075964084200,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-03T14:39:57Z,Code-mix
1189885112013533200,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-10-31T12:41:32Z,Monolingual
1189886806902366200,NEUTRAL,NEGATIVE,MIXED,0,2019-10-31T12:48:16Z,Code-mix
1189961982256013300,POSITIVE,POSITIVE,POSITIVE,3,2019-10-31T17:46:59Z,Monolingual
1189935991634694100,POSITIVE,POSITIVE,POSITIVE,3,2019-10-31T16:03:43Z,Monolingual
1190354066209169400,POSITIVE,POSITIVE,POSITIVE,3,2019-11-01T19:44:59Z,Code-mix
1190403031050936300,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-01T22:59:33Z,Monolingual
1190210224243671e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-01T10:13:25Z,Monolingual
1190267357391966200,NEGATIVE,NEGATIVE,MIXED,2,2019-11-01T14:00:26Z,Monolingual
1190321267175501800,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-01T17:34:39Z,Monolingual
1190191046048854e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-01T08:57:12Z,Monolingual
1190516225886941200,MIXED,POSITIVE,POSITIVE,2,2019-11-02T06:29:21Z,Monolingual
1190222182221262800,MIXED,MIXED,POSITIVE,2,2019-11-01T11:00:56Z,NA
1190337709090517e3,MIXED,NEGATIVE,NEUTRAL,0,2019-11-01T18:39:59Z,NA
1190700304536408e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-02T18:40:49Z,NA
1190546100303880200,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-02T08:28:04Z,NA
1200754571473301500,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-30T12:32:53Z,Monolingual
1190546471575261200,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-02T08:29:32Z,Code-mix
1190546314368606200,NEUTRAL,POSITIVE,MIXED,0,2019-11-02T08:28:55Z,NA
1190284586607095800,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-01T15:08:54Z,Monolingual
1190540905096372200,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-02T08:07:25Z,NA
1190411430769692700,POSITIVE,POSITIVE,POSITIVE,3,2019-11-01T23:32:56Z,Code-mix
1190542992249180200,POSITIVE,MIXED,MIXED,2,2019-11-02T08:15:43Z,NA
1190534129235959800,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-02T07:40:30Z,Monolingual
1190728008388231200,POSITIVE,POSITIVE,POSITIVE,3,2019-11-02T20:30:54Z,Monolingual
1190697443807117300,NEGATIVE,MIXED,NEGATIVE,2,2019-11-02T18:29:27Z,Monolingual
1190717389731745800,NEGATIVE,NEUTRAL,NEUTRAL,2,2019-11-02T19:48:42Z,NA
1190557693481750500,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-02T09:14:08Z,NA
1190654593409175600,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-02T15:39:11Z,Code-mix
1192186092432371700,MIXED,MIXED,MIXED,3,2019-11-06T21:04:48Z,NA
1190611330304229400,POSITIVE,POSITIVE,POSITIVE,3,2019-11-02T12:47:16Z,Code-mix
1190934470221795300,POSITIVE,POSITIVE,POSITIVE,3,2019-11-03T10:11:18Z,Monolingual
1192530823515426800,MIXED,MIXED,POSITIVE,2,2019-11-07T19:54:39Z,NA
1191057608507101200,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-03T18:20:37Z,Monolingual
1.1910356241549599e+18,MIXED,MIXED,MIXED,3,2019-11-03T16:53:15Z,NA
1261730851689283600,MIXED,MIXED,MIXED,3,2020-05-16T18:50:51Z,NA
1190957111615856600,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-03T11:41:16Z,Code-mix
1191736421008187400,MIXED,POSITIVE,POSITIVE,2,2019-11-05T15:17:58Z,Code-mix
1190683071173025800,NEGATIVE,NEUTRAL,NEUTRAL,2,2019-11-02T17:32:20Z,NA
1190815926154924e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-03T02:20:15Z,Code-mix
1191054281064890400,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-03T18:07:23Z,Code-mix
1190998238268182500,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-03T14:24:42Z,Code-mix
1190884163349602300,NEUTRAL,POSITIVE,POSITIVE,2,2019-11-03T06:51:24Z,Monolingual
1191358882871992300,POSITIVE,POSITIVE,POSITIVE,3,2019-11-04T14:17:46Z,Code-mix
1190920677894840300,NEUTRAL,NEGATIVE,NEUTRAL,2,2019-11-03T09:16:30Z,NA
1190976433478340600,NEGATIVE,NEGATIVE,MIXED,2,2019-11-03T12:58:03Z,Code-mix
1190995556308574200,MIXED,MIXED,MIXED,3,2019-11-03T14:14:02Z,NA
1190969707022704600,NEUTRAL,MIXED,MIXED,2,2019-11-03T12:31:19Z,NA
1190954317617991700,MIXED,NEGATIVE,POSITIVE,0,2019-11-03T11:30:10Z,NA
1190936826154012700,MIXED,MIXED,POSITIVE,2,2019-11-03T10:20:40Z,NA
119094558087023e4,MIXED,MIXED,MIXED,3,2019-11-03T10:55:27Z,NA
1190930813623423e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-03T09:56:47Z,Monolingual
1190938629666988e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-03T10:27:50Z,Code-mix
1190949633423552500,NEGATIVE,MIXED,POSITIVE,0,2019-11-03T11:11:34Z,NA
1190970521367777300,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-03T12:34:34Z,NA
1190955031278899200,MIXED,MIXED,MIXED,3,2019-11-03T11:33:00Z,NA
1190959574519623700,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-03T11:51:04Z,Monolingual
1191128109266985e3,NEUTRAL,NEGATIVE,MIXED,0,2019-11-03T23:00:45Z,NA
1191090792724652e3,NEGATIVE,NEGATIVE,NEUTRAL,2,2019-11-03T20:32:29Z,Monolingual
1191071085200126e3,NEUTRAL,NEGATIVE,NEUTRAL,2,2019-11-03T19:14:10Z,NA
1191063885027172400,POSITIVE,POSITIVE,POSITIVE,3,2019-11-03T18:45:33Z,Code-mix
1191106258465677300,NEUTRAL,POSITIVE,POSITIVE,2,2019-11-03T21:33:56Z,Monolingual
1199952840841674800,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-28T07:27:05Z,Code-mix
1191167263023476700,POSITIVE,POSITIVE,POSITIVE,3,2019-11-04T01:36:20Z,Code-mix
1191385437669122e3,NEGATIVE,NEGATIVE,MIXED,2,2019-11-04T16:03:17Z,Code-mix
1191077247328936e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-03T19:38:39Z,NA
1191474316736635e3,NEGATIVE,NEGATIVE,MIXED,2,2019-11-04T21:56:28Z,Monolingual
1191223729751314400,NEUTRAL,NEUTRAL,MIXED,2,2019-11-04T05:20:43Z,Code-mix
1191117470737846300,POSITIVE,POSITIVE,POSITIVE,3,2019-11-03T22:18:29Z,Monolingual
1191459879187300400,NEGATIVE,NEUTRAL,NEUTRAL,2,2019-11-04T20:59:06Z,NA
1191217099550707700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-04T04:54:22Z,NA
1191226410431590400,MIXED,POSITIVE,POSITIVE,2,2019-11-04T05:31:22Z,Monolingual
1191225690491949e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-04T05:28:31Z,Code-mix
1191462493840978e3,NEGATIVE,NEGATIVE,MIXED,2,2019-11-04T21:09:29Z,Monolingual
1191291032756985900,POSITIVE,POSITIVE,POSITIVE,3,2019-11-04T09:48:09Z,Monolingual
1191317462740017200,MIXED,NEGATIVE,NEUTRAL,0,2019-11-04T11:33:11Z,NA
1191355576783179800,NEGATIVE,NEGATIVE,NEUTRAL,2,2019-11-04T14:04:38Z,Monolingual
1191370127620616200,NEGATIVE,NEGATIVE,POSITIVE,2,2019-11-04T15:02:27Z,Monolingual
1191393451939713e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-04T16:35:08Z,Code-mix
1191405323367714800,MIXED,NEGATIVE,NEGATIVE,2,2019-11-04T17:22:18Z,Monolingual
1191655240287871e3,MIXED,POSITIVE,POSITIVE,2,2019-11-05T09:55:23Z,Monolingual
1191790012620247e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-05T18:50:56Z,Code-mix
1191676031524049e3,MIXED,NEUTRAL,NEUTRAL,2,2019-11-05T11:18:00Z,NA
1191817195229253600,NEUTRAL,NEGATIVE,POSITIVE,0,2019-11-05T20:38:56Z,NA
1191722736776818700,POSITIVE,POSITIVE,POSITIVE,3,2019-11-05T14:23:36Z,Monolingual
1192061570693681200,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-06T12:50:00Z,Code-mix
1191678790948343800,NEGATIVE,NEUTRAL,MIXED,0,2019-11-05T11:28:58Z,NA
1191718411350560800,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-05T14:06:24Z,NA
1191712238488498200,NEGATIVE,NEGATIVE,NEUTRAL,2,2019-11-05T13:41:53Z,Monolingual
1192010007807713300,NEUTRAL,POSITIVE,POSITIVE,2,2019-11-06T09:25:06Z,Monolingual
1192009753121185800,POSITIVE,POSITIVE,POSITIVE,3,2019-11-06T09:24:06Z,Monolingual
1191805407804756e3,MIXED,POSITIVE,POSITIVE,2,2019-11-05T19:52:06Z,Monolingual
1192148763718144e3,MIXED,NEGATIVE,MIXED,2,2019-11-06T18:36:28Z,NA
1192047805780709400,MIXED,NEUTRAL,POSITIVE,0,2019-11-06T11:55:18Z,NA
1191983972428988400,NEGATIVE,NEGATIVE,MIXED,2,2019-11-06T07:41:39Z,Monolingual
1191821861094645800,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-05T20:57:29Z,Monolingual
1191819723979317200,INDETERMINATE,POSITIVE,POSITIVE,2,2019-11-05T20:48:59Z,Code-mix
1191823213262753800,NEUTRAL,POSITIVE,POSITIVE,2,2019-11-05T21:02:51Z,Code-mix
1191959447897284600,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-06T06:04:12Z,Code-mix
1191998583135965200,MIXED,NEGATIVE,MIXED,2,2019-11-06T08:39:43Z,NA
1192029946618757e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-06T10:44:20Z,Monolingual
11920148172358e5,POSITIVE,POSITIVE,POSITIVE,3,2019-11-06T09:44:13Z,Monolingual
1192221720712818700,NEGATIVE,NEUTRAL,NEGATIVE,2,2019-11-06T23:26:23Z,Monolingual
1192094297241346e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-06T15:00:03Z,Monolingual
1192165947374809e3,NEGATIVE,NEGATIVE,MIXED,2,2019-11-06T19:44:45Z,Monolingual
1192537675502432300,POSITIVE,POSITIVE,POSITIVE,3,2019-11-07T20:21:52Z,Monolingual
119234551426159e4,POSITIVE,NEGATIVE,POSITIVE,2,2019-11-07T07:38:17Z,Monolingual
1192125021474476e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-06T17:02:08Z,NA
1192794525309317e3,MIXED,NEGATIVE,NEGATIVE,2,2019-11-08T13:22:30Z,Code-mix
1192537889768444e3,NEUTRAL,NEGATIVE,NEUTRAL,2,2019-11-07T20:22:43Z,NA
1192479549327659e3,NEGATIVE,MIXED,MIXED,2,2019-11-07T16:30:54Z,NA
1192762385561456600,NEGATIVE,MIXED,NEGATIVE,2,2019-11-08T11:14:47Z,Monolingual
1192506561312284700,NEUTRAL,POSITIVE,NEUTRAL,2,2019-11-07T18:18:14Z,Code-mix
1192729982885384200,MIXED,NEUTRAL,MIXED,2,2019-11-08T09:06:02Z,NA
1192501560338727e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-07T17:58:22Z,Monolingual
1192410177355563e3,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-07T11:55:14Z,NA
1192701344865538e3,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-08T07:12:14Z,Code-mix
1192572755276894200,NEGATIVE,NEUTRAL,NEGATIVE,2,2019-11-07T22:41:16Z,Monolingual
1192450208266948600,POSITIVE,POSITIVE,POSITIVE,3,2019-11-07T14:34:18Z,Monolingual
1192434370440769500,POSITIVE,POSITIVE,POSITIVE,3,2019-11-07T13:31:22Z,Monolingual
1192503494487498800,POSITIVE,POSITIVE,POSITIVE,3,2019-11-07T18:06:03Z,Monolingual
1192722832519766e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-08T08:37:37Z,Code-mix
1193194424752324600,NEUTRAL,POSITIVE,POSITIVE,2,2019-11-09T15:51:33Z,Monolingual
11929055432262e5,POSITIVE,POSITIVE,POSITIVE,3,2019-11-08T20:43:39Z,Monolingual
1192891030825255e3,NEUTRAL,NEGATIVE,POSITIVE,0,2019-11-08T19:45:59Z,NA
1193131105479729200,POSITIVE,POSITIVE,POSITIVE,3,2019-11-09T11:39:57Z,Monolingual
1201514862549045200,NEUTRAL,POSITIVE,POSITIVE,2,2019-12-02T14:54:00Z,Code-mix
1192929634595360800,NEUTRAL,POSITIVE,POSITIVE,2,2019-11-08T22:19:23Z,Monolingual
1192774077934702600,POSITIVE,MIXED,POSITIVE,2,2019-11-08T12:01:15Z,Monolingual
1193323755772293e3,MIXED,MIXED,MIXED,3,2019-11-10T00:25:28Z,NA
1192802045339873300,POSITIVE,POSITIVE,POSITIVE,3,2019-11-08T13:52:23Z,Code-mix
1193646347209117700,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-10T21:47:20Z,Code-mix
1193054161774006300,NEGATIVE,MIXED,MIXED,2,2019-11-09T06:34:12Z,NA
1200871195119362e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-30T20:16:18Z,Monolingual
1193259598892937200,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-09T20:10:32Z,Code-mix
1192922104926277600,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-08T21:49:27Z,NA
1227170011392958500,MIXED,POSITIVE,NEUTRAL,0,2020-02-11T09:58:25Z,NA
1192968683771043800,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-09T00:54:33Z,Monolingual
1192730895876329500,NEUTRAL,NEGATIVE,NEUTRAL,2,2019-11-08T09:09:40Z,Code-mix
1192858019543048200,POSITIVE,MIXED,POSITIVE,2,2019-11-08T17:34:48Z,Monolingual
1193042531073826800,MIXED,NEGATIVE,NEGATIVE,2,2019-11-09T05:47:59Z,Monolingual
1192950029721514e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-08T23:40:25Z,Code-mix
1193249639681679400,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-09T19:30:58Z,NA
1193356856749637600,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-10T02:37:00Z,Code-mix
1192778633515020300,POSITIVE,NEUTRAL,POSITIVE,2,2019-11-08T12:19:21Z,Monolingual
1192866824196706300,POSITIVE,POSITIVE,POSITIVE,3,2019-11-08T18:09:47Z,Code-mix
1192942069301551e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-08T23:08:47Z,Monolingual
1.2008847497132319e+18,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-30T21:10:10Z,Monolingual
1193392021647560700,POSITIVE,POSITIVE,POSITIVE,3,2019-11-10T04:56:44Z,Monolingual
1195697003629551600,MIXED,NEUTRAL,POSITIVE,0,2019-11-16T13:35:55Z,NA
1193305656939425800,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-09T23:13:33Z,NA
1193791845979054e3,POSITIVE,NEGATIVE,POSITIVE,2,2019-11-11T07:25:30Z,Monolingual
1.1936051669200159e+18,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-10T19:03:42Z,Code-mix
1193672308407316500,POSITIVE,POSITIVE,POSITIVE,3,2019-11-10T23:30:30Z,Monolingual
1193669052847317e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-10T23:17:34Z,Monolingual
1193763782025187300,MIXED,NEGATIVE,NEUTRAL,0,2019-11-11T05:33:59Z,Code-mix
1194174310786764800,NEUTRAL,NEGATIVE,POSITIVE,0,2019-11-12T08:45:17Z,NA
1193879450678681600,MIXED,MIXED,POSITIVE,2,2019-11-11T13:13:36Z,NA
1193960682179453e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-11T18:36:24Z,Monolingual
1193875608524271600,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-11T12:58:20Z,NA
1193864284876476400,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-11T12:13:21Z,Code-mix
1193856127743807500,NEUTRAL,POSITIVE,NEUTRAL,2,2019-11-11T11:40:56Z,NA
1193899067505553400,NEUTRAL,NEGATIVE,NEGATIVE,2,2019-11-11T14:31:33Z,Monolingual
1194204742832050200,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-11-12T10:46:12Z,NA
1194190939872530400,POSITIVE,POSITIVE,POSITIVE,3,2019-11-12T09:51:21Z,Monolingual
1195238470760980500,MIXED,NEUTRAL,POSITIVE,0,2019-11-15T07:13:52Z,NA
1194476712207245300,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-13T04:46:55Z,Monolingual
1194213247404167200,NEUTRAL,POSITIVE,POSITIVE,2,2019-11-12T11:20:00Z,Monolingual
1194563810671124500,NEUTRAL,NEUTRAL,NEGATIVE,2,2019-11-13T10:33:01Z,NA
